protocolo;numero_licitacao;modalidade;cd_ugestora;valor_licitado;ano_homologacao;cnpj_proponente;valor_proposta;situacao_proposta
Doc. 05207/19;00001/2019;Pregao Presencial;201052;43393560;2019;199048010001-00;4600000;1
Doc. 05207/19;00001/2019;Pregao Presencial;201052;43393560;2019;208635290001-46;5310000;0
Doc. 05207/19;00001/2019;Pregao Presencial;201052;43393560;2019;265514250001-82;8080000;0
Doc. 05207/19;00001/2019;Pregao Presencial;201052;43393560;2019;355834750001-32;920000;0
Doc. 05208/19;00009/2019;Pregao Presencial;201075;43393560;2019;154388410001-52;22805000;1
Doc. 05208/20;00004/2020;Pregao Presencial;201213;4686856;2020;270157100001-41;12000000;0
Doc. 05210/19;25004/2019;Pregao Presencial;603050;43393560;2019;35382670001-25;8875500;0
Doc. 05210/19;25004/2019;Pregao Presencial;603050;43393560;2019;50153560001-12;12915800;1
Doc. 05210/19;25004/2019;Pregao Presencial;603050;43393560;2019;110904070001-73;34274160;1
Doc. 05210/19;25004/2019;Pregao Presencial;603050;43393560;2019;176030980001-74;32582970;1
Doc. 05210/19;25004/2019;Pregao Presencial;603050;43393560;2019;211878750001-14;15704200;0
Doc. 05210/19;25004/2019;Pregao Presencial;603050;43393560;2019;268732360001-26;10646200;0
Doc. 05210/19;25004/2019;Pregao Presencial;603050;43393560;2019;299774810001-71;3269550;0
Doc. 05211/19;20601/2019;Pregao Presencial;201050;43393560;2019;250082190001-68;3465090;1
Doc. 05211/19;20601/2019;Pregao Presencial;201050;43393560;2019;299728070001-78;3482090;0
Doc. 05211/20;71001/2020;Pregao Eletronico;201095;44928025;2020;4896610001-22;200000;1
Doc. 05211/20;71001/2020;Pregao Eletronico;201095;1214046;2020;14294370001-08;2811800;1
Doc. 05211/20;71001/2020;Pregao Eletronico;201095;44928025;2020;240708190001-93;439100;1
Doc. 05211/20;71001/2020;Pregao Eletronico;201095;44928025;2020;775785240001-99;461670;1
Doc. 05215/20;00004/2020;Pregao Presencial;201040;1920000;2020;25175530001-41;5090000;1
Doc. 05215/20;00004/2020;Pregao Presencial;201040;44928025;2020;355834750001-32;4775000;0
Doc. 05217/21;00001/2021;Pregao Eletronico;201154;35693907;2021;7406960001-92;4900000;1
Doc. 05220/19;00005/2019;Pregao Presencial;201128;11250000;2019;90287440001-99;11740700;1
Doc. 05220/19;00005/2019;Pregao Presencial;201128;11250000;2019;199097270001-14;10752050;1
Doc. 05220/19;00005/2019;Pregao Presencial;201128;11250000;2019;235288080001-41;10798600;1
Doc. 05221/19;20603/2019;Pregao Presencial;201050;11250000;2019;354849710001-39;19200000;1
Doc. 05222/20;00004/2020;Pregao Presencial;201155;3000000;2020;320561010001-70;10400000;1
Doc. 05228/19;00002/2019;Pregao Presencial;201223;3170434;2019;107144160001-25;17079000;1
Doc. 05228/19;00002/2019;Pregao Presencial;201223;3170434;2019;310682800001-01;12658800;1
Doc. 05232/19;00015/2019;Pregao Presencial;601014;9200000;2019;39655170001-03;31589633;1
Doc. 05232/19;00015/2019;Pregao Presencial;601014;9200000;2019;81602900001-42;22484450;1
Doc. 05232/19;00015/2019;Pregao Presencial;601014;3170434;2019;92102190001-90;22411635;1
Doc. 05232/19;00015/2019;Pregao Presencial;601014;9200000;2019;270290830001-06;19579212;1
Doc. 05240/19;00003/2019;Pregao Presencial;201011;49923800;2019;5979180001-60;1242000;0
Doc. 05240/19;00003/2019;Pregao Presencial;201011;2400000;2019;60952490001-04;1820000;0
Doc. 05240/19;00003/2019;Pregao Presencial;201011;49923800;2019;88562180001-54;1430000;0
Doc. 05240/19;00003/2019;Pregao Presencial;201011;8607510;2019;104547560001-64;2420000;1
Doc. 05240/19;00003/2019;Pregao Presencial;201011;6000000;2019;115009570001-13;1846200;1
Doc. 05240/19;00003/2019;Pregao Presencial;201011;8607510;2019;199048010001-00;1290000;1
Doc. 05240/19;00003/2019;Pregao Presencial;201011;49923800;2019;208635290001-46;3267000;1
Doc. 05240/19;00003/2019;Pregao Presencial;201011;9200000;2019;265514250001-82;3540000;0
Doc. 05244/19;00004/2019;Pregao Presencial;201011;9000000;2019;87920280001-10;25076600;1
Doc. 05246/19;00005/2019;Pregao Presencial;201157;9000000;2019;16868140001-94;47776750;1
Doc. 05246/19;00005/2019;Pregao Presencial;201157;8450000;2019;73240700001-44;60563750;1
Doc. 05246/19;00005/2019;Pregao Presencial;201157;9000000;2019;286331730001-66;35080000;0
Doc. 05249/19;00007/2019;Pregao Presencial;201064;3630000;2019;127327490001-02;2420000;1
Doc. 05249/20;00005/2020;Pregao Presencial;201213;1340000;2020;36994730001-17;26475000;1
Doc. 05250/19;00001/2019;Tomada de Precos;201014;150800000;2019;209301890001-29;8544919;1
Doc. 05254/20;00001/2020;Pregao Presencial;201139;3240000;2020;30925700001-47;10280000;1
Doc. 05257/20;00002/2020;Pregao Presencial;201139;43538849;2020;107306600001-81;26040000;1
Doc. 05257/20;00002/2020;Pregao Presencial;201139;43538849;2020;353499690001-57;40489000;0
Doc. 05266/20;01001/2020;Pregao Presencial;201135;4460000;2020;30925700001-47;19050000;1
Doc. 05276/19;00007/2019;Pregao Presencial;601013;150800000;2019;198336670001-01;7269000;1
Doc. 05276/19;00007/2019;Pregao Presencial;601013;18969229;2019;218375930001-15;7360800;1
Doc. 05278/19;00003/2019;Pregao Presencial;201013;18969229;2019;198336670001-01;26253500;1
Doc. 05278/19;00003/2019;Pregao Presencial;201013;18969229;2019;218375930001-15;26487950;1
Doc. 05280/19;00007/2019;Pregao Presencial;201158;18969229;2019;83740530001-84;9416100;0
Doc. 05280/19;00007/2019;Pregao Presencial;201158;8382639;2019;89735690001-45;9911700;1
Doc. 05280/19;00007/2019;Pregao Presencial;201158;8382639;2019;241378020001-06;9790500;0
Doc. 05284/20;00001/2020;Pregao Presencial;201142;3000000;2020;30925700001-47;9285000;1
Doc. 05294/20;00002/2020;Pregao Presencial;201142;48940000;2020;70102290001-56;62867416;1
Doc. 05297/20;00001/2020;Tomada de Precos;201058;3500000;2020;73847770001-46;5000000;1
Doc. 05299/19;00002/2019;Pregao Presencial;201007;28817665;2019;16868140001-94;36200850;0
Doc. 05299/19;00002/2019;Pregao Presencial;201007;28817665;2019;50153560001-12;35330390;1
Doc. 05300/19;00001/2019;;201099;28817665;2019;241695030001-53;1737500;1
Doc. 05305/19;00005/2019;Pregao Presencial;201007;28817665;2019;229198690001-77;13765900;1
Doc. 05305/21;00003/2021;Pregao Presencial;201084;35693907;2021;127327490001-02;2400000;1
Doc. 05306/20;00003/2020;Pregao Presencial;201142;22364000;2020;73240700001-44;11764139;1
Doc. 05306/20;00003/2020;Pregao Presencial;201142;22364000;2020;164175770001-33;1227220;1
Doc. 05306/20;00003/2020;Pregao Presencial;201142;24139250;2020;211878750001-14;856490;1
Doc. 05306/20;00003/2020;Pregao Presencial;201142;24139250;2020;213183840001-65;2025717;1
Doc. 05313/19;00001/2019;Pregao Presencial;201220;7800000;2019;113385380001-27;9841890;1
Doc. 05314/19;00002/2019;Pregao Presencial;201220;7800000;2019;113385380001-27;10095192;1
Doc. 05315/19;00003/2019;Pregao Presencial;201220;7800000;2019;248362860001-08;18975700;1
Doc. 05317/19;00002/2019;Pregao Presencial;601099;8793850;2019;54284960001-12;2087500;1
Doc. 05317/19;00002/2019;Pregao Presencial;601099;8793850;2019;222653710001-38;2247000;1
Doc. 05325/19;00008/2019;Pregao Presencial;201089;8793850;2019;49061560001-97;22209000;0
Doc. 05325/19;00008/2019;Pregao Presencial;201089;8793850;2019;61170740001-99;16767600;1
Doc. 05325/19;00008/2019;Pregao Presencial;201089;8793850;2019;149605000001-80;5762400;1
Doc. 05325/20;00005/2020;Pregao Presencial;201142;1760000;2020;73240700001-44;5516250;1
Doc. 05325/20;00005/2020;Pregao Presencial;201142;22364000;2020;213183840001-65;2324108;1
Doc. 05330/20;00003/2020;Pregao Presencial;201212;7880133;2020;58289780001-60;4566590;1
Doc. 05334/20;00004/2020;Pregao Presencial;201212;7880133;2020;153481420001-11;3218451;1
Doc. 05338/20;00008/2020;Pregao Presencial;201034;7880133;2020;49494940001-06;85000;1
Doc. 05338/20;00008/2020;Pregao Presencial;201034;7880133;2020;83700390001-02;54362750;0
Doc. 05338/20;00008/2020;Pregao Presencial;201034;1500000;2020;157295460001-55;3917500;1
Doc. 05338/20;00008/2020;Pregao Presencial;201034;7880133;2020;175335570001-90;2113250;1
Doc. 05338/20;00008/2020;Pregao Presencial;201034;7880133;2020;213914280001-82;1553500;1
Doc. 05338/20;00008/2020;Pregao Presencial;201034;7880133;2020;216252840001-81;10057900;1
Doc. 05338/20;00008/2020;Pregao Presencial;201034;7880133;2020;240596580001-37;1414000;1
Doc. 05338/20;00008/2020;Pregao Presencial;201034;7880133;2020;354964960001-10;8033500;1
Doc. 05338/20;00008/2020;Pregao Presencial;201034;7880133;2020;358081600001-46;51324800;0
Doc. 05338/20;00008/2020;Pregao Presencial;201034;7880133;2020;411360290001-82;9568400;1
Doc. 05340/19;00008/2019;Pregao Presencial;201214;8793850;2019;90821110001-69;8866420;1
Doc. 05340/19;00008/2019;Pregao Presencial;201214;8793850;2019;284421180001-99;21488200;1
Doc. 05340/19;00008/2019;Pregao Presencial;201214;8793850;2019;324769950001-58;8458200;1
Doc. 05340/20;00009/2020;Pregao Presencial;201034;1649100;2020;172428410001-08;5671665;1
Doc. 05340/20;00009/2020;Pregao Presencial;201034;1649100;2020;216252840001-81;3078650;1
Doc. 05340/20;00009/2020;Pregao Presencial;201034;1071860;2020;356891230001-66;402100;1
Doc. 05342/19;00003/2019;Pregao Presencial;201185;2721400;2019;106676700001-10;6457000;1
Doc. 05343/20;00007/2020;Pregao Presencial;201092;33026500;2020;29111930001-68;9742930;1
Doc. 05343/20;00007/2020;Pregao Presencial;201092;12812941;2020;51226160001-59;13873770;1
Doc. 05343/20;00007/2020;Pregao Presencial;201092;640036;2020;57979870001-30;13335516;1
Doc. 05343/20;00007/2020;Pregao Presencial;201092;33026500;2020;81602900001-42;9206504;1
Doc. 05343/20;00007/2020;Pregao Presencial;201092;12812941;2020;168260430001-60;8279235;1
Doc. 05345/19;00002/2019;Pregao Presencial;201206;2721400;2019;277098750001-13;27231050;1
Doc. 05350/20;00011/2020;Pregao Presencial;201192;12812941;2020;93584580001-91;15606935;1
Doc. 05351/19;00001/2019;Pregao Presencial;101050;5676157;2019;33953960001-01;3939572;1
Doc. 05353/19;00002/2019;Pregao Presencial;101050;5676157;2019;11060850001-50;4980000;0
Doc. 05353/19;00002/2019;Pregao Presencial;101050;5676157;2019;30611340001-00;5028000;1
Doc. 05354/19;00010/2019;Pregao Presencial;201082;8780110;2019;136137390001-10;11572650;1
Doc. 05354/19;00010/2019;Pregao Presencial;201082;23108880;2019;165152520001-93;448900;1
Doc. 05354/19;00010/2019;Pregao Presencial;201082;39710000;2019;189954570001-49;2858000;1
Doc. 05354/19;00010/2019;Pregao Presencial;201082;23108880;2019;283025340001-91;22507630;0
Doc. 05355/20;00012/2020;Pregao Presencial;201192;12812941;2020;93584580001-91;7418411;1
Doc. 05360/19;00003/2019;Pregao Presencial;201109;35898400;2019;270798720001-43;5280000;1
Doc. 05361/19;00001/2019;Pregao Presencial;101203;4000000;2019;110834240001-83;2200000;1
Doc. 05364/19;00001/2019;Pregao Presencial;201005;12070500;2019;114951280001-90;255600;1
Doc. 05364/19;00001/2019;Pregao Presencial;201005;49938102;2019;131990660001-02;3775500;1
Doc. 05364/19;00001/2019;Pregao Presencial;201005;5500000;2019;323454160001-38;18660;1
Doc. 05365/19;00003/2019;Pregao Presencial;201165;49938102;2019;229241890001-41;25256220;1
Doc. 05365/19;00003/2019;Pregao Presencial;201165;49938102;2019;247475190001-04;14538160;0
Doc. 05366/19;00002/2019;Pregao Presencial;201005;11995500;2019;52849230001-36;6848000;1
Doc. 05366/19;00002/2019;Pregao Presencial;201005;6807330;2019;87920280001-10;12521250;1
Doc. 05367/19;00003/2019;Pregao Presencial;201005;52813200;2019;33651340001-02;2744284;1
Doc. 05367/19;00003/2019;Pregao Presencial;201005;17880000;2019;114951280001-90;1023120;1
Doc. 05367/19;00003/2019;Pregao Presencial;201005;6500000;2019;195942190001-94;2663250;0
Doc. 05367/19;00003/2019;Pregao Presencial;201005;720000;2019;211878750001-14;777770;1
Doc. 05367/19;00003/2019;Pregao Presencial;201005;17880000;2019;221440120001-22;62970;1
Doc. 05367/19;00003/2019;Pregao Presencial;201005;6694200;2019;225263940001-59;5084760;0
Doc. 05367/19;00003/2019;Pregao Presencial;201005;52813200;2019;293985970001-56;5833322;0
Doc. 05368/19;00004/2019;Pregao Presencial;201165;8450000;2019;229241890001-41;15100496;1
Doc. 05369/19;00004/2019;Pregao Presencial;201005;14667400;2019;87920280001-10;30302400;1
Doc. 05369/19;00004/2019;Pregao Presencial;201005;4248000;2019;114951280001-90;6485600;1
Doc. 05369/19;00004/2019;Pregao Presencial;201005;36821003;2019;194649480001-26;28690500;0
Doc. 05369/19;00004/2019;Pregao Presencial;201005;32725240;2019;195942190001-94;1086000;1
Doc. 05369/19;00004/2019;Pregao Presencial;201005;17917500;2019;198947680001-84;29928150;0
Doc. 05369/19;00004/2019;Pregao Presencial;201005;36821003;2019;239661630001-29;42291270;0
Doc. 05369/19;00004/2019;Pregao Presencial;201005;32725240;2019;240596580001-37;26100;1
Doc. 05369/19;00004/2019;Pregao Presencial;201005;38380000;2019;250082190001-68;56419780;0
Doc. 05369/19;00004/2019;Pregao Presencial;201005;51657450;2019;266014950001-06;175500;1
Doc. 05369/19;00004/2019;Pregao Presencial;201005;36821003;2019;293930040001-69;7117000;0
Doc. 05369/19;00004/2019;Pregao Presencial;201005;3250000;2019;295528270001-90;29003500;0
Doc. 05369/20;00013/2019;Pregao Eletronico;301095;12812941;2020;52006810001-55;3878000;0
Doc. 05369/20;00013/2019;Pregao Eletronico;301095;12812941;2020;82023830001-92;4168500;0
Doc. 05369/20;00013/2019;Pregao Eletronico;301095;12812941;2020;178356050001-03;3877830;1
Doc. 05369/20;00013/2019;Pregao Eletronico;301095;12812941;2020;186571980001-46;3880000;0
Doc. 05369/20;00013/2019;Pregao Eletronico;301095;12812941;2020;267735790001-19;7990000;0
Doc. 05370/19;00001/2019;Pregao Presencial;601005;51657450;2019;114951280001-90;255600;1
Doc. 05370/19;00001/2019;Pregao Presencial;601005;24284752;2019;131990660001-02;3775500;1
Doc. 05370/19;00001/2019;Pregao Presencial;601005;22297000;2019;323454160001-38;18660;1
Doc. 05371/19;00002/2019;Pregao Presencial;601005;22297000;2019;52849230001-36;6848000;1
Doc. 05371/19;00002/2019;Pregao Presencial;601005;22297000;2019;87920280001-10;12521250;1
Doc. 05372/19;00003/2019;Pregao Presencial;601005;22297000;2019;33651340001-02;2744284;1
Doc. 05372/19;00003/2019;Pregao Presencial;601005;22297000;2019;114951280001-90;1023120;1
Doc. 05372/19;00003/2019;Pregao Presencial;601005;22297000;2019;195942190001-94;2663250;0
Doc. 05372/19;00003/2019;Pregao Presencial;601005;22297000;2019;211878750001-14;777770;1
Doc. 05372/19;00003/2019;Pregao Presencial;601005;22297000;2019;221440120001-22;62970;1
Doc. 05372/19;00003/2019;Pregao Presencial;601005;22297000;2019;225263940001-59;5084760;0
Doc. 05372/19;00003/2019;Pregao Presencial;601005;22297000;2019;293985970001-56;5833322;0
Doc. 05373/19;00004/2019;Pregao Presencial;601005;2662000;2019;87920280001-10;30302400;1
Doc. 05373/19;00004/2019;Pregao Presencial;601005;2662000;2019;114951280001-90;6485600;1
Doc. 05373/19;00004/2019;Pregao Presencial;601005;22891200;2019;194649480001-26;28690500;0
Doc. 05373/19;00004/2019;Pregao Presencial;601005;2662000;2019;195942190001-94;1086000;1
Doc. 05373/19;00004/2019;Pregao Presencial;601005;2662000;2019;198947680001-84;29928150;0
Doc. 05373/19;00004/2019;Pregao Presencial;601005;2662000;2019;239661630001-29;42291270;0
Doc. 05373/19;00004/2019;Pregao Presencial;601005;1199800;2019;240596580001-37;26100;1
Doc. 05373/19;00004/2019;Pregao Presencial;601005;2160000;2019;250082190001-68;56419780;0
Doc. 05373/19;00004/2019;Pregao Presencial;601005;12000000;2019;266014950001-06;175500;1
Doc. 05373/19;00004/2019;Pregao Presencial;601005;2662000;2019;293930040001-69;7117000;0
Doc. 05373/19;00004/2019;Pregao Presencial;601005;2400000;2019;295528270001-90;29003500;0
Doc. 05374/19;00007/2019;Pregao Presencial;201126;8075000;2019;72897000001-97;1932000;1
Doc. 05374/19;00007/2019;Pregao Presencial;201126;4265000;2019;173405880001-25;8685000;1
Doc. 05374/19;00007/2019;Pregao Presencial;201126;8075000;2019;186131290001-30;4630000;1
Doc. 05374/19;00007/2019;Pregao Presencial;201126;4265000;2019;318601980001-07;12270035;1
Doc. 05374/20;00002/2020;Pregao Presencial;201068;194355137;2020;78760340001-93;73296500;0
Doc. 05374/20;00002/2020;Pregao Presencial;201068;194355137;2020;180447110001-23;138936190;0
Doc. 05374/20;00002/2020;Pregao Presencial;201068;194355137;2020;182001500001-04;48498550;1
Doc. 05374/20;00002/2020;Pregao Presencial;201068;194355137;2020;283025340001-91;89055095;0
Doc. 05374/20;00002/2020;Pregao Presencial;201068;194355137;2020;316085800001-28;64872560;1
Doc. 05376/19;00007/2019;Pregao Presencial;201182;4265000;2019;9585480002-20;16200000;1
Doc. 05377/19;00002/2019;Pregao Presencial;201109;4265000;2019;192963550001-06;39475800;1
Doc. 05377/19;00002/2019;Pregao Presencial;201109;1650000;2019;204132210001-07;46461120;1
Doc. 05377/19;00002/2019;Pregao Presencial;201109;4265000;2019;225702370001-40;40069320;1
Doc. 05377/19;00002/2019;Pregao Presencial;201109;6250000;2019;245112220001-37;36002900;1
Doc. 05377/20;00002/2020;Pregao Presencial;601068;194355137;2020;78760340001-93;73296500;0
Doc. 05377/20;00002/2020;Pregao Presencial;601068;194355137;2020;180447110001-23;138936190;0
Doc. 05377/20;00002/2020;Pregao Presencial;601068;6990754;2020;182001500001-04;48498550;1
Doc. 05377/20;00002/2020;Pregao Presencial;601068;194355137;2020;283025340001-91;89055095;0
Doc. 05377/20;00002/2020;Pregao Presencial;601068;6990754;2020;316085800001-28;64872560;1
Doc. 05379/19;00007/2019;Pregao Presencial;201111;26010000;2019;46791190001-93;818050;1
Doc. 05379/19;00007/2019;Pregao Presencial;201111;56390700;2019;94780230001-80;88450;1
Doc. 05379/19;00007/2019;Pregao Presencial;201111;21840000;2019;107190480001-08;1749600;1
Doc. 05379/19;00007/2019;Pregao Presencial;201111;14820000;2019;127109160001-14;1947400;1
Doc. 05379/19;00007/2019;Pregao Presencial;201111;56390700;2019;210627770001-50;578100;1
Doc. 05379/19;00007/2019;Pregao Presencial;201111;56390700;2019;303055170001-50;361200;1
Doc. 05379/19;00007/2019;Pregao Presencial;201111;21840000;2019;314999390001-76;170000;1
Doc. 05380/19;00006/2019;Pregao Presencial;201111;56390700;2019;244887630001-91;8940000;1
Doc. 05387/19;00001/2019;Pregao Presencial;201190;600000;2019;28303070004-98;15300000;1
Doc. 05388/19;00002/2019;Pregao Presencial;201190;50406880;2019;89668950001-25;18317250;1
Doc. 05388/19;00002/2019;Pregao Presencial;201190;8074875;2019;195020910001-91;17252550;1
Doc. 05388/19;00002/2019;Pregao Presencial;201190;29300400;2019;272206920001-30;18629460;1
Doc. 05389/19;00001/2019;Tomada de Precos;201190;1632000;2019;27506350001-31;21912536;1
Doc. 05389/19;00001/2019;Tomada de Precos;201190;3500000;2019;121029780001-43;28090739;1
Doc. 05389/19;00001/2019;Tomada de Precos;201190;29300400;2019;228851880001-35;22331363;0
Doc. 05389/19;00001/2019;Tomada de Precos;201190;29300400;2019;309996880001-26;24928979;1
Doc. 05390/19;00004/2019;Pregao Presencial;201187;5000000;2019;79828650001-40;6600000;0
Doc. 05390/19;00004/2019;Pregao Presencial;201187;2500000;2019;167828790001-00;9000000;0
Doc. 05390/19;00004/2019;Pregao Presencial;201187;33575210;2019;194932240001-00;7800000;0
Doc. 05390/19;00004/2019;Pregao Presencial;201187;1428400;2019;210095280001-00;5700000;1
Doc. 05390/19;00004/2019;Pregao Presencial;201187;1428400;2019;231432810001-37;9000000;0
Doc. 05391/19;00001/2019;Pregao Presencial;101188;1428400;2019;95559580001-13;3416000;1
Doc. 05397/20;00005/2019;Pregao Eletronico;301095;9523000;2020;69600920001-38;4200000;0
Doc. 05397/20;00005/2019;Pregao Eletronico;301095;15141917;2020;131677810001-55;3790000;1
Doc. 05402/20;00002/2020;Pregao Presencial;201163;23831500;2020;261462920001-69;3880000;0
Doc. 05402/20;00002/2020;Pregao Presencial;201163;300000;2020;266014950001-06;5039200;1
Doc. 05415/19;00003/2019;Pregao Presencial;201183;38290200;2019;237605920001-45;6219514;1
Doc. 05415/19;00003/2019;Pregao Presencial;201183;38290200;2019;320561010001-70;6930655;1
Doc. 05418/19;00006/2019;Pregao Presencial;201177;23391200;2019;174280780001-04;6807500;1
Doc. 05424/19;00001/2019;Tomada de Precos;201002;23391200;2019;95137390001-71;38549400;1
Doc. 05424/19;00001/2019;Tomada de Precos;201002;23391200;2019;272206920001-30;94968200;1
Doc. 05424/19;00001/2019;Tomada de Precos;201002;23391200;2019;283705230001-49;42982900;1
Doc. 05424/19;00001/2019;Tomada de Precos;201002;23391200;2019;305597230001-96;76582100;0
Doc. 05429/19;00004/2019;Pregao Presencial;201018;3200000;2019;90878050001-99;8409790;1
Doc. 05430/19;00002/2019;Tomada de Precos;201002;2703200;2019;95137390001-71;18126000;1
Doc. 05430/19;00002/2019;Tomada de Precos;201002;3200000;2019;272206920001-30;37840;1
Doc. 05430/19;00002/2019;Tomada de Precos;201002;1857770;2019;283705230001-49;2795260;1
Doc. 05430/19;00002/2019;Tomada de Precos;201002;60000000;2019;305597230001-96;264100;1
Doc. 05434/20;00004/2020;Pregao Presencial;201089;300000;2020;83700390001-02;2430270;1
Doc. 05434/20;00004/2020;Pregao Presencial;201089;1129382;2020;90210410001-39;46273985;0
Doc. 05434/20;00004/2020;Pregao Presencial;201089;1888000;2020;180447110001-23;48681386;0
Doc. 05434/20;00004/2020;Pregao Presencial;201089;300000;2020;192118440001-00;21569855;1
Doc. 05434/20;00004/2020;Pregao Presencial;201089;1300000;2020;195942190001-94;37401755;0
Doc. 05437/19;00006/2019;Pregao Presencial;201077;10790082;2019;93237450001-66;37825300;1
Doc. 05441/19;00004/2019;Pregao Presencial;201183;8767100;2019;40646410001-60;8120800;1
Doc. 05441/19;00004/2019;Pregao Presencial;201183;10790082;2019;91095470001-02;13774600;0
Doc. 05441/19;00004/2019;Pregao Presencial;201183;10790082;2019;92102190001-90;8166300;0
Doc. 05441/19;00004/2019;Pregao Presencial;201183;10790082;2019;94780230001-80;11938830;1
Doc. 05441/19;00004/2019;Pregao Presencial;201183;10790082;2019;107190480001-08;5832500;0
Doc. 05441/19;00004/2019;Pregao Presencial;201183;8767100;2019;114274070001-16;5038000;1
Doc. 05441/19;00004/2019;Pregao Presencial;201183;10790082;2019;127109160001-14;6079000;1
Doc. 05441/19;00004/2019;Pregao Presencial;201183;10790082;2019;144557690001-09;2025000;1
Doc. 05441/19;00004/2019;Pregao Presencial;201183;10790082;2019;209283630001-07;4914600;1
Doc. 05441/19;00004/2019;Pregao Presencial;201183;10790082;2019;210627770001-50;4947300;1
Doc. 05441/19;00004/2019;Pregao Presencial;201183;10790082;2019;416547400001-29;7065196;1
Doc. 05445/19;00004/2019;Pregao Presencial;201168;8767100;2019;133074410001-82;58600000;1
Doc. 05445/20;00004/2020;Pregao Presencial;201064;175000;2020;208538780001-87;12450000;1
Doc. 05447/19;00002/2019;Pregao Presencial;201112;1385000000;2019;306768830001-15;3690000;1
Doc. 05447/20;00005/2020;Pregao Presencial;201064;175000;2020;336651640001-97;28149000;1
Doc. 05452/19;00004/2019;Pregao Presencial;601112;5200000;2019;306768830001-15;1836000;1
Doc. 05459/19;01001/2019;Pregao Presencial;201135;31980000;2019;30925700001-47;18240000;1
Doc. 05462/19;00004/2019;Pregao Presencial;201206;31980000;2019;292828530001-45;4917000;1
Doc. 05466/19;00002/2019;Tomada de Precos;201049;1723000;2019;44417850001-99;4962655;0
Doc. 05466/19;00002/2019;Tomada de Precos;201049;23393860;2019;86518400001-26;4119003;0
Doc. 05466/19;00002/2019;Tomada de Precos;201049;23393860;2019;246060730001-90;4174134;0
Doc. 05466/19;00002/2019;Tomada de Precos;201049;23393860;2019;250801660001-96;3572402;1
Doc. 05466/19;00002/2019;Tomada de Precos;201049;23393860;2019;271061310001-04;4021479;0
Doc. 05466/19;00002/2019;Tomada de Precos;201049;78635000;2019;300967610001-50;4486268;0
Doc. 05473/20;00004/2020;Pregao Presencial;201009;2400000;2020;40676950001-80;750000;1
Doc. 05473/20;00004/2020;Pregao Presencial;201009;10926000;2020;75531290001-76;3600000;1
Doc. 05473/20;00004/2020;Pregao Presencial;201009;108499992;2020;186039710001-91;1400000;1
Doc. 05478/20;00001/2020;Tomada de Precos;201142;2523600;2020;189209240001-71;29195580;0
Doc. 05478/20;00001/2020;Tomada de Precos;201142;10920000;2020;242635360001-68;58583189;1
Doc. 05481/20;00007/2020;Pregao Presencial;201011;10205000;2020;39655170001-03;18738152;1
Doc. 05481/20;00007/2020;Pregao Presencial;201011;10205000;2020;46791190001-93;100;0
Doc. 05481/20;00007/2020;Pregao Presencial;201011;10205000;2020;77885100001-14;20649262;1
Doc. 05481/20;00007/2020;Pregao Presencial;201011;10205000;2020;95602670001-08;6970000;1
Doc. 05481/20;00007/2020;Pregao Presencial;201011;10205000;2020;172908350001-26;21673300;1
Doc. 05481/20;00007/2020;Pregao Presencial;201011;10205000;2020;715055640001-24;100;0
Doc. 05482/20;00009/2020;Pregao Presencial;201188;4031560;2020;96135970001-14;2550000;1
Doc. 05482/20;00009/2020;Pregao Presencial;201188;10205000;2020;282551470001-41;2925000;1
Doc. 05483/20;00008/2020;Pregao Presencial;201011;6489200;2020;288842190001-10;14990000;1
Doc. 05484/19;29001/2019;Chamada Publica;603123;300000;2019;88550430001-60;20710400;1
Doc. 05484/19;29001/2019;Chamada Publica;603123;15608700;2019;93937560001-12;2338500;1
Doc. 05484/19;29001/2019;Chamada Publica;603123;15708000;2019;175963230001-92;1621500;1
Doc. 05484/19;29001/2019;Chamada Publica;603123;13879525;2019;236700150001-62;1224500;1
Doc. 05484/20;00012/2020;Pregao Presencial;201188;6489200;2020;14527940001-97;3175200;1
Doc. 05485/19;00001/2019;Pregao Presencial;201156;56507184;2019;78970390001-00;353500;1
Doc. 05485/19;00001/2019;Pregao Presencial;201156;56507184;2019;107190480001-08;519400;1
Doc. 05485/19;00001/2019;Pregao Presencial;201156;18329136;2019;634788950001-94;360000;1
Doc. 05485/20;00009/2020;Pregao Presencial;201011;20500000;2020;267337720001-26;20469200;1
Doc. 05486/20;00010/2020;Pregao Presencial;201011;3550000;2020;54570260001-87;42125800;1
Doc. 05486/20;00010/2020;Pregao Presencial;201011;4197800;2020;134261950001-88;33620115;1
Doc. 05486/20;00010/2020;Pregao Presencial;201011;7200000;2020;212865160001-14;27819830;0
Doc. 05487/20;00013/2020;Pregao Presencial;201188;1729895;2020;278352290001-00;6040000;1
Doc. 05487/20;00013/2020;Pregao Presencial;201188;22242359;2020;322298560001-20;7724000;1
Doc. 05489/20;00004/2020;Tomada de Precos;201002;22242359;2020;315907930001-70;3646800;1
Doc. 05490/19;00004/2019;Pregao Presencial;201100;56507184;2019;284421180001-99;45057460;1
Doc. 05494/19;00002/2019;Pregao Presencial;201156;9250200;2019;35461670001-40;5427100;1
Doc. 05494/19;00002/2019;Pregao Presencial;201156;17212200;2019;41528740001-15;9430700;1
Doc. 05494/20;00010/2020;Pregao Presencial;201188;22242359;2020;360192680001-12;6050000;1
