licitacao,proponente, situacao
3131719,15233791000177,0
3131719,21120333000124,0
3131719,29050310000100,1
3133719,70111752000105,1
3133719,13258973000177,1
3134919,26542769000125,1
3136319,16682179000144,1
3136419,19161889000117,1
3137219,13199098000108,1
3137519,1522898000120,1
3137519,5704791000154,1
3138519,26131521000171,1
3138919,3569062000107,1
3139619,19368888000148,1
857919,7272309000180,1
3140519,92981752000107,1
858919,23782387000180,1
858919,2378124000130,1
3143219,14529732000188,1
3144319,11054242000184,1
3144319,9478023000180,1
3144319,63478895000194,1
3144719,23011656000105,0
3144719,5079341000118,0
3144719,11150150000106,1
3145019,14209485000132,1
3145919,35422021000180,1
3145919,13440646000131,1
3145919,12681870000152,1
3145919,20335256000167,1
3146619,20335256000167,1
3146619,17184595000185,1
3149319,29102727000161,0
3149319,1233506000103,1
861119,24127572000102,0
861119,21391428000182,1
3152119,32603648000149,1
3152519,13426195000188,1
3152519,14402647000154,1
3152519,4471402000125,1
3152519,21750999000166,1
3152519,18296153000193,1
3154519,16826043000160,0
3154519,31037677000128,0
3154519,11427407000116,0
3154519,8449096000181,0
3154519,12710916000114,1
3154519,31070140000160,1
3154519,21062777000150,1
3154519,4709243000154,1
3154519,20934278000143,1
3154519,2527531000162,1
3154519,9478023000180,1
3154519,10719048000108,1
3154519,26889181000142,1
3154519,10493078000149,1
3154519,7897039000100,1
3154619,32055884000178,1
3154819,12359017000119,1
3155219,19926909000101,1
3155619,23908246000161,0
3155619,19899140000171,1
862619,2044971000169,0
862619,41144346000140,1
862619,4302243000135,1
862619,3466020000140,1
862619,70106513000167,1
862619,4906156000197,1
3158719,9332743000133,1
3158819,5514737000146,1
3159019,19559206000184,1
862819,16826043000160,1
862819,12305387000173,1
862819,9260831000177,1
862819,17227485000153,1
3159319,3965517000103,1
3159319,28675331000140,1
3159719,24119232000121,0
3159719,7958106000141,1
863219,26156923000120,1
863219,2977362000162,1
3160619,21596736000144,1
3161019,2287686000179,1
3161719,4441785000199,1
3162219,14996563000196,1
3162219,19750485000169,1
3162219,5557156000191,1
3162519,4679814000155,1
3162619,1142517000188,1
3162619,20385922000171,1
3162619,19673571000115,1
3166819,7534397000140,1
3167419,29903019000120,0
3167419,4673210000100,0
3167419,22226628000142,1
3168619,33211207000164,1
3168619,29977481000171,1
3170319,1233506000103,0
3170319,18158092000106,0
3170319,26092337000160,0
3170319,30321546000105,1
3170419,35715234000876,1
3170819,7046164000107,1
3170819,7358710000137,1
3170819,15348142000111,1
3170819,22226628000142,1
3170819,4034176000115,1
3171019,27944573000120,0
3171019,30566555000166,0
3171019,7360005000174,1
3172119,16779292000142,0
3172119,20256412000102,0
3172119,11271447000200,1
3172219,7553414000197,1
3174319,21232927000127,1
3174919,3105963000148,1
3176019,9402406000175,1
3176019,9492800000141,1
3177019,9286691000106,1
3177619,29805880000155,1
3177619,25426464000195,1
3177619,19918905000173,1
3177619,8194270000192,1
3177619,28302534000191,1
3177619,18995457000149,1
3177919,13088113000132,0
3177919,21854537000199,1
3178219,13088113000132,1
3179519,5457026000187,1
3179519,3467684000124,1
3179619,3278968000172,1
3179719,13173140000103,1
3180219,31172201000108,0
3180219,21652271000100,1
3182319,8979527000111,1
3182619,18957424000104,1
3182719,27512389000100,1
875819,24241738000109,1
875819,10353883000177,1
875819,3907762000164,1
875819,11659295000129,1
3183819,20175847000114,1
3184419,14768247000167,1
3184719,13258973000177,1
3184719,4063441000193,1
3184719,3402178000157,1
3184819,15218561000139,1
3184819,18544864000130,1
3184819,27985664000103,1
3186819,24779186000197,1
3186819,21307882000102,1
3188319,11479114000182,1
3188319,23249038000106,1
3188819,9286691000106,1
3188819,2445490000165,1
3189319,18401924000165,1
3190419,11755254000136,1
3191319,28851670000130,0
3191319,13777403000193,0
3191319,20256412000102,0
3191319,7609311000100,0
3191319,26520926000100,0
3191319,17440286000129,1
3192919,8317711000104,1
3193019,20226846000151,1
3193019,8778201000126,1
3193019,40787152000109,1
3193019,2977362000162,1
3193019,10831701000126,1
3193219,11338538000127,1
3193219,13110633000102,1
3197419,26762833000183,1
3200619,7863544000126,1
3200819,33326555000187,1
3200819,29217955000187,1
3201819,10482492000152,1
3206219,13519354000199,1
3206919,9329259000155,1
3211019,5341699000177,1
3211019,10231357000134,1
3211019,32006365000110,1
3212519,19667887000102,1
886719,29903019000120,1
886719,22226628000142,1
3218419,3467684000124,1
3218419,32674598000190,1
3219719,18296153000193,1
3219719,5301712000164,1
3219719,14402647000154,1
3220719,2323033000106,0
3220719,41136730000100,0
3220719,16737978000251,1
3220719,23723502000146,1
3223719,70095401000239,1
3223719,13258973000177,1
3225919,10954450000177,1
3226419,7804258000190,1
3230719,7588558000189,1
3231419,10291098000137,1
3234819,26665213000126,0
3234819,12461865000134,1
3236719,23723502000146,0
3236719,18897067000136,1
3237519,15218561000139,1
3237519,12305387000173,1
3237519,8674752000140,1
3237519,8778201000126,1
3238519,70106513000167,1
3240819,9100817000106,1
3240819,19502091000191,1
3248519,4949494000106,0
3251419,30916071000108,1
3252119,2620327000191,1
3252119,11338538000127,1
3252719,3965517000103,0
3252719,10319076000138,0
3252719,22986386000195,1
3252919,29684533000111,1
3252919,17894382000147,1
3252919,28038150000103,1
3253219,1142517000188,1
3253219,17389592000188,1
3254719,3965517000103,1
3254719,29312896000126,1
3254819,18483443000146,0
3254819,30105898000123,1
3255619,10245308000150,1
