ident_licit;cnpj_proponente;situacao_proposta
2853320;3,61E+13;1
2865520;2,19E+13;1
2879420;2,95E+13;1
2880520;3,60E+13;1
2885320;1,43E+13;1
2895320;2,71E+13;1
2903420;2,95E+13;1
2909820;5,91E+12;1
2910020;1,94E+13;0
2910020;1,22E+13;0
2910020;5,91E+12;1
2915420;5,88E+12;1
926220;4,44E+12;1
927420;7,61E+12;0
927420;2,18E+13;0
927420;1,74E+13;0
927420;2,68E+13;0
927420;1,12E+13;0
927420;1,52E+13;0
927420;1,76E+13;0
927420;1,86E+13;1
2921920;2,46E+13;1
2922020;2,46E+13;1
2922220;2,68E+13;1
2929220;7,59E+12;1
2929320;7,59E+12;1
2931020;1,94E+13;1
2932020;1,94E+13;1
2934920;1,76E+13;1
2936020;5,82E+12;0
2936020;2,81E+13;0
2936020;2,44E+13;0
2936020;2,00E+13;0
2936020;3,56E+13;1
2940620;2,68E+13;0
2940620;3,34E+12;0
2940620;2,51E+13;1
2959820;1,99E+11;1
2960020;1,99E+11;1
2964020;1,29E+13;0
2964020;8,06E+12;1
2971920;1,57E+13;1
937820;2,65E+13;0
937820;1,43E+13;0
937820;1,94E+13;0
937820;2,29E+13;0
937820;1,85E+13;0
937820;1,23E+12;0
937820;1,50E+13;0
937820;1,89E+13;1
2982020;2,65E+13;0
2982020;2,16E+13;0
2982020;2,36E+13;0
2982020;1,74E+13;0
2982020;3,61E+13;1
2984420;2,36E+13;0
2984420;2,65E+13;0
2984420;3,61E+13;0
2984420;1,74E+13;0
2984420;2,16E+13;1
2985820;3,61E+13;1
2986520;2,16E+13;0
2986520;1,29E+13;1
2987320;1,81E+13;1
2988620;2,99E+13;1
939720;2,43E+13;0
939720;2,78E+13;1
2990520;1,67E+13;0
2990520;2,71E+13;1
2995820;2,67E+13;1
2996820;5,88E+12;1
943020;5,05E+12;1
943620;9,08E+12;1
945120;3,50E+13;0
945120;2,19E+13;0
945120;2,02E+13;1
3007920;4,06E+12;1
3027020;2,81E+13;1
950220;1,03E+13;1
3043020;7,94E+12;1
3046220;8,69E+12;0
3046220;3,14E+13;0
3046220;5,94E+12;0
3046220;1,74E+13;0
3046220;2,68E+13;0
3046220;1,52E+13;0
3046220;1,86E+13;0
3046220;1,12E+13;0
3046220;1,38E+13;1
3047020;1,76E+13;0
3047020;2,75E+13;0
3047020;3,14E+13;0
3047020;1,52E+13;0
3047020;2,68E+13;0
3047020;1,74E+13;0
3047020;2,68E+13;0
3047020;5,94E+12;0
3047020;1,86E+13;0
3047020;1,38E+13;0
3047020;1,12E+13;0
3047020;8,69E+12;1
3049020;3,27E+13;1
3060320;2,68E+13;0
3060320;3,50E+13;0
3060320;2,24E+13;0
3060320;1,76E+13;0
3060320;1,76E+13;0
3060320;3,35E+13;1
3072520;3,34E+13;1
3073820;3,08E+13;0
3073820;2,68E+13;1
960520;2,91E+13;1
3083020;1,93E+13;0
3083020;1,50E+13;0
3083020;1,80E+13;1
3102220;2,51E+13;0
3102220;2,68E+13;1
965720;3,81E+12;1
965720;2,91E+13;1
965720;3,28E+13;1
965720;2,60E+12;1
965720;1,98E+13;1
965720;5,82E+12;1
965720;2,34E+12;1
3103820;1,50E+13;1
3104620;1,50E+13;1
967820;1,52E+13;0
967820;1,25E+13;0
967820;2,79E+13;0
967820;1,05E+13;0
967820;1,86E+13;0
967820;7,61E+12;0
967820;1,21E+13;0
967820;7,01E+13;0
967820;2,09E+13;1
3115420;7,16E+12;1
3119120;1,17E+13;1
3120320;2,68E+13;1
3122720;2,39E+13;1
976820;3,26E+12;1
3143820;1,74E+13;1
3146620;3,52E+13;1
3156320;2,75E+12;0
3156320;3,50E+13;0
3156320;3,02E+13;1
3163620;5,88E+12;1
3167320;5,88E+12;0
3167320;7,75E+12;0
3167320;2,46E+13;0
3167320;3,27E+13;0
3167320;3,07E+13;1
979620;3,50E+13;1
3179720;2,75E+13;0
3179720;9,34E+12;1
3180820;3,11E+13;1
3182120;1,06E+13;1
3182220;1,06E+13;1
3182420;2,99E+13;0
3182420;2,46E+13;0
3182420;1,21E+13;1
981420;2,44E+13;0
981420;1,11E+13;0
981420;2,71E+13;0
981420;1,78E+13;0
981420;1,94E+13;0
981420;9,33E+12;0
981420;4,44E+12;0
981420;1,03E+13;1
3182720;2,99E+13;1
3183120;2,36E+13;0
3183120;2,69E+13;0
3183120;2,09E+13;0
3183120;1,23E+13;1
3183920;2,36E+13;1
3200520;7,75E+12;0
3200520;1,76E+13;0
3200520;1,43E+13;0
3200520;2,46E+13;0
3200520;4,46E+12;1
3210120;2,25E+13;1
3237620;2,98E+13;0
3237620;2,71E+13;1
3242520;2,68E+13;1
3281220;1,58E+13;1
3284320;1,09E+13;0
3284320;2,65E+13;0
3284320;1,12E+13;1
3284320;3,14E+13;1
3285620;1,76E+13;0
3285620;1,93E+13;0
3285620;2,67E+13;0
3285620;2,65E+13;0
3285620;1,74E+13;1
3295220;1,57E+13;1
3306520;1,81E+13;1
3307320;3,10E+13;0
3307320;2,26E+13;1
3308120;1,95E+13;0
3308120;2,89E+13;0
3308120;2,26E+13;1
3316720;1,76E+13;0
3316720;1,12E+13;0
3316720;2,75E+12;0
3316720;2,03E+13;0
3316720;2,66E+13;0
3316720;2,68E+13;1
3317720;3,52E+13;1
3317820;1,48E+13;1
3317920;5,44E+12;1
3318020;5,44E+12;1
3318720;5,94E+12;0
3318720;1,52E+13;0
3318720;9,34E+12;0
3318720;1,94E+13;1
3319220;1,42E+13;0
3319220;7,75E+12;0
3319220;2,97E+13;1
3330220;1,76E+13;0
3330220;2,51E+13;0
3330220;2,46E+13;0
3330220;7,54E+12;0
3330220;2,52E+13;0
3330220;3,24E+13;1
3336720;7,75E+12;0
3336720;8,44E+12;0
3336720;3,56E+13;0
3336720;2,99E+13;1
3347020;2,95E+13;0
3347020;2,19E+13;0
3347020;3,50E+13;0
3347020;2,02E+13;1
3347120;3,12E+13;1
1017220;2,29E+13;1
1017220;3,54E+13;1
3368820;9,60E+12;1
3368820;9,35E+12;1
3368920;2,89E+13;1
3379320;2,68E+13;0
3379320;2,31E+13;0
3379320;3,47E+13;0
3379320;1,94E+13;1
3384520;3,44E+12;1
3387320;1,50E+13;0
3387320;1,10E+13;0
3387320;2,52E+13;1
3387720;1,72E+13;1
3388720;1,73E+13;0
3388720;4,32E+12;0
3388720;4,33E+12;0
3388720;3,26E+12;0
3388720;1,93E+13;1
3395420;7,75E+12;0
3395420;3,38E+13;0
3395420;2,97E+13;0
3395420;1,89E+13;1
3400920;1,99E+11;1
3401120;5,94E+12;1
3401620;1,76E+13;0
3401620;3,19E+13;0
3401620;3,01E+13;1
3404020;1,09E+13;1
3404020;6,33E+12;1
3417020;2,12E+13;1
3420320;2,26E+12;1
3420520;2,11E+13;1
3420720;2,11E+13;1
3424920;3,50E+12;1
3425720;1,93E+13;1
3426620;1,56E+13;0
3426620;7,87E+12;0
3426620;1,12E+13;1
3438420;1,75E+13;1
3438820;3,35E+13;1
3451720;2,68E+13;1
3453120;7,87E+12;0
3453120;8,35E+12;0
3453120;1,56E+13;1
3457120;3,50E+13;0
3457120;1,09E+13;0
3457120;2,49E+13;0
3457120;2,09E+13;1
3457220;1,08E+12;1
3457320;7,87E+12;0
3457320;8,35E+12;1
1056620;1,47E+13;1
1057920;2,02E+13;1
3466520;3,03E+13;0
3466520;3,07E+13;0
3466520;2,26E+13;1
3470120;3,27E+13;1
3478020;1,76E+13;1
3480420;3,30E+13;0
3480420;2,97E+13;0
3480420;3,25E+13;1
3481820;3,10E+13;0
3481820;3,50E+13;0
3481820;1,99E+13;0
3481820;5,88E+12;0
3481820;1,76E+13;0
3481820;2,19E+13;1
3497720;6,95E+12;1
3524620;3,30E+13;0
3524620;2,95E+13;0
3524620;3,10E+13;0
3524620;2,19E+13;1
3539020;5,94E+12;1
3545020;2,99E+13;1
3561520;2,27E+13;1
3561720;5,83E+12;1
3569120;1,08E+12;1
3569820;1,08E+12;1
3570320;3,26E+12;0
3570320;1,08E+12;1
3572020;3,54E+13;1
3572020;3,72E+13;1
3572020;2,94E+13;1
3577220;1,41E+13;1
3582420;9,50E+12;0
3582420;7,80E+12;1
3597620;3,37E+13;0
3597620;2,98E+13;0
3597620;3,26E+13;0
3597620;3,48E+13;0
3597620;1,06E+13;1
3598020;2,98E+13;0
3598020;3,37E+13;0
3598020;3,16E+13;0
3598020;3,48E+13;0
3598020;9,34E+12;0
3598020;3,26E+13;0
3598020;1,06E+13;1
3599020;3,26E+13;0
3599020;3,48E+13;0
3599020;3,37E+13;0
3599020;3,16E+13;0
3599020;2,98E+13;0
3599020;1,06E+13;1
3599220;2,87E+13;1
3599920;3,48E+13;0
3599920;2,98E+13;0
3599920;3,26E+13;0
3599920;3,37E+13;0
3599920;3,16E+13;0
3599920;1,06E+13;1
3605920;5,13E+12;1
3606120;2,71E+13;1
3608120;2,37E+13;0
3608120;2,83E+13;0
3608120;4,33E+12;0
3608120;1,05E+13;0
3608120;1,74E+13;0
3608120;2,25E+13;0
3608120;2,10E+13;1
3624720;1,73E+13;1
3624920;1,07E+13;0
3624920;1,50E+13;0
3624920;2,71E+13;0
3624920;5,88E+12;0
3624920;2,71E+13;0
3624920;3,02E+13;0
3624920;2,46E+13;0
3624920;2,40E+13;1
3625020;7,16E+12;1
3625220;7,16E+12;1
3626020;7,16E+12;1
3626120;2,09E+13;1
1091820;1,94E+13;1
3636520;1,57E+13;0
3636520;2,43E+13;1
1092620;3,50E+13;0
1092620;2,02E+13;1
3646520;3,23E+12;1
3655820;2,75E+13;1
1100020;7,61E+12;1
3688220;1,10E+13;1
3689620;2,72E+13;1
1108020;5,88E+12;1
3719520;2,03E+13;1
3733820;2,68E+13;0
3733820;1,75E+13;0
3733820;2,30E+13;1
3733820;2,09E+13;1
3735420;3,63E+12;1
3753020;1,06E+13;1
3753720;1,25E+13;1
3753920;2,43E+13;1
3755820;3,26E+13;1
3756120;3,26E+13;0
3756120;2,81E+13;0
3756120;2,23E+13;1
3756220;3,35E+13;1
3757620;2,36E+13;0
3757620;7,53E+12;1
3762220;2,98E+13;1
3763620;1,06E+13;1
3763620;8,52E+12;1
3765220;2,24E+13;1
1119720;7,75E+12;0
1119720;1,21E+13;1
3779920;2,69E+13;0
3779920;9,13E+12;1
3781220;3,43E+13;0
3781220;5,88E+12;0
3781220;2,91E+13;0
3781220;7,75E+12;0
3781220;1,09E+13;0
3781220;3,25E+13;0
3781220;2,09E+13;1
3790720;7,94E+12;1
3790720;9,21E+12;1
3790720;2,87E+13;1
3790720;6,95E+12;1
3790720;8,16E+12;1
3794620;3,38E+13;1
3796120;4,32E+12;1
3800720;1,07E+13;1
3802520;2,68E+13;0
3802520;1,12E+13;0
3802520;3,62E+13;0
3802520;5,45E+12;0
3802520;7,75E+12;0
3802520;3,50E+13;0
3802520;3,39E+13;1
3807220;1,80E+13;1
3813920;2,49E+13;1
3833420;1,58E+13;1
3833520;1,10E+13;1
3833720;1,50E+13;1
3834420;1,25E+13;1
3835720;2,98E+13;1
3835720;1,76E+13;1
3854620;3,68E+13;1
3859920;3,14E+13;1
3863520;1,03E+13;1
3863820;1,03E+13;1
3865120;3,07E+13;0
3865120;2,70E+13;0
3865120;3,27E+13;1
3866820;3,27E+13;1
3872020;8,98E+12;1
3886020;1,06E+13;1
3886420;1,17E+13;1
3886720;2,46E+13;0
3886720;2,51E+13;0
3886720;8,40E+12;0
3886720;2,68E+13;0
3886720;2,02E+13;0
3886720;2,40E+13;1
1141520;7,01E+13;0
1141520;9,05E+12;0
1141520;3,59E+12;0
1141520;3,26E+12;1
1142420;9,16E+12;1
3900420;5,88E+12;1
3905920;1,50E+13;0
3905920;3,26E+12;0
3905920;3,26E+13;1
3908820;8,77E+12;0
3908820;1,07E+13;1
3909720;7,01E+13;0
3909720;6,08E+12;0
3909720;2,86E+12;0
3909720;4,09E+13;0
3909720;1,56E+12;1
3910020;2,19E+13;0
3910020;3,10E+13;0
3910020;1,09E+13;0
3910020;1,99E+13;1
3914820;2,49E+13;1
3918920;2,40E+12;1
3919020;2,16E+13;1
3919020;8,16E+12;1
3919020;7,19E+12;1
3920720;2,34E+13;1
3926020;3,12E+13;1
3927020;1,58E+13;1
3927320;1,73E+13;1
3927520;1,73E+13;1
3928120;1,29E+13;1
3938420;2,68E+13;1
3938420;1,43E+13;1
3940520;3,02E+13;0
3940520;7,54E+12;0
3940520;2,51E+13;0
3940520;9,33E+12;0
3940520;2,68E+13;1
3944520;1,74E+13;1
3946520;5,88E+12;0
3946520;2,98E+13;0
3946520;3,02E+13;0
3946520;1,81E+13;1
3947020;1,17E+13;1
3953720;3,07E+13;1
3956420;1,94E+13;1
3956520;3,07E+13;1
3960220;1,74E+13;1
3962220;7,19E+12;1
3962220;8,16E+12;1
3962220;9,63E+12;1
3962220;2,16E+13;1
3964220;7,26E+12;1
3971320;9,34E+12;1
3976220;2,29E+13;1
3976220;8,16E+12;1
3976220;2,94E+13;1
3976220;6,35E+13;1
3976720;2,36E+13;0
3976720;2,77E+13;0
3976720;3,16E+13;0
3976720;1,89E+13;0
3976720;1,74E+13;0
3976720;5,88E+12;0
3976720;9,13E+12;1
3982820;3,61E+13;1
3989520;2,30E+13;0
3989520;5,94E+12;0
3989520;3,14E+13;0
3989520;2,03E+13;0
3989520;7,61E+12;0
3989520;2,68E+13;0
3989520;1,86E+13;0
3989520;1,76E+13;0
3989520;1,94E+13;1
4010920;1,56E+13;1
4014020;2,71E+13;0
4014020;2,51E+13;1
4025020;1,21E+13;1
1181620;3,23E+12;0
1181620;1,09E+13;1
4031420;2,47E+13;0
4031420;2,99E+13;0
4031420;3,61E+13;0
4031420;1,24E+13;0
4031420;3,27E+13;0
4031420;1,56E+13;1
4054220;3,55E+13;0
4054220;1,23E+13;0
4054220;1,95E+13;0
4054220;2,78E+13;0
4054220;1,50E+13;1
4055120;1,50E+13;0
4055120;7,75E+12;0
4055120;2,81E+13;1
4059720;7,91E+12;0
4059720;2,77E+13;0
4059720;4,33E+12;0
4059720;1,67E+13;1
1195420;1,94E+13;0
1195420;1,23E+13;1
4065720;3,11E+13;1
4065920;1,76E+13;1
4068120;3,39E+13;1
4075620;3,02E+13;0
4075620;3,47E+13;0
4075620;1,10E+13;1
1206620;1,08E+12;0
1206620;9,32E+12;1
1208020;1,94E+13;1
4092920;1,12E+13;0
4092920;1,57E+13;1
4096820;1,09E+13;0
4096820;1,74E+13;1
1209920;7,16E+12;1
1210120;3,06E+13;0
1210120;3,40E+12;1
4103620;1,11E+13;1
1211320;3,19E+13;1
4112320;2,99E+13;0
4112320;3,70E+13;0
4112320;3,11E+13;0
4112320;5,45E+12;0
4112320;3,37E+13;0
4112320;1,24E+13;0
4112320;3,27E+13;0
4112320;3,60E+13;0
4112320;2,09E+13;1
4112420;3,70E+13;0
4112420;5,45E+12;0
4112420;2,99E+13;0
4112420;3,37E+13;0
4112420;3,11E+13;0
4112420;3,60E+13;0
4112420;2,09E+13;0
4112420;3,50E+13;0
4112420;2,91E+13;1
1211920;2,53E+13;1
4142220;2,11E+13;0
4142220;1,76E+13;0
4142220;3,50E+13;1
4159120;2,43E+13;0
4159120;2,66E+13;0
4159120;1,05E+13;0
4159120;2,52E+13;1
4169520;1,09E+13;0
4169520;1,52E+13;0
4169520;2,95E+13;0
4169520;1,86E+13;0
4169520;1,76E+13;0
4169520;3,56E+13;0
4169520;1,34E+13;0
4169520;1,99E+13;0
4169520;3,62E+13;0
4169520;2,09E+13;1
4170620;7,82E+12;1
4176220;8,71E+12;0
4176220;3,41E+13;0
4176220;1,78E+13;0
4176220;3,37E+13;0
4176220;2,00E+13;0
4176220;1,82E+13;0
4176220;3,38E+13;0
4176220;1,93E+13;0
4176220;1,56E+13;0
4176220;2,99E+13;0
4176220;1,24E+13;0
4176220;1,54E+13;0
4176220;8,60E+12;0
4176220;1,75E+13;1
4180920;2,91E+13;0
4180920;1,21E+13;0
4180920;2,98E+13;0
4180920;2,36E+13;1
4180920;3,61E+13;1
4184120;6,35E+13;1
4192320;3,19E+13;0
4192320;2,98E+13;0
4192320;2,39E+13;0
4192320;1,12E+13;0
4192320;2,09E+13;0
4192320;3,39E+13;0
4192320;1,76E+13;1
4192420;1,12E+13;0
4192420;2,09E+13;0
4192420;2,39E+13;0
4192420;2,98E+13;0
4192420;3,19E+13;0
4192420;3,39E+13;0
4192420;1,76E+13;1
4224120;2,78E+13;0
4224120;2,46E+13;0
4224120;8,32E+12;0
4224120;3,16E+13;0
4224120;1,05E+13;0
4224120;1,21E+13;1
4224320;2,46E+13;0
4224320;3,16E+13;0
4224320;2,52E+13;0
4224320;1,21E+13;0
4224320;2,78E+13;1
4225120;1,74E+13;1
4225520;7,59E+12;1
4226820;2,36E+13;1
4233120;5,94E+12;0
4233120;1,76E+13;0
4233120;2,68E+13;0
4233120;3,14E+13;0
4233120;2,03E+13;0
4233120;1,74E+13;0
4233120;1,86E+13;0
4233120;7,61E+12;0
4233120;2,30E+13;0
4233120;1,52E+13;1
4234620;2,43E+13;1
4235820;3,14E+13;0
4235820;3,03E+13;0
4235820;1,75E+13;0
4235820;2,30E+13;0
4235820;2,75E+13;0
4235820;2,03E+13;0
4235820;7,61E+12;0
4235820;2,68E+13;0
4235820;1,12E+13;0
4235820;1,52E+13;1
4239820;1,78E+13;0
4239820;2,98E+13;0
4239820;4,33E+12;0
4239820;3,35E+13;0
4239820;1,21E+13;0
4239820;3,61E+13;1
4245920;1,12E+13;0
4245920;2,02E+13;1
4253420;2,46E+13;1
4264620;2,02E+13;1
4265820;2,68E+13;0
4265820;2,19E+13;0
4265820;1,76E+13;0
4265820;2,25E+13;1
4269920;9,33E+12;0
4269920;1,07E+13;0
4269920;2,51E+13;0
4269920;3,37E+13;0
4269920;2,71E+13;0
4269920;2,56E+12;0
4269920;3,02E+13;0
4269920;2,40E+13;1
4270420;2,56E+12;0
4270420;1,71E+13;0
4270420;8,40E+12;0
4270420;2,51E+13;0
4270420;3,37E+13;1
4270820;2,51E+13;0
4270820;9,33E+12;0
4270820;1,07E+13;0
4270820;3,37E+13;1
4273820;3,16E+13;0
4273820;2,78E+13;0
4273820;3,16E+13;0
4273820;2,86E+13;1
4274020;2,75E+13;1
4274320;2,87E+13;1
4274320;1,81E+13;1
4274320;2,91E+12;1
4274320;9,21E+12;1
4275620;2,09E+13;0
4275620;3,07E+13;1
1238320;1,21E+13;1
1239120;2,52E+13;1
4325720;1,86E+13;0
4325720;1,12E+13;0
4325720;3,56E+13;0
4325720;1,41E+13;1
4329120;1,47E+13;0
4329120;2,52E+13;0
4329120;8,58E+12;0
4329120;3,20E+12;1
4341320;1,94E+13;1
4352320;3,47E+13;1
4358420;1,09E+12;1
1247620;2,29E+13;0
1247620;1,88E+13;0
1247620;1,85E+13;0
1247620;1,94E+13;0
1247620;2,49E+13;0
1247620;1,07E+13;0
1247620;2,86E+13;1
4367720;3,37E+12;0
4367720;1,12E+13;1
1248020;9,32E+12;0
1248020;5,05E+12;1
4371320;2,52E+13;0
4371320;2,86E+13;0
4371320;3,16E+13;0
4371320;2,49E+13;1
4375220;2,35E+12;0
4375220;3,12E+13;0
4375220;2,43E+13;0
4375220;2,78E+13;0
4375220;2,52E+13;1
4375620;1,57E+13;1
4383820;2,81E+13;1
4383920;2,81E+13;1
4384520;1,50E+13;0
4384520;3,38E+13;1
4385320;1,21E+13;0
4385320;2,52E+13;1
4385420;1,21E+13;0
4385420;2,78E+13;0
4385420;2,35E+12;0
4385420;2,43E+13;0
4385420;8,32E+12;0
4385420;2,52E+13;1
4400720;2,09E+13;0
4400720;3,61E+13;0
4400720;7,53E+12;0
4400720;3,07E+13;1
4402020;9,40E+12;0
4402020;2,32E+13;1
4406620;7,59E+12;1
4410320;3,07E+13;0
4410320;1,56E+13;0
4410320;3,61E+13;0
4410320;3,06E+13;1
4413220;8,06E+12;1
4415620;1,42E+13;1
1265220;4,88E+12;0
1265220;1,88E+13;0
1265220;2,75E+13;0
1265220;1,85E+13;0
1265220;1,89E+13;0
1265220;1,36E+13;0
1265220;1,74E+13;1
4439220;1,12E+13;1
4446520;4,96E+12;0
4446520;1,41E+13;0
4446520;2,46E+13;0
4446520;2,36E+13;0
4446520;1,50E+13;0
4446520;2,98E+13;0
4446520;3,47E+13;0
4446520;1,21E+13;1
4452420;8,58E+12;1
4453720;1,21E+13;1
1271220;3,35E+13;1
