licitacao, proponente, situacao
114919,18900000000000,0
114919,5880000000000,0
114919,15200000000000,1
114919,17400000000000,1
138619,19500000000000,0
138619,15200000000000,0
138619,2350000000000,1
138619,9080000000000,1
214419,28400000000000,1
236919,20300000000000,0
236919,23000000000000,0
236919,18100000000000,1
240919,24000000000000,1
253119,8780000000000,0
253119,9120000000000,0
253119,24100000000000,0
253119,31900000000000,0
253119,18900000000000,0
253119,2070000000000,0
253119,13800000000000,0
253119,22900000000000,1
255719,7240000000000,0
255719,18000000000000,0
255719,25100000000000,1
328519,20300000000000,1
332319,29900000000000,1
336319,25100000000000,1
337719,10600000000000,1
347119,7800000000000,1
349919,9080000000000,0
349919,1810000000000,0
349919,28200000000000,1
357219,10700000000000,1
365019,29900000000000,0
365019,5880000000000,0
365019,10700000000000,0
365019,8440000000000,0
365019,17500000000000,0
365019,30300000000000,1
372419,8440000000000,1
377619,15200000000000,0
377619,12100000000000,1
379019,10600000000000,1
379319,10600000000000,1
382119,10600000000000,1
390819,29100000000000,1
399919,27700000000000,0
399919,31100000000000,1
403519,10700000000000,0
403519,24600000000000,0
403519,3440000000000,1
413919,10600000000000,1
414019,10600000000000,1
414419,6950000000000,1
416919,27500000000000,1
434019,22800000000000,0
434019,17600000000000,0
434019,18000000000000,0
434019,8440000000000,0
434019,26500000000000,0
434019,29100000000000,0
434019,15200000000000,0
434019,27700000000000,0
434019,13600000000000,0
434019,29700000000000,1
445419,7210000000000,1
445419,3890000000000,1
455119,4610000000000,1
455119,18400000000000,1
459419,9340000000000,1
460519,2290000000000,1
482419,27100000000000,0
482419,22500000000000,1
525019,20900000000000,1
538919,22900000000000,0
538919,31000000000000,1
538919,12100000000000,1
538919,2750000000000,1
542419,30600000000000,0
542419,27200000000000,1
542419,28400000000000,1
542419,9510000000000,1
543019,9510000000000,1
543019,28400000000000,1
543019,27200000000000,1
543019,30600000000000,1
546619,30100000000000,0
546619,4440000000000,0
546619,27100000000000,0
546619,24600000000000,0
546619,8650000000000,0
546619,25100000000000,1
552019,7240000000000,0
552019,29800000000000,0
552019,8650000000000,0
552019,17600000000000,0
552019,25100000000000,1
560919,15200000000000,1
572319,24900000000000,0
572319,31200000000000,0
572319,24300000000000,0
572319,18900000000000,0
572319,25200000000000,1
573719,29900000000000,0
573719,19300000000000,0
573719,22500000000000,1
589719,7240000000000,1
589919,21900000000000,1
594919,17600000000000,1
603319,18000000000000,1
612619,19300000000000,1
613819,23600000000000,1
615019,15400000000000,0
615019,29700000000000,0
615019,15200000000000,0
615019,22500000000000,0
615019,30700000000000,0
615019,8440000000000,1
159319,17400000000000,0
159319,3400000000000,1
626019,18900000000000,1
644119,16700000000000,1
646819,7540000000000,1
663719,18400000000000,1
678319,7910000000000,0
678319,28600000000000,0
678319,8440000000000,1
680619,18900000000000,0
680619,8980000000000,1
680619,29700000000000,1
680619,8940000000000,1
680619,24200000000000,1
680619,9610000000000,1
686519,10700000000000,0
686519,24300000000000,1
695419,8060000000000,1
700419,12100000000000,0
700419,16700000000000,0
700419,25100000000000,1
704419,10600000000000,1
754719,9030000000000,1
755619,30600000000000,1
758919,18400000000000,1
780119,6950000000000,1
799519,8980000000000,1
799519,29700000000000,1
799519,24200000000000,1
799519,8940000000000,1
803519,3340000000000,1
810419,25200000000000,1
815119,10700000000000,0
815119,3340000000000,0
815119,25200000000000,1
820919,10700000000000,1
821819,1080000000000,1
824319,833000000000,1
215519,13500000000000,0
215519,4110000000000,1
842319,29100000000000,1
852819,28300000000000,0
852819,24700000000000,0
852819,460000000000,0
852819,16900000000000,0
852819,27700000000000,1
853119,27200000000000,0
853119,460000000000,0
853119,17500000000000,0
853119,28300000000000,0
853119,16900000000000,0
853119,8170000000000,1
874619,31600000000000,1
879619,31900000000000,1
886219,30300000000000,0
886219,21200000000000,1
886219,30600000000000,1
889619,28600000000000,1
892619,18900000000000,0
892619,25100000000000,0
892619,26500000000000,1
896319,3340000000000,1
945519,7860000000000,1
1005619,24700000000000,0
1005619,20500000000000,1
1032419,19900000000000,1
252619,4320000000000,0
252619,5080000000000,1
1044019,21900000000000,1
1049419,9350000000000,1
1049819,13100000000000,1
1052319,13100000000000,1
1054119,21100000000000,1
1061919,5140000000000,1
1061919,6130000000000,1
1065519,15400000000000,1
265919,14600000000000,0
265919,19400000000000,1
1081419,14100000000000,1
1122319,4970000000000,1
1122319,9510000000000,1
1122319,30600000000000,1
1123619,29600000000000,1
1123619,22900000000000,1
274419,35400000000000,1
1129019,9200000000000,1
1140619,7890000000000,0
1140619,7660000000000,1
1147819,10300000000000,1
1162119,22800000000000,0
1162119,21200000000000,0
1162119,27700000000000,0
1162119,23200000000000,0
1162119,22900000000000,0
1162119,27900000000000,0
1162119,11100000000000,1
1163019,4440000000000,1
1164419,29600000000000,1
1169819,12500000000000,1
1187819,8650000000000,1
1187919,9370000000000,1
1188919,25100000000000,0
1188919,12100000000000,0
1188919,16700000000000,1
1189019,22300000000000,1
1189119,12100000000000,1
1189219,16700000000000,0
1189219,30700000000000,1
1199819,29500000000000,1
1202619,7940000000000,1
1208819,30600000000000,1
1215219,28100000000000,1
1215219,8940000000000,1
1223919,17100000000000,1
1224119,5290000000000,1
1230619,27900000000000,1
1232619,27900000000000,1
1242419,9630000000000,1
1264219,10600000000000,1
1270819,14600000000000,1
1274519,19500000000000,0
1274519,29200000000000,1
1324419,15200000000000,0
1324419,20000000000000,1
1325419,9060000000000,1
1343619,7560000000000,1
1343919,8940000000000,1
1343919,24200000000000,1
1343919,9610000000000,1
1363219,14700000000000,1
1369319,9180000000000,0
1369319,8690000000000,0
1369319,13400000000000,0
1369319,4440000000000,0
1369319,11200000000000,1
1370619,19100000000000,1
1372219,24800000000000,1
1372319,23000000000000,0
1372319,26800000000000,0
1372319,31200000000000,1
1376819,28300000000000,0
1376819,27100000000000,1
1376819,18800000000000,1
1383919,4670000000000,0
1383919,17100000000000,0
1383919,21300000000000,0
1383919,8980000000000,0
1383919,30100000000000,1
1407119,30600000000000,1
1407119,31700000000000,1
1407119,11900000000000,1
1411719,20900000000000,1
1413419,13100000000000,1
1421019,22300000000000,1
1421019,35500000000000,1
1421319,518000000000,0
1421319,17900000000000,0
1421319,11500000000000,0
1421319,18800000000000,0
1421319,19300000000000,1
326819,2070000000000,0
326819,19500000000000,0
326819,2350000000000,0
326819,12400000000000,0
326819,35600000000000,0
326819,27900000000000,0
326819,21600000000000,0
326819,23000000000000,0
326819,24300000000000,0
326819,9080000000000,1
1422219,6130000000000,1
1423119,5290000000000,1
1429519,18900000000000,1
1434419,83000000000000,1
1434819,2270000000000,1
1436619,3310000000000,1
1445719,13700000000000,0
1445719,24100000000000,1
1451719,13100000000000,1
1453019,27100000000000,1
1458419,19600000000000,1
1463519,18900000000000,1
1464919,22500000000000,1
1465319,11000000000000,1
1466519,27400000000000,1
1466519,8690000000000,1
1466519,31300000000000,1
1466519,20300000000000,1
1466519,27800000000000,1
1466519,27600000000000,1
1467219,23600000000000,0
1467219,5880000000000,0
1467219,10700000000000,0
1467219,1660000000000,0
1467219,30300000000000,1
1473619,6130000000000,1
1474319,8930000000000,1
1502319,12700000000000,1
1513219,13300000000000,1
1518019,27300000000000,1
1518119,21900000000000,1
1534719,18900000000000,1
1548719,29700000000000,1
1548719,11100000000000,1
1569719,10600000000000,1
1587619,22400000000000,1
1594919,27000000000000,1
1609719,30500000000000,0
1609719,10900000000000,1
1623319,10600000000000,1
1628719,10600000000000,1
1629019,29100000000000,0
1629019,13400000000000,0
1629019,26700000000000,1
1629619,19400000000000,1
1630919,26800000000000,1
1633519,2630000000000,0
1633519,10300000000000,0
1633519,1080000000000,1
1633619,5160000000000,0
1633619,1080000000000,0
1633619,22800000000000,0
1633619,28700000000000,0
1633619,10300000000000,0
1633619,2630000000000,0
1633619,15000000000000,1
1634619,29100000000000,0
1634619,15200000000000,0
1634619,20000000000000,0
1634619,24000000000000,0
1634619,27000000000000,0
1634619,27700000000000,0
1634619,22900000000000,0
1634619,4330000000000,0
1634619,8780000000000,0
1634619,10600000000000,0
1634619,8600000000000,0
1634619,1230000000000,0
1634619,18900000000000,1
1635919,22200000000000,1
1636219,5910000000000,1
1640319,17600000000000,0
1640319,21300000000000,1
1642619,26500000000000,1
1672319,5940000000000,0
1672319,10500000000000,1
1673119,3540000000000,1
1673719,26900000000000,1
1685019,5880000000000,0
1685019,20500000000000,0
1685019,5160000000000,0
1685019,27000000000000,1
1731119,3340000000000,1
1755319,11100000000000,1
1757519,5910000000000,1
377619,28400000000000,1
1815519,27000000000000,0
1815519,31200000000000,0
1815519,18900000000000,0
1815519,22500000000000,0
1815519,9130000000000,0
1815519,18900000000000,1
1815619,31200000000000,0
1815619,22500000000000,0
1815619,9130000000000,0
1815619,18900000000000,0
1815619,18900000000000,1
1866119,29100000000000,1
1866919,29100000000000,1
1871819,27000000000000,1
1897619,27500000000000,0
1897619,5160000000000,0
1897619,12100000000000,0
1897619,26100000000000,1
1914219,10500000000000,1
1925119,7250000000000,1
1936319,5290000000000,1
1941019,15700000000000,1
443519,28300000000000,0
443519,14400000000000,1
1949619,25300000000000,1
1953119,18900000000000,0
1953119,3440000000000,1
1954519,15000000000000,0
1954519,27800000000000,1
1957819,19300000000000,0
1957819,24200000000000,0
1957819,32000000000000,0
1957819,15400000000000,0
1957819,7840000000000,0
1957819,8790000000000,0
1957819,18800000000000,1
454219,14400000000000,1
454219,5480000000000,1
1964419,24100000000000,0
1964419,29100000000000,1
1964519,30300000000000,0
1964519,24100000000000,0
1964519,29100000000000,1
1964719,24100000000000,0
1964719,30300000000000,0
1964719,29100000000000,1
1969719,22500000000000,1
1983419,16700000000000,0
1983419,3280000000000,0
1983419,7610000000000,0
1983419,10500000000000,0
1983419,27400000000000,1
1984119,31600000000000,1
1994919,19400000000000,1
1999519,17400000000000,0
1999519,4330000000000,0
1999519,4880000000000,0
1999519,5880000000000,0
1999519,18100000000000,0
1999519,30700000000000,1
2009419,5160000000000,0
2009419,14200000000000,0
2009419,23600000000000,1
2023119,7480000000000,0
2023119,7800000000000,0
2023119,8380000000000,0
2023119,7910000000000,0
2023119,6950000000000,1
2034519,29000000000000,1
2036619,12700000000000,1
478619,41200000000000,1
2042219,4070000000000,1
2042219,7550000000000,1
2059819,20000000000000,0
2059819,25200000000000,0
2059819,23600000000000,1
2061319,28100000000000,1
2061919,7520000000000,0
2061919,8440000000000,1
2062619,7520000000000,1
2065119,31900000000000,1
2070019,26500000000000,1
493219,9910000000000,1
2082719,613000000000,1
498319,20500000000000,0
498319,8710000000000,0
498319,7860000000000,1
2102419,5160000000000,1
2129819,11200000000000,1
2140219,27100000000000,1
2150319,28700000000000,1
2174419,17100000000000,1
2174519,17300000000000,1
2177519,8770000000000,0
2177519,21200000000000,0
2177519,24000000000000,0
2177519,17500000000000,0
2177519,17400000000000,0
2177519,10300000000000,0
2177519,10600000000000,0
2177519,27700000000000,1
2185119,5940000000000,1
2191419,9180000000000,1
2192019,9180000000000,1
2193519,35300000000000,1
528819,4330000000000,1
2205919,17300000000000,0
2205919,29500000000000,0
2205919,22600000000000,1
2243719,12100000000000,1
2243819,12100000000000,1
2246219,10600000000000,1
2285319,7480000000000,1
2289119,13400000000000,1
2289719,20300000000000,0
2289719,25300000000000,1
2289819,25300000000000,1
2306319,17000000000000,1
2306419,27000000000000,1
2312619,24100000000000,0
2312619,29100000000000,1
2321319,18900000000000,1
2324819,22200000000000,1
2324919,22200000000000,1
2325019,9370000000000,1
2326919,3280000000000,1
2334319,26800000000000,1
2346419,8160000000000,1
2346419,10800000000000,1
2346419,63500000000000,1
2348119,21100000000000,0
2348119,9910000000000,1
2352219,8160000000000,1
2352219,10800000000000,1
2357419,31900000000000,0
2357419,29800000000000,1
2359019,199000000000,1
2359119,199000000000,1
2364819,8610000000000,1
2370719,5940000000000,0
2370719,15700000000000,1
2382319,467000000000,1
2383019,26800000000000,1
2383919,8600000000000,1
2392219,31900000000000,1
2396519,508000000000,1
656919,6180000000000,1
2449319,27900000000000,0
2449319,7610000000000,0
2449319,13400000000000,0
2449319,11200000000000,0
2449319,20300000000000,0
2449319,23000000000000,0
2449319,26700000000000,0
2449319,25300000000000,1
2457619,17100000000000,1
2458319,17100000000000,1
2459019,23400000000000,1
2461519,15000000000000,1
2483519,26100000000000,0
2483519,19300000000000,0
2483519,3370000000000,0
2483519,9330000000000,0
2483519,27700000000000,1
2484419,9330000000000,0
2484419,13500000000000,0
2484419,27700000000000,1
2493719,9250000000000,1
2496719,9340000000000,1
2498019,8670000000000,1
2508619,16700000000000,0
2508619,30300000000000,0
2508619,30600000000000,1
2509219,30300000000000,0
2509219,16700000000000,0
2509219,30600000000000,1
2510419,23100000000000,1
2514519,10900000000000,1
2521419,19000000000000,0
2521419,13800000000000,1
2525119,29900000000000,0
2525119,17500000000000,0
2525119,27000000000000,0
2525119,27100000000000,0
2525119,26100000000000,0
2525119,20500000000000,0
2525119,27700000000000,1
2545319,1660000000000,1
2545919,24000000000000,0
2545919,11500000000000,1
2571019,19000000000000,1
2572019,27800000000000,1
2582919,22900000000000,1
2595119,15400000000000,0
2595119,29700000000000,1
2608719,5940000000000,0
2608719,17300000000000,1
2627719,18900000000000,0
2627719,27700000000000,0
2627719,9130000000000,1
2637919,10600000000000,1
2638019,10600000000000,1
2648719,29500000000000,1
2649219,29100000000000,1
2649219,8160000000000,1
2650619,26600000000000,0
2650619,9500000000000,0
2650619,13500000000000,1
2667619,9200000000000,1
723819,32600000000000,1
2676219,2630000000000,1
2714119,35300000000000,1
734119,10700000000000,1
734119,29300000000000,1
735119,4440000000000,1
2744919,24300000000000,1
737719,10700000000000,1
738319,2740000000000,1
2760119,29700000000000,1
2762019,10300000000000,1
739819,21100000000000,0
739819,1280000000000,0
739819,2350000000000,1
2778419,25100000000000,1
2779219,24200000000000,0
2779219,27800000000000,0
2779219,8790000000000,1
2788319,199000000000,0
2788319,20300000000000,0
2788319,27900000000000,0
2788319,35600000000000,1
2791619,22200000000000,1
2791619,21700000000000,1
2793019,31200000000000,1
749019,31200000000000,1
749019,31900000000000,1
2797819,21600000000000,1
2799919,3440000000000,1
2803519,10800000000000,1
2803519,8160000000000,1
2803519,63500000000000,1
2804219,24300000000000,1
2804619,28000000000000,1
2808519,30300000000000,1
2810019,27900000000000,0
2810019,17300000000000,0
2810019,29100000000000,0
2810019,2070000000000,1
2810119,8780000000000,0
2810119,22900000000000,0
2810119,29100000000000,0
2810119,17300000000000,0
2810119,29500000000000,0
2810119,11200000000000,0
2810119,2070000000000,0
2810119,27900000000000,0
2810119,21900000000000,0
2810119,21200000000000,1
2813319,63500000000000,1
2813319,12700000000000,1
2813319,8160000000000,1
2822319,17300000000000,0
2822319,9220000000000,0
2822319,2860000000000,0
2822319,8770000000000,0
2822319,8790000000000,1
2827219,5080000000000,1
2827219,20400000000000,1
2827219,8930000000000,1
2836419,7160000000000,1
2841319,25100000000000,1
2841719,2840000000000,1
2842519,19400000000000,1
2857119,20500000000000,0
2857119,29100000000000,1
2878719,13100000000000,1
2879919,5910000000000,1
2891219,9570000000000,1
2892919,19300000000000,1
2904019,7640000000000,1
2904219,7640000000000,1
2904819,8920000000000,1
2904819,8600000000000,1
2904819,12000000000000,1
2910819,31100000000000,1
2917119,15200000000000,0
2917119,13700000000000,1
2924419,30400000000000,1
787919,21200000000000,1
2930319,10600000000000,1
2930419,21600000000000,0
2930419,31200000000000,0
2930419,17300000000000,1
2932519,20300000000000,1
2939019,20000000000000,1
2945219,20300000000000,0
2945219,15200000000000,0
2945219,30300000000000,0
2945219,5940000000000,0
2945219,22400000000000,1
2945319,15400000000000,1
2952219,23000000000000,0
2952219,27900000000000,1
2953419,32700000000000,1
2954119,14700000000000,1
2974419,3250000000000,1
804119,8060000000000,1
2998219,29600000000000,1
3012219,5440000000000,1
3015819,26800000000000,0
3015819,20300000000000,1
3017219,27900000000000,1
3019519,27900000000000,1
3020019,18000000000000,1
3020019,11000000000000,1
3020319,8790000000000,1
3021219,11200000000000,1
3021319,29300000000000,1
3021419,11200000000000,1
3039319,17600000000000,0
3039319,17100000000000,1
818919,7610000000000,1
