protocolo;numero_licitacao;modalidade;cd_ugestora;valor_licitado;ano_homologacao;cnpj_proponente;valor_proposta;situacao_proposta
Doc. 12421/20;00008/2020;Pregao Presencial;301046;23621700;2020;1,31348E+13;56565120;Perdedora
Doc. 12423/20;00013/2020;Pregao Presencial;201158;23621700;2020;7,01043E+13;39492780;Vencedora
Doc. 12424/19;00008/2019;Tomada de Precos;201033;12298000;2019;9,62929E+12;9160000;Vencedora
Doc. 12428/19;00005/2019;Pregao Presencial;201045;12298000;2019;6,36806E+12;4150500;Vencedora
Doc. 12430/20;00084/2019;Pregao Presencial;601040;23621700;2020;1,89955E+13;1980000;Vencedora
Doc. 12430/20;00084/2019;Pregao Presencial;601040;29253560;2020;2,64746E+13;6446422;Vencedora
Doc. 12430/20;00084/2019;Pregao Presencial;601040;29253560;2020;3,39321E+13;8352302;Vencedora
Doc. 12432/19;00005/2019;Dispensa (Art. 24 - Lei 8.666/93);201109;12298000;2019;1,2594E+13;1290600;Vencedora
Doc. 12438/21;00020/2021;Pregao Presencial;201208;2071876;2021;2,61433E+13;18000000;Perdedora
Doc. 12440/20;02003/2020;Tomada de Precos;201123;29253560;2020;3,33844E+12;11015179;Vencedora
Doc. 12440/20;02003/2020;Tomada de Precos;201123;29253560;2020;2,50802E+13;11384186;Perdedora
Doc. 12441/19;00008/2019;Pregao Presencial;201183;150000;2019;3,00643E+13;9480000;Vencedora
Doc. 12447/21;00018/2021;Pregao Presencial;201136;26411639;2021;7,77303E+12;37638420;Vencedora
Doc. 12447/21;00018/2021;Pregao Presencial;201136;1427500;2021;8,67475E+12;7209300;Vencedora
Doc. 12447/21;00018/2021;Pregao Presencial;201136;160000;2021;8,7782E+12;15807130;Vencedora
Doc. 12447/21;00018/2021;Pregao Presencial;201136;160000;2021;1,0719E+13;3624600;Vencedora
Doc. 12447/21;00018/2021;Pregao Presencial;201136;3760400;2021;1,23054E+13;9854110;Vencedora
Doc. 12447/21;00018/2021;Pregao Presencial;201136;3760400;2021;1,52186E+13;18403800;Vencedora
Doc. 12447/21;00018/2021;Pregao Presencial;201136;3760400;2021;4,07872E+13;10908820;Vencedora
Doc. 12447/21;00018/2021;Pregao Presencial;201136;160000;2021;6,34789E+13;296000;Vencedora
Doc. 12448/20;00012/2020;Pregao Presencial;201212;2720000;2020;5,82898E+12;570000;Vencedora
Doc. 12448/21;00019/2021;Pregao Presencial;201136;3760400;2021;7,77303E+12;34081820;Vencedora
Doc. 12448/21;00019/2021;Pregao Presencial;201136;1750000;2021;7,93609E+12;16557970;Vencedora
Doc. 12448/21;00019/2021;Pregao Presencial;201136;10286900;2021;9,21022E+12;17830420;Vencedora
Doc. 12448/21;00019/2021;Pregao Presencial;201136;10286900;2021;9,47802E+12;5812407;Vencedora
Doc. 12448/21;00019/2021;Pregao Presencial;201136;10286900;2021;1,0719E+13;15935432;Vencedora
Doc. 12448/21;00019/2021;Pregao Presencial;201136;10286900;2021;1,52186E+13;61349724;Vencedora
Doc. 12448/21;00019/2021;Pregao Presencial;201136;17025167;2021;1,85882E+13;35785348;Vencedora
Doc. 12448/21;00019/2021;Pregao Presencial;201136;10286900;2021;3,36139E+13;36724800;Vencedora
Doc. 12448/21;00019/2021;Pregao Presencial;201136;2571024;2021;4,07872E+13;37376635;Vencedora
Doc. 12449/20;00013/2020;Pregao Presencial;201212;833520;2020;5,82898E+12;300000;Vencedora
Doc. 12451/19;00007/2019;Pregao Presencial;201155;17820720;2019;6,94877E+12;32063000;Vencedora
Doc. 12451/20;00014/2020;Pregao Presencial;201212;5760000;2020;3,37119E+13;761300;Vencedora
Doc. 12451/21;00022/2021;Pregao Presencial;201136;17025167;2021;3,81625E+13;13200000;Vencedora
Doc. 12452/21;00023/2021;Pregao Presencial;201136;17025167;2021;2,42919E+13;9400000;Vencedora
Doc. 12452/21;00023/2021;Pregao Presencial;201136;17025167;2021;3,35381E+13;23500000;Vencedora
Doc. 12453/21;00024/2021;Pregao Eletronico;201136;17025167;2021;3,35381E+13;21000000;Vencedora
Doc. 12454/20;00015/2020;Pregao Presencial;201212;2750000;2020;6,26722E+12;10352000;Vencedora
Doc. 12454/20;00015/2020;Pregao Presencial;201212;6636500;2020;2,50035E+13;8605000;Vencedora
Doc. 12454/20;00015/2020;Pregao Presencial;201212;2332000;2020;2,79277E+13;2068660;Vencedora
Doc. 12454/20;00015/2020;Pregao Presencial;201212;2332000;2020;2,93143E+13;2144000;Vencedora
Doc. 12456/20;00014/2020;Pregao Presencial;201030;1271570;2020;5,79799E+12;17367414;Vencedora
Doc. 12456/20;00014/2020;Pregao Presencial;201030;1271570;2020;7,78851E+12;8021037;Vencedora
Doc. 12456/20;00014/2020;Pregao Presencial;201030;1271570;2020;8,16029E+12;10381264;Vencedora
Doc. 12456/20;00014/2020;Pregao Presencial;201030;1271570;2020;9,21022E+12;10271970;Vencedora
Doc. 12457/20;02004/2020;Tomada de Precos;201123;17520000;2020;3,33844E+12;37248684;Perdedora
Doc. 12457/20;02004/2020;Tomada de Precos;201123;28169738;2020;1,93634E+13;43954365;Perdedora
Doc. 12457/20;02004/2020;Tomada de Precos;201123;23755812;2020;2,24556E+13;39653000;Perdedora
Doc. 12457/20;02004/2020;Tomada de Precos;201123;1109526;2020;2,50802E+13;37197414;Vencedora
Doc. 12457/20;02004/2020;Tomada de Precos;201123;1271570;2020;3,0233E+13;43410740;Perdedora
Doc. 12461/20;00007/2020;Pregao Presencial;201204;545760;2020;4,67912E+12;1420742;Vencedora
Doc. 12461/20;00007/2020;Pregao Presencial;201204;545760;2020;2,68892E+13;1430200;Vencedora
Doc. 12468/19;00001/2019;Chamada Publica;201155;3600000;2019;2,48548E+12;13284000;Vencedora
Doc. 12471/20;00005/2020;Tomada de Precos;201215;545760;2020;5,44627E+12;46694359;Vencedora
Doc. 12472/19;00002/2019;Pregao Presencial;601116;1320000;2019;4,339E+12;11815060;Vencedora
Doc. 12472/19;00002/2019;Pregao Presencial;601116;1756596;2019;6,05491E+12;9763260;Vencedora
Doc. 12472/19;00002/2019;Pregao Presencial;601116;8838000;2019;2,36837E+13;643720;Vencedora
Doc. 12472/19;00002/2019;Pregao Presencial;601116;1806351291;2019;2,83025E+13;2345375;Vencedora
Doc. 12472/20;00006/2020;Tomada de Precos;201215;49315541;2020;7,56385E+12;21454305;Vencedora
Doc. 12479/19;00007/2019;Pregao Presencial;601192;160942100;2019;2,97736E+12;9281390;Vencedora
Doc. 12479/19;00007/2019;Pregao Presencial;601192;160942100;2019;1,08317E+13;18924490;Vencedora
Doc. 12479/19;00007/2019;Pregao Presencial;601192;7800000;2019;6,34789E+13;318680;Vencedora
Doc. 12483/19;00008/2019;Pregao Presencial;601192;160942100;2019;7,78851E+12;2687500;Vencedora
Doc. 12483/19;00008/2019;Pregao Presencial;601192;160942100;2019;1,72275E+13;23553315;Vencedora
Doc. 12483/19;00008/2019;Pregao Presencial;601192;160942100;2019;6,34789E+13;402250;Vencedora
Doc. 12487/19;00009/2019;Pregao Presencial;601192;160942100;2019;7,78851E+12;3322760;Vencedora
Doc. 12487/19;00009/2019;Pregao Presencial;601192;160942100;2019;1,10542E+13;13146100;Vencedora
Doc. 12487/19;00009/2019;Pregao Presencial;601192;160942100;2019;6,34789E+13;459800;Vencedora
Doc. 12489/20;00011/2020;Pregao Presencial;201112;3730800;2020;3,02509E+13;39800000;Vencedora
Doc. 12491/20;00024/2020;Pregao Presencial;201188;3730800;2020;7,31425E+12;1900000;Vencedora
Doc. 12491/20;00024/2020;Pregao Presencial;201188;3730800;2020;2,29864E+13;1400000;Vencedora
Doc. 12496/20;00004/2020;Pregao Presencial;201083;13754825;2020;1,98355E+13;55869000;Vencedora
Doc. 12502/21;00005/2021;Dispensa (Art. 24 - Lei 8.666/93);201091;17025167;2021;9,00528E+12;1796000;Perdedora
Doc. 12502/21;00005/2021;Dispensa (Art. 24 - Lei 8.666/93);201091;17025167;2021;1,26819E+13;1700000;Vencedora
Doc. 12502/21;00005/2021;Dispensa (Art. 24 - Lei 8.666/93);201091;17025167;2021;3,1381E+13;1956000;Perdedora
Doc. 12504/19;00005/2019;Pregao Presencial;201163;160942100;2019;7,61082E+12;19031844;Vencedora
Doc. 12509/19;00006/2019;Pregao Presencial;201163;160942100;2019;1,49428E+13;9211700;Vencedora
Doc. 12509/19;00006/2019;Pregao Presencial;201163;160942100;2019;2,03267E+13;8206000;Perdedora
Doc. 12510/20;00004/2020;Dispensa (Art. 24 - Lei 8.666/93);201008;8253000;2020;1,70429E+12;3098900;Vencedora
Doc. 12513/19;00002/2019;Inexigibilidade;201173;25000000;2019;2,68058E+13;3600000;Vencedora
Doc. 12515/19;00001/2019;Chamada Publica;201160;51500000;2019;1,14513E+13;1400000;Vencedora
Doc. 12515/19;00001/2019;Chamada Publica;201160;51500000;2019;2,14739E+13;4049000;Vencedora
Doc. 12517/19;00018/2019;Pregao Presencial;201067;5195000;2019;1,38642E+13;8225000;Perdedora
Doc. 12517/19;00018/2019;Pregao Presencial;201067;1680000;2019;3,20561E+13;56633100;Vencedora
Doc. 12519/20;00013/2020;Pregao Presencial;201134;8253000;2020;7,04616E+12;6033600;Perdedora
Doc. 12519/20;00013/2020;Pregao Presencial;201134;5900000;2020;7,35871E+12;1422450;Vencedora
Doc. 12519/20;00013/2020;Pregao Presencial;201134;5900000;2020;1,53481E+13;2792300;Vencedora
Doc. 12519/20;00013/2020;Pregao Presencial;201134;2800000;2020;2,68892E+13;9626300;Perdedora
Doc. 12519/20;00013/2020;Pregao Presencial;201134;2400000;2020;2,9903E+13;4190950;Perdedora
Doc. 12519/20;00013/2020;Pregao Presencial;201134;2782834;2020;3,04077E+13;10346000;Perdedora
Doc. 12519/20;00013/2020;Pregao Presencial;201134;5900000;2020;3,07124E+13;1378900;Vencedora
Doc. 12524/20;00005/2020;Pregao Presencial;201006;2250000;2020;2,16587E+12;5280400;Vencedora
Doc. 12524/20;00005/2020;Pregao Presencial;201006;5900000;2020;6,28145E+12;527576;Vencedora
Doc. 12524/20;00005/2020;Pregao Presencial;201006;171000;2020;8,16029E+12;7271900;Vencedora
Doc. 12524/20;00005/2020;Pregao Presencial;201006;5900000;2020;1,72275E+13;817040;Vencedora
Doc. 12524/20;00005/2020;Pregao Presencial;201006;5900000;2020;2,79857E+13;4656020;Vencedora
Doc. 12530/20;00006/2020;Pregao Presencial;201006;49274560;2020;2,16587E+12;12400500;Vencedora
Doc. 12530/20;00006/2020;Pregao Presencial;201006;8999996;2020;8,16029E+12;9220000;Vencedora
Doc. 12530/20;00006/2020;Pregao Presencial;201006;49274560;2020;2,79857E+13;9093000;Vencedora
Doc. 12530/20;00006/2020;Pregao Presencial;201006;49274560;2020;7,01043E+13;5185000;Vencedora
Doc. 12533/20;00014/2020;Pregao Presencial;201134;49274560;2020;7,84505E+12;8375000;Vencedora
Doc. 12536/19;21202/2019;Pregao Presencial;201050;4800000;2019;7,17918E+12;3900000;Perdedora
Doc. 12536/19;21202/2019;Pregao Presencial;201050;1581000;2019;2,25834E+13;3880000;Vencedora
Doc. 12537/20;00011/2020;Pregao Presencial;201008;49274560;2020;7,01065E+13;42240200;Vencedora
Doc. 12541/19;21201/2019;Pregao Presencial;201050;1581000;2019;1,47324E+13;1460000;Vencedora
Doc. 12541/19;21201/2019;Pregao Presencial;201050;1581000;2019;2,59781E+13;1219400;Vencedora
Doc. 12553/20;00001/2020;Adesao a Ata de Registro de Precos;603095;49274560;2020;6,10331E+12;6732450;Vencedora
Doc. 12554/21;00004/2021;Pregao Presencial;201077;17025167;2021;2,21637E+13;4500000;Vencedora
Doc. 12555/20;00015/2020;Pregao Presencial;201134;65422714;2020;4,45163E+12;3252600;Vencedora
Doc. 12555/20;00015/2020;Pregao Presencial;201134;49274560;2020;4,67912E+12;991100;Vencedora
Doc. 12555/20;00015/2020;Pregao Presencial;201134;49274560;2020;7,93609E+12;34216210;Perdedora
Doc. 12555/20;00015/2020;Pregao Presencial;201134;65422714;2020;9,21022E+12;2460800;Vencedora
Doc. 12555/20;00015/2020;Pregao Presencial;201134;65422714;2020;1,72275E+13;3823650;Vencedora
Doc. 12555/20;00015/2020;Pregao Presencial;201134;65422714;2020;2,79857E+13;11134460;Vencedora
Doc. 12555/20;00015/2020;Pregao Presencial;201134;65422714;2020;7,01043E+13;212150;Vencedora
Doc. 12557/19;20903/2019;Pregao Presencial;201050;3600000;2019;9,0049E+12;1948375;Vencedora
Doc. 12557/19;20903/2019;Pregao Presencial;201050;168000000;2019;3,20561E+13;2260571;Vencedora
Doc. 12557/20;00016/2020;Pregao Presencial;201134;65422714;2020;3,54617E+12;10549980;Vencedora
Doc. 12565/20;00014/2020;Pregao Presencial;201008;65422714;2020;1,77925E+13;22500000;Vencedora
Doc. 12572/20;00012/2020;Pregao Presencial;201177;65422714;2020;9,34146E+12;13403200;Vencedora
Doc. 12572/20;00012/2020;Pregao Presencial;201177;65422714;2020;1,45289E+13;1914100;Vencedora
Doc. 12575/20;00013/2020;Pregao Presencial;201177;65422714;2020;1,45289E+13;10232090;Vencedora
Doc. 12575/20;00013/2020;Pregao Presencial;201177;65422714;2020;2,14169E+13;8381000;Vencedora
Doc. 12580/19;00008/2019;Pregao Presencial;201146;109500000;2019;1,65153E+13;28981484;Vencedora
Doc. 12580/19;00008/2019;Pregao Presencial;201146;109500000;2019;1,89674E+13;41917675;Vencedora
Doc. 12580/19;00008/2019;Pregao Presencial;201146;48384756;2019;1,89955E+13;16486480;Vencedora
Doc. 12580/19;00008/2019;Pregao Presencial;201146;9100000;2019;2,83025E+13;57142247;Vencedora
Doc. 12609/19;00017/2019;Pregao Presencial;201082;1115394;2019;2,98789E+13;2568800;Perdedora
Doc. 12609/19;00017/2019;Pregao Presencial;201082;1115394;2019;3,00892E+13;1134265;Vencedora
Doc. 12609/19;00017/2019;Pregao Presencial;201082;8450000;2019;3,26667E+13;3708400;Perdedora
Doc. 12611/19;00014/2019;Pregao Presencial;201101;780000;2019;7,3023E+12;17955800;Vencedora
Doc. 12611/19;00014/2019;Pregao Presencial;201101;271760074;2019;7,30291E+12;16021630;Vencedora
Doc. 12611/19;00014/2019;Pregao Presencial;201101;271760074;2019;1,67527E+13;636000;Vencedora
Doc. 12611/19;00014/2019;Pregao Presencial;201101;271760074;2019;1,91644E+13;36890900;Vencedora
Doc. 12611/19;00014/2019;Pregao Presencial;201101;1115394;2019;3,04445E+13;10363500;Vencedora
Doc. 12612/19;00002/2019;Pregao Presencial;201070;271760074;2019;2,39662E+13;24869420;Perdedora
Doc. 12612/19;00002/2019;Pregao Presencial;201070;271760074;2019;2,77099E+13;27322980;Vencedora
Doc. 12613/20;00009/2020;Pregao Presencial;201091;25441000;2020;1,51535E+13;615000;Vencedora
Doc. 12613/20;00009/2020;Pregao Presencial;201091;65422714;2020;2,47475E+13;3067000;Vencedora
Doc. 12613/20;00009/2020;Pregao Presencial;201091;65422714;2020;3,18062E+13;1977000;Vencedora
Doc. 12614/19;00018/2019;Pregao Presencial;201082;271760074;2019;3,36513E+12;24455700;Vencedora
Doc. 12614/19;00018/2019;Pregao Presencial;201082;271760074;2019;2,2144E+13;34558500;Vencedora
Doc. 12619/19;00021/2019;Pregao Presencial;201034;72505000;2019;2,97736E+12;1369950;Vencedora
Doc. 12619/19;00021/2019;Pregao Presencial;201034;0;2019;1,52186E+13;9392810;Vencedora
Doc. 12619/19;00021/2019;Pregao Presencial;201034;40920000;2019;4,07872E+13;2840000;Vencedora
Doc. 12619/19;00021/2019;Pregao Presencial;201034;31090677;2019;6,34789E+13;1960470;Vencedora
Doc. 12623/19;00001/2019;Dispensa (Art. 24 - Lei 8.666/93);201203;1800000;2019;1,85042E+13;1230000;Vencedora
Doc. 12625/20;00003/2020;Inexigibilidade;201078;8260000;2020;5,18204E+11;23200000;Vencedora
Doc. 12626/20;00021/2020;Pregao Presencial;201208;8260000;2020;1,68773E+12;7011050;Vencedora
Doc. 12626/20;00021/2020;Pregao Presencial;201208;8260000;2020;6,94877E+12;9277000;Vencedora
Doc. 12626/20;00021/2020;Pregao Presencial;201208;8260000;2020;1,52186E+13;10723900;Vencedora
Doc. 12627/20;00028/2020;Pregao Presencial;201082;8260000;2020;1,98913E+13;24821150;Vencedora
Doc. 12627/20;00028/2020;Pregao Presencial;201082;8260000;2020;4,11524E+13;25173780;Vencedora
Doc. 12628/20;00017/2020;Pregao Presencial;201137;8260000;2020;9,29606E+12;4980000;Vencedora
Doc. 12629/20;00020/2020;Pregao Presencial;201208;4108650;2020;3,36513E+12;33000000;Vencedora
Doc. 12629/20;00020/2020;Pregao Presencial;201208;17692800;2020;9,21022E+12;26080000;Vencedora
Doc. 12629/20;00020/2020;Pregao Presencial;201208;13467833;2020;2,02268E+13;22740000;Perdedora
Doc. 12629/20;00020/2020;Pregao Presencial;201208;4108650;2020;2,22912E+13;12220000;Vencedora
Doc. 12629/20;00020/2020;Pregao Presencial;201208;13467833;2020;7,01043E+13;32540000;Vencedora
Doc. 12633/20;00016/2020;Pregao Presencial;201137;4108650;2020;8,67475E+12;24934930;Vencedora
Doc. 12633/20;00016/2020;Pregao Presencial;201137;4108650;2020;9,21022E+12;28404888;Vencedora
Doc. 12634/21;00009/2021;Pregao Presencial;201121;17025167;2021;1,26739E+13;4990000;Vencedora
Doc. 12638/20;00006/2020;Pregao Presencial;201186;1640000;2020;1,98693E+11;44139000;Vencedora
Doc. 12642/19;00001/2019;Tomada de Precos;101163;715000;2019;1,05964E+13;3900000;Vencedora
Doc. 12642/20;00013/2020;Pregao Presencial;201157;5829490;2020;1,68681E+12;39009250;Vencedora
Doc. 12642/20;00013/2020;Pregao Presencial;201157;15146300;2020;1,11145E+13;12220000;Vencedora
Doc. 12642/20;00013/2020;Pregao Presencial;201157;5829490;2020;1,9628E+13;2280000;Vencedora
Doc. 12642/20;00013/2020;Pregao Presencial;201157;5829490;2020;2,02459E+13;3440000;Vencedora
Doc. 12644/19;20615/2019;Pregao Presencial;201050;696000;2019;4,86666E+12;28166000;Vencedora
Doc. 12644/19;20615/2019;Pregao Presencial;201050;9000000;2019;9,35843E+12;48982800;Vencedora
Doc. 12644/19;20615/2019;Pregao Presencial;201050;3500000;2019;1,76404E+13;48982800;Vencedora
Doc. 12648/19;00016/2019;Pregao Presencial;201082;6600000;2019;7,19009E+12;8662770;Vencedora
Doc. 12648/19;00016/2019;Pregao Presencial;201082;1700000;2019;1,29234E+13;13373770;Vencedora
Doc. 12648/19;00016/2019;Pregao Presencial;201082;5400000;2019;1,89674E+13;2847500;Vencedora
Doc. 12655/20;00013/2020;Pregao Presencial;201042;10070000;2020;9,32375E+12;43615800;Vencedora
Doc. 12656/20;00012/2020;Pregao Presencial;201042;700000;2020;5,81668E+12;7780700;Vencedora
Doc. 12656/20;00012/2020;Pregao Presencial;201042;7316820;2020;1,44026E+13;1030200;Vencedora
Doc. 12656/20;00012/2020;Pregao Presencial;201042;3600000;2020;1,82962E+13;1021500;Vencedora
Doc. 12656/20;00012/2020;Pregao Presencial;201042;700000;2020;3,30397E+13;549000;Vencedora
Doc. 12657/20;00014/2020;Pregao Presencial;201042;3000000;2020;6,10196E+12;48145659;Vencedora
Doc. 12666/20;00015/2020;Dispensa (Art. 24 - Lei 8.666/93);201127;3796700;2020;2,27497E+13;5000000;Vencedora
Doc. 12672/20;00001/2020;Pregao Eletronico;201103;9534796;2020;1,08934E+13;24968700;Perdedora
Doc. 12672/20;00001/2020;Pregao Eletronico;201103;9534796;2020;1,56529E+13;24900000;Perdedora
Doc. 12672/20;00001/2020;Pregao Eletronico;201103;9534796;2020;1,821E+13;24968700;Perdedora
Doc. 12672/20;00001/2020;Pregao Eletronico;201103;9534796;2020;2,25535E+13;23140000;Vencedora
Doc. 12672/20;00001/2020;Pregao Eletronico;201103;9534796;2020;2,87398E+13;24968700;Perdedora
Doc. 12672/20;00001/2020;Pregao Eletronico;201103;9534796;2020;3,05247E+13;24968700;Perdedora
Doc. 12674/20;00003/2020;Pregao Eletronico;201103;9534796;2020;3,47856E+12;40265800;Perdedora
Doc. 12674/20;00003/2020;Pregao Eletronico;201103;9534796;2020;4,86666E+12;40200000;Vencedora
Doc. 12676/20;00004/2020;Pregao Eletronico;201103;9534796;2020;2,32303E+12;26000000;Perdedora
Doc. 12676/20;00004/2020;Pregao Eletronico;201103;9534796;2020;3,47856E+12;28100000;Perdedora
Doc. 12676/20;00004/2020;Pregao Eletronico;201103;25196311;2020;4,86666E+12;28100000;Perdedora
Doc. 12676/20;00004/2020;Pregao Eletronico;201103;4275000;2020;5,16325E+12;28100000;Perdedora
Doc. 12676/20;00004/2020;Pregao Eletronico;201103;2472000;2020;1,07197E+13;28100000;Perdedora
Doc. 12676/20;00004/2020;Pregao Eletronico;201103;187800;2020;2,17448E+13;28100000;Vencedora
Doc. 12676/20;00004/2020;Pregao Eletronico;201103;2472000;2020;3,17247E+13;28100000;Perdedora
Doc. 12678/20;00005/2020;Pregao Eletronico;201103;6896555;2020;2,32303E+12;30000000;Perdedora
Doc. 12678/20;00005/2020;Pregao Eletronico;201103;33685962;2020;4,86666E+12;30640000;Perdedora
Doc. 12678/20;00005/2020;Pregao Eletronico;201103;22196141;2020;1,31745E+13;92500000;Perdedora
Doc. 12678/20;00005/2020;Pregao Eletronico;201103;2817200;2020;1,91385E+13;3000000;Perdedora
Doc. 12678/20;00005/2020;Pregao Eletronico;201103;6896555;2020;2,15488E+13;3500000;Perdedora
Doc. 12678/20;00005/2020;Pregao Eletronico;201103;67589069;2020;2,72259E+13;2000000;Vencedora
Doc. 12678/20;00005/2020;Pregao Eletronico;201103;3600000;2020;3,17247E+13;30640000;Vencedora
Doc. 12683/20;00037/2020;Inexigibilidade;201141;900000;2020;2,70024E+13;1200000;Vencedora
Doc. 12685/19;00005/2019;Pregao Presencial;201129;5734800;2019;1,08317E+13;28578740;Vencedora
Doc. 12685/19;00005/2019;Pregao Presencial;201129;17006850;2019;2,19352E+13;33656554;Vencedora
Doc. 12685/20;00001/2020;Tomada de Precos;201220;8445600;2020;2,39169E+13;34572055;Perdedora
Doc. 12685/20;00001/2020;Tomada de Precos;201220;8445600;2020;2,94827E+13;33306306;Vencedora
Doc. 12695/20;00011/2020;Pregao Presencial;201142;1420000;2020;5,6911E+12;4100000;Vencedora
Doc. 12696/20;00003/2020;Pregao Presencial;201220;1420000;2020;3,12063E+12;23679360;Vencedora
Doc. 12698/20;00004/2020;Pregao Presencial;201220;6119000;2020;1,13385E+13;14725865;Vencedora
Doc. 12700/20;00005/2020;Pregao Presencial;201220;10020000;2020;1,13385E+13;11773473;Vencedora
Doc. 12703/19;00006/2019;Pregao Presencial;201129;44565600;2019;1,76031E+13;13632768;Vencedora
Doc. 12703/19;00006/2019;Pregao Presencial;201129;1195200;2019;3,24555E+13;14354430;Perdedora
Doc. 12708/19;00002/2019;Convite;101091;53960000;2019;1,46453E+13;2793000;Vencedora
Doc. 12711/20;00006/2020;Pregao Presencial;201220;834300;2020;2,06277E+13;8880000;Vencedora
Doc. 12712/20;00002/2020;Chamada Publica;602171;18000000;2020;4,12067E+13;16926000;Vencedora
Doc. 12721/19;00008/2019;Pregao Presencial;201006;53960000;2019;2,0387E+13;599000;Perdedora
Doc. 12721/19;00008/2019;Pregao Presencial;201006;53960000;2019;3,02473E+13;500000;Vencedora
Doc. 12723/19;00009/2019;Pregao Presencial;201006;53960000;2019;1,26738E+13;11500000;Vencedora
Doc. 12723/19;00009/2019;Pregao Presencial;201006;53960000;2019;2,16363E+13;12500000;Perdedora
Doc. 12723/19;00009/2019;Pregao Presencial;201006;53960000;2019;2,71234E+13;12500000;Perdedora
Doc. 12723/19;00009/2019;Pregao Presencial;201006;53960000;2019;4,09454E+13;11600000;Perdedora
Doc. 12725/19;00010/2019;Pregao Presencial;201006;53960000;2019;5,75775E+12;8085860;Vencedora
Doc. 12727/20;00001/2020;Tomada de Precos;603200;49475616;2020;2,46586E+13;9999737;Vencedora
Doc. 12729/19;00023/2019;Pregao Presencial;201082;53960000;2019;7,17478E+12;8125000;Vencedora
Doc. 12731/19;00011/2019;Pregao Presencial;201006;53960000;2019;2,97736E+12;23568850;Vencedora
Doc. 12731/19;00011/2019;Pregao Presencial;201006;53960000;2019;2,02268E+13;46687400;Perdedora
Doc. 12731/19;00011/2019;Pregao Presencial;201006;53960000;2019;7,01043E+13;3519000;Vencedora
Doc. 12731/20;00009/2020;Pregao Presencial;201190;11154907;2020;2,44549E+12;11917090;Vencedora
Doc. 12744/19;00010/2018;Pregao Eletronico;301095;53960000;2019;1,49844E+13;13860000;Perdedora
Doc. 12744/19;00010/2018;Pregao Eletronico;301095;115711930;2019;1,78927E+13;9991475;Vencedora
Doc. 12744/19;00010/2018;Pregao Eletronico;301095;115711930;2019;2,22266E+13;2099950;Vencedora
Doc. 12744/19;00010/2018;Pregao Eletronico;301095;53960000;2019;2,22762E+13;700000;Perdedora
Doc. 12744/19;00010/2018;Pregao Eletronico;301095;53960000;2019;2,46799E+13;13150000;Perdedora
Doc. 12744/19;00010/2018;Pregao Eletronico;301095;53960000;2019;2,75184E+13;110000000;Perdedora
Doc. 12744/19;00010/2018;Pregao Eletronico;301095;115711930;2019;2,8997E+13;112171741;Perdedora
Doc. 12744/19;00010/2018;Pregao Eletronico;301095;115711930;2019;2,9843E+13;238600;Vencedora
Doc. 12745/19;00001/2019;Convite;101091;115711930;2019;1,9539E+13;6545000;Perdedora
Doc. 12745/19;00001/2019;Convite;101091;115711930;2019;2,92293E+13;5962000;Vencedora
Doc. 12746/20;00001/2020;Pregao Presencial;603200;4800000;2020;1,96075E+13;6000000;Vencedora
Doc. 12754/20;00008/2020;Tomada de Precos;201002;1352142649;2020;8,16029E+12;9987010;Vencedora
Doc. 12756/19;01022/2019;Pregao Presencial;201135;115711930;2019;4,82642E+12;8422000;Perdedora
Doc. 12756/19;01022/2019;Pregao Presencial;201135;7027940;2019;7,04616E+12;34084000;Vencedora
Doc. 12756/19;01022/2019;Pregao Presencial;201135;115711930;2019;7,19009E+12;27310400;Perdedora
Doc. 12756/19;01022/2019;Pregao Presencial;201135;7027940;2019;1,53481E+13;27340000;Vencedora
Doc. 12756/19;01022/2019;Pregao Presencial;201135;3600000;2019;2,01817E+13;21993548;Vencedora
Doc. 12756/19;01022/2019;Pregao Presencial;201135;115711930;2019;2,11879E+13;36900000;Perdedora
Doc. 12756/19;01022/2019;Pregao Presencial;201135;115711930;2019;2,27635E+13;24607000;Perdedora
Doc. 12756/19;01022/2019;Pregao Presencial;201135;13350000;2019;2,75456E+13;23600000;Vencedora
Doc. 12756/19;01022/2019;Pregao Presencial;201135;5460000;2019;2,8997E+13;27184800;Vencedora
Doc. 12756/19;01022/2019;Pregao Presencial;201135;115711930;2019;3,20864E+13;24440000;Perdedora
Doc. 12760/20;00009/2020;Tomada de Precos;201002;6236200;2020;8,16029E+12;3585590;Vencedora
Doc. 12766/20;00002/2020;Pregao Presencial;603200;35735300;2020;3,09257E+12;2070000;Vencedora
Doc. 12773/20;00009/2020;Pregao Presencial;201061;1182130;2020;4,65472E+12;8018000;Vencedora
Doc. 12773/20;00009/2020;Pregao Presencial;201061;42005621;2020;1,06559E+13;13148220;Vencedora
Doc. 12773/20;00009/2020;Pregao Presencial;201061;35735300;2020;1,66939E+13;3777060;Vencedora
Doc. 12773/20;00009/2020;Pregao Presencial;201061;26160000;2020;2,11879E+13;6110235;Vencedora
Doc. 12773/20;00009/2020;Pregao Presencial;201061;1182130;2020;3,07124E+13;9129500;Vencedora
Doc. 12773/20;00009/2020;Pregao Presencial;201061;1490000;2020;3,39321E+13;7801950;Vencedora
Doc. 12777/20;00025/2020;Pregao Presencial;201040;90000;2020;1,70205E+13;27183000;Vencedora
