protocolo;numero_licitacao;modalidade;cd_ugestora;valor_licitado;ano_homologacao;cnpj_proponente;valor_proposta;situacao_proposta
Doc. 00234/20;00003/2020;Pregao Presencial;201195;7241942;2020;8,16029E+12;2041000;Vencedora
Doc. 00234/20;00003/2020;Pregao Presencial;201195;800000;2020;8,67475E+12;438500;Vencedora
Doc. 00234/20;00003/2020;Pregao Presencial;201195;3220000;2020;9,25163E+12;297000;Vencedora
Doc. 00234/20;00003/2020;Pregao Presencial;201195;3220000;2020;9,47802E+12;1193100;Vencedora
Doc. 00234/20;00003/2020;Pregao Presencial;201195;7241942;2020;1,0719E+13;3439900;Vencedora
Doc. 00234/20;00003/2020;Pregao Presencial;201195;500000;2020;1,52186E+13;7651160;Vencedora
Doc. 00234/20;00003/2020;Pregao Presencial;201195;3220000;2020;2,61569E+13;325000;Vencedora
Doc. 00234/20;00003/2020;Pregao Presencial;201195;800000;2020;3,31607E+13;2469960;Vencedora
Doc. 00234/20;00003/2020;Pregao Presencial;201195;16599000;2020;6,34789E+13;388350;Vencedora
Doc. 00236/20;00002/2020;Pregao Presencial;201042;139600494;2020;4,61256E+12;25000000;Vencedora
Doc. 00243/19;00001/2019;Tomada de Precos;201138;117536348;2019;2,23718E+13;4800000;Vencedora
Doc. 00245/19;00001/2019;Tomada de Precos;201166;58253000;2019;1,65875E+12;28591549;Vencedora
Doc. 00246/19;00021/2018;Pregao Presencial;601044;58253000;2019;1,3259E+13;7701200;Vencedora
Doc. 00249/19;00002/2019;Pregao Presencial;201138;58253000;2019;4,1202E+11;16072440;Vencedora
Doc. 00255/19;00001/2019;Pregao Presencial;601013;200000;2019;4,65074E+12;12000000;Vencedora
Doc. 00255/19;00001/2019;Pregao Presencial;601013;6200000;2019;6,18105E+12;11820000;Perdedora
Doc. 00261/19;00002/2019;Pregao Presencial;201016;2500000;2019;1,14638E+13;7697800;Vencedora
Doc. 00261/19;00002/2019;Pregao Presencial;201016;153135060;2019;2,18937E+13;5000000;Vencedora
Doc. 00261/19;00002/2019;Pregao Presencial;201016;6166800;2019;2,71679E+13;2500000;Vencedora
Doc. 00261/19;00002/2019;Pregao Presencial;201016;153135060;2019;2,76309E+13;2700000;Vencedora
Doc. 00261/19;00002/2019;Pregao Presencial;201016;586000;2019;2,76534E+13;5656800;Vencedora
Doc. 00261/19;00002/2019;Pregao Presencial;201016;92153076;2019;2,77322E+13;2750000;Vencedora
Doc. 00261/19;00002/2019;Pregao Presencial;201016;46688000;2019;2,77412E+13;3690500;Vencedora
Doc. 00261/19;00002/2019;Pregao Presencial;201016;900000;2019;2,77497E+13;2500000;Vencedora
Doc. 00261/19;00002/2019;Pregao Presencial;201016;92153076;2019;3,25929E+13;2750000;Vencedora
Doc. 00265/19;00002/2019;Pregao Presencial;201201;6565654;2019;5,45361E+12;20330000;Vencedora
Doc. 00268/19;00003/2019;Pregao Presencial;201201;1500000;2019;1,77925E+13;18000000;Vencedora
Doc. 00300/20;00001/2020;Pregao Presencial;201061;42781800;2020;2,70738E+13;17944855;Vencedora
Doc. 00300/20;00001/2020;Pregao Presencial;201061;720000;2020;2,83025E+13;25713568;Vencedora
Doc. 00301/20;00001/2020;Pregao Presencial;602168;43659500;2020;1,33074E+13;25600000;Vencedora
Doc. 00307/20;00001/2020;Pregao Presencial;201168;3948600;2020;1,33074E+13;55600000;Vencedora
Doc. 00310/19;00001/2019;Pregao Presencial;201082;2009700;2019;8,79203E+12;58995640;Vencedora
Doc. 00310/19;00001/2019;Pregao Presencial;201082;60433608;2019;2,50082E+13;72749990;Perdedora
Doc. 00310/19;00001/2019;Pregao Presencial;201082;1923900;2019;3,0221E+13;74389450;Perdedora
Doc. 00322/19;00001/2019;Pregao Presencial;201075;12200000;2019;1,29088E+13;1810500;Vencedora
Doc. 00322/19;00001/2019;Pregao Presencial;201075;3157100;2019;1,34262E+13;215000;Vencedora
Doc. 00322/19;00001/2019;Pregao Presencial;201075;3157100;2019;1,51605E+13;93600;Vencedora
Doc. 00322/19;00001/2019;Pregao Presencial;201075;3157100;2019;2,22654E+13;2019900;Vencedora
Doc. 00322/19;00001/2019;Pregao Presencial;201075;3157100;2019;2,25264E+13;3244800;Vencedora
Doc. 00325/19;00002/2019;Pregao Presencial;201075;10800000;2019;1,55145E+13;4192000;Perdedora
Doc. 00325/19;00002/2019;Pregao Presencial;201075;13990000;2019;2,64356E+13;1440000;Vencedora
Doc. 00332/20;00004/2019;Tomada de Precos;201143;3948600;2020;8,43865E+12;19934585;Vencedora
Doc. 00338/20;00005/2019;Tomada de Precos;201143;6895300;2020;8,43865E+12;27628836;Vencedora
Doc. 00344/19;00001/2019;Pregao Presencial;201089;61260000;2019;4,09797E+13;4095000;Vencedora
Doc. 00345/19;00002/2019;Pregao Presencial;201089;61260000;2019;7,33462E+12;2650000;Vencedora
Doc. 00346/19;00003/2019;Pregao Presencial;201089;103395610;2019;4,65472E+12;1702700;Perdedora
Doc. 00346/19;00003/2019;Pregao Presencial;201089;103395610;2019;1,92425E+13;1678600;Perdedora
Doc. 00346/19;00003/2019;Pregao Presencial;201089;103395610;2019;1,98355E+13;70000;Vencedora
Doc. 00346/19;00003/2019;Pregao Presencial;201089;103395610;2019;2,11879E+13;1281800;Perdedora
Doc. 00346/19;00003/2019;Pregao Presencial;201089;1500000;2019;2,22654E+13;1554700;Perdedora
Doc. 00346/19;00003/2019;Pregao Presencial;201089;1300000;2019;2,25264E+13;672600;Vencedora
Doc. 00351/19;00004/2019;Pregao Presencial;201101;4800000;2019;1,9035E+12;19000000;Vencedora
Doc. 00353/19;00016/2018;Pregao Presencial;201160;28591549;2019;9,04446E+12;56759300;Vencedora
Doc. 00354/19;00001/2019;Pregao Presencial;201179;7701200;2019;5,56029E+12;1800000;Vencedora
Doc. 00358/19;00005/2019;Pregao Presencial;201179;3000000;2019;1,72513E+13;2200000;Vencedora
Doc. 00364/19;00002/2019;Pregao Presencial;201032;42123410;2019;9,55508E+12;7032970;Vencedora
Doc. 00364/19;00002/2019;Pregao Presencial;201032;42123410;2019;1,71581E+13;9939868;Vencedora
Doc. 00364/19;00002/2019;Pregao Presencial;201032;42123410;2019;1,72278E+13;28722552;Vencedora
Doc. 00365/19;00003/2019;Pregao Presencial;201032;42123410;2019;9,55508E+12;7319910;Vencedora
Doc. 00365/19;00003/2019;Pregao Presencial;201032;42123410;2019;1,71581E+13;9101484;Vencedora
Doc. 00367/19;00014/2018;Pregao Presencial;201143;42123410;2019;1,29685E+13;57467000;Perdedora
Doc. 00367/19;00014/2018;Pregao Presencial;201143;42123410;2019;2,91598E+13;39025000;Vencedora
Doc. 00368/19;00018/2018;Pregao Presencial;601143;750000;2019;1,29685E+13;23054000;Perdedora
Doc. 00368/19;00018/2018;Pregao Presencial;601143;20330000;2019;2,91598E+13;22055000;Vencedora
Doc. 00373/19;00001/2019;Pregao Presencial;201098;1280000;2019;6,07469E+13;8001000;Vencedora
Doc. 00374/19;00002/2019;Pregao Presencial;201098;18000000;2019;7,00975E+13;13992000;Vencedora
Doc. 00376/19;00001/2019;Pregao Presencial;201030;1048440;2019;3,81704E+12;30923740;Vencedora
Doc. 00376/19;00001/2019;Pregao Presencial;201030;1000000;2019;1,08317E+13;43357150;Vencedora
Doc. 00376/19;00001/2019;Pregao Presencial;201030;1048440;2019;2,02268E+13;44588350;Vencedora
Doc. 00376/19;00001/2019;Pregao Presencial;201030;2522922;2019;2,61569E+13;14334160;Vencedora
Doc. 00376/19;00001/2019;Pregao Presencial;201030;3000000;2019;4,07872E+13;24361800;Vencedora
Doc. 00376/19;00001/2019;Pregao Presencial;201030;1350000;2019;6,34789E+13;23709040;Perdedora
Doc. 00377/19;00002/2019;Pregao Presencial;201030;1560000;2019;9,58548E+11;10000000;Vencedora
Doc. 00377/19;00002/2019;Pregao Presencial;201030;1048440;2019;1,08317E+13;10000000;Vencedora
Doc. 00384/20;00012/2019;Tomada de Precos;201099;6895300;2020;1,5003E+13;9151698;Vencedora
Doc. 00388/20;00014/2019;Tomada de Precos;201099;6895300;2020;1,78098E+13;34088829;Vencedora
Doc. 00391/20;00013/2019;Tomada de Precos;201099;7163691;2020;1,78098E+13;37142360;Vencedora
Doc. 00400/20;00002/2020;Pregao Presencial;201032;7163691;2020;9,55508E+12;8588085;Vencedora
Doc. 00400/20;00002/2020;Pregao Presencial;201032;7163691;2020;1,32753E+13;19990236;Vencedora
Doc. 00400/20;00002/2020;Pregao Presencial;201032;7163691;2020;1,71581E+13;8036583;Vencedora
Doc. 00400/20;00002/2020;Pregao Presencial;201032;7163691;2020;1,72278E+13;21500870;Vencedora
Doc. 00401/20;00003/2020;Pregao Presencial;201032;44896000;2020;9,55508E+12;6429625;Vencedora
Doc. 00401/20;00003/2020;Pregao Presencial;201032;44896000;2020;1,32753E+13;6348970;Vencedora
Doc. 00401/20;00003/2020;Pregao Presencial;201032;4400000;2020;1,71581E+13;8131155;Vencedora
Doc. 00412/20;00002/2020;Pregao Presencial;201056;3299679;2020;4,61256E+12;25000000;Vencedora
Doc. 00428/20;00002/2020;Pregao Presencial;201201;13461291;2020;2,36642E+12;22493000;Vencedora
Doc. 00456/20;00005/2020;Pregao Presencial;201150;13353278;2020;1,18957E+13;10571500;Vencedora
Doc. 00456/20;00005/2020;Pregao Presencial;201150;13353278;2020;1,30949E+13;11887500;Vencedora
Doc. 00457/20;00023/2019;Pregao Presencial;201149;13353278;2020;1,37197E+13;21408000;Vencedora
Doc. 00457/20;00023/2019;Pregao Presencial;201149;13353278;2020;1,75734E+13;9524400;Vencedora
Doc. 00457/20;00023/2019;Pregao Presencial;201149;13353278;2020;2,45676E+13;8280000;Vencedora
Doc. 00474/20;00001/2020;Pregao Presencial;602026;13353278;2020;1,26361E+13;10625000;Perdedora
Doc. 00474/20;00001/2020;Pregao Presencial;602026;13353278;2020;1,40444E+13;6540000;Perdedora
Doc. 00474/20;00001/2020;Pregao Presencial;602026;13353278;2020;2,88842E+13;16324300;Vencedora
Doc. 00475/20;00001/2020;Pregao Presencial;601026;13353278;2020;1,26361E+13;10625000;Perdedora
Doc. 00475/20;00001/2020;Pregao Presencial;601026;13353278;2020;1,40444E+13;6540000;Perdedora
Doc. 00475/20;00001/2020;Pregao Presencial;601026;13353278;2020;2,88842E+13;16324300;Vencedora
Doc. 00476/20;00001/2020;Pregao Presencial;201026;13353278;2020;1,26361E+13;10625000;Perdedora
Doc. 00476/20;00001/2020;Pregao Presencial;201026;13353278;2020;1,40444E+13;6540000;Perdedora
Doc. 00476/20;00001/2020;Pregao Presencial;201026;13353278;2020;2,88842E+13;16324300;Vencedora
Doc. 00505/19;00002/2019;Pregao Presencial;201082;1560000;2019;3,09257E+12;27100000;Vencedora
Doc. 00513/20;00001/2020;Pregao Presencial;201060;13353278;2020;2,27329E+13;9120000;Vencedora
Doc. 00534/19;00099/2018;Pregao Presencial;201211;1270345294;2019;8,74214E+12;11200000;Perdedora
Doc. 00534/19;00099/2018;Pregao Presencial;201211;1270345294;2019;2,26468E+13;11200000;Perdedora
Doc. 00534/19;00099/2018;Pregao Presencial;201211;1560000;2019;2,46371E+13;8000000;Perdedora
Doc. 00534/19;00099/2018;Pregao Presencial;201211;1270345294;2019;3,06446E+13;11760000;Vencedora
Doc. 00535/20;00001/2020;Tomada de Precos;201013;13353278;2020;2,98421E+13;27672576;Vencedora
Doc. 00537/19;10001/2019;Pregao Presencial;601097;1270345294;2019;1,47712E+13;17665824;Vencedora
Doc. 00540/19;10002/2019;Pregao Presencial;601097;1270345294;2019;2,34471E+13;22500000;Perdedora
Doc. 00540/19;10002/2019;Pregao Presencial;601097;1270345294;2019;7,00975E+13;22000000;Vencedora
Doc. 00542/19;00001/2019;Pregao Presencial;201097;1270345294;2019;7,86524E+12;59157000;Vencedora
Doc. 00556/19;00001/2019;Pregao Presencial;601112;1270345294;2019;3,13186E+13;9000000;Vencedora
Doc. 00558/20;00001/2020;Tomada de Precos;201197;13353278;2020;9,13304E+12;7993254;Vencedora
Doc. 00583/20;00001/2020;Pregao Presencial;201197;16305200;2020;8,59661E+12;31604000;Vencedora
Doc. 00583/20;00001/2020;Pregao Presencial;201197;16305200;2020;1,17539E+13;15605000;Vencedora
Doc. 00583/20;00001/2020;Pregao Presencial;201197;16305200;2020;1,95942E+13;51588000;Perdedora
Doc. 00593/20;00004/2020;Pregao Presencial;201192;14232000;2020;2,86767E+13;7630000;Vencedora
Doc. 00598/20;00002/2020;Pregao Presencial;201132;22800000;2020;1,04322E+13;3080000;Vencedora
Doc. 00598/20;00002/2020;Pregao Presencial;201132;22800000;2020;3,10872E+13;5010000;Vencedora
Doc. 00610/20;00001/2020;Pregao Presencial;601132;3000000;2020;1,04322E+13;519880;Vencedora
Doc. 00610/20;00001/2020;Pregao Presencial;601132;23280000;2020;3,10872E+13;2317973;Vencedora
Doc. 00612/19;00020/2018;Pregao Presencial;601044;1270345294;2019;1,72673E+13;16920000;Vencedora
Doc. 00614/20;00001/2020;Pregao Presencial;201082;22800000;2020;2,2144E+13;5352000;Vencedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;7383800;2019;5,01536E+12;17009120;Vencedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;1440000;2019;5,61394E+12;46992950;Vencedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;6015800;2019;1,18201E+13;21526000;Vencedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;58995640;2019;1,43792E+13;23583000;Perdedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;6015800;2019;1,64176E+13;40464420;Vencedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;58995640;2019;1,94649E+13;46850050;Perdedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;7383800;2019;1,95942E+13;8767500;Perdedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;4505000;2019;1,98948E+13;18607900;Perdedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;7383800;2019;2,11879E+13;30313670;Perdedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;58995640;2019;2,40597E+13;23133840;Perdedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;4505000;2019;2,4115E+13;38798400;Perdedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;4505000;2019;2,41276E+13;49086500;Perdedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;1440000;2019;2,44839E+13;39406610;Vencedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;7383800;2019;2,95528E+13;45369150;Perdedora
Doc. 00618/19;00001/2019;Pregao Presencial;201014;7383800;2019;3,05976E+13;43655000;Vencedora
Doc. 00619/19;00001/2019;Pregao Presencial;201072;6015800;2019;5,79799E+12;20906700;Vencedora
Doc. 00623/19;00002/2019;Pregao Presencial;201014;1000000;2019;5,01536E+12;10150810;Vencedora
Doc. 00623/19;00002/2019;Pregao Presencial;201014;800000;2019;5,45703E+12;17453193;Vencedora
Doc. 00623/19;00002/2019;Pregao Presencial;201014;800000;2019;2,22654E+13;10110400;Vencedora
Doc. 00623/19;00002/2019;Pregao Presencial;201014;4095000;2019;2,25264E+13;24100760;Vencedora
Doc. 00625/19;00003/2019;Pregao Presencial;601014;742600;2019;1,68681E+12;13082376;Perdedora
Doc. 00625/19;00003/2019;Pregao Presencial;601014;742600;2019;4,94949E+12;29357530;Perdedora
Doc. 00625/19;00003/2019;Pregao Presencial;601014;18050000;2019;5,01536E+12;13226842;Vencedora
Doc. 00625/19;00003/2019;Pregao Presencial;601014;742600;2019;7,32407E+12;8973614;Vencedora
Doc. 00625/19;00003/2019;Pregao Presencial;601014;742600;2019;1,64176E+13;11802494;Vencedora
Doc. 00625/19;00003/2019;Pregao Presencial;601014;742600;2019;2,44839E+13;10846463;Perdedora
Doc. 00625/19;00003/2019;Pregao Presencial;601014;2650000;2019;2,68724E+13;10282422;Perdedora
Doc. 00625/19;00003/2019;Pregao Presencial;601014;742600;2019;2,93986E+13;10159491;Vencedora
Doc. 00636/19;00006/2019;Pregao Presencial;201014;56759300;2019;1,08722E+13;9000000;Perdedora
Doc. 00638/20;04001/2020;Pregao Eletronico;201095;14232000;2020;33757000181;14994000;Vencedora
Doc. 00639/19;00007/2019;Pregao Presencial;201014;2200000;2019;1,88628E+13;14250000;Perdedora
Doc. 00639/19;00007/2019;Pregao Presencial;201014;1900000;2019;2,52427E+13;10800000;Perdedora
Doc. 00639/19;00007/2019;Pregao Presencial;201014;1440000;2019;3,22353E+13;13700000;Vencedora
Doc. 00643/19;00008/2019;Pregao Presencial;601014;3465000;2019;5,32914E+12;12600000;Vencedora
Doc. 00643/19;00008/2019;Pregao Presencial;601014;2420000;2019;1,67378E+13;12400000;Perdedora
Doc. 00645/19;00009/2019;Pregao Presencial;201014;45695390;2019;7,86524E+12;28121000;Vencedora
Doc. 00645/19;00009/2019;Pregao Presencial;201014;45695390;2019;1,3259E+13;29618000;Vencedora
Doc. 00645/19;00009/2019;Pregao Presencial;201014;45695390;2019;1,34406E+13;32372200;Vencedora
Doc. 00645/19;00009/2019;Pregao Presencial;201014;16421394;2019;3,5422E+13;30914240;Vencedora
Doc. 00653/20;00003/2020;Pregao Presencial;201132;16000000;2020;1,86584E+13;1998050;Vencedora
Doc. 00682/19;00005/2019;Pregao Presencial;201101;39025000;2019;7,58074E+12;58102000;Vencedora
Doc. 00689/19;00001/2019;Pregao Presencial;201053;22055000;2019;2,50082E+13;34016676;Perdedora
Doc. 00689/19;00001/2019;Pregao Presencial;201053;22055000;2019;2,99728E+13;33845665;Vencedora
Doc. 00689/19;00001/2019;Pregao Presencial;201053;39025000;2019;3,0221E+13;34016676;Perdedora
Doc. 00690/19;00002/2019;Pregao Presencial;201053;35578900;2019;4,67912E+12;3230000;Vencedora
Doc. 00690/19;00002/2019;Pregao Presencial;201053;13992000;2019;4,94949E+12;4845000;Perdedora
Doc. 00690/19;00002/2019;Pregao Presencial;201053;35578900;2019;1,14274E+13;3781000;Perdedora
Doc. 00690/19;00002/2019;Pregao Presencial;201053;35578900;2019;1,7572E+13;4890600;Perdedora
Doc. 00690/19;00002/2019;Pregao Presencial;201053;35578900;2019;1,89955E+13;3610000;Perdedora
Doc. 00690/19;00002/2019;Pregao Presencial;201053;35578900;2019;1,99189E+13;3705000;Perdedora
Doc. 00690/19;00002/2019;Pregao Presencial;201053;8001000;2019;2,10628E+13;4311100;Perdedora
Doc. 00690/20;00001/2020;Pregao Presencial;201006;25500000;2020;4,91816E+12;1497400;Vencedora
Doc. 00690/20;00001/2020;Pregao Presencial;201006;25500000;2020;2,68892E+13;4668750;Vencedora
Doc. 00692/20;00002/2020;Pregao Presencial;201044;7305000;2020;3,1095E+13;11600000;Vencedora
Doc. 00704/20;00001/2020;Pregao Presencial;201044;7305000;2020;3,60506E+12;61740500;Vencedora
Doc. 00716/20;00002/2020;Pregao Presencial;201172;47069250;2020;4,61256E+12;25000000;Vencedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;2500000;2019;7,83311E+12;7042400;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;11760000;2019;8,82928E+12;962450;Vencedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;600000;2019;1,03593E+13;10024500;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;700000;2019;1,38642E+13;11289740;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;91665000;2019;1,77745E+13;15577000;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;11760000;2019;1,86584E+13;2350930;Vencedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;35578900;2019;1,98409E+13;17981700;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;10000000;2019;2,03859E+13;10672250;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;11760000;2019;2,31405E+13;1226000;Vencedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;700000;2019;2,40844E+13;15080350;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;91665000;2019;2,42949E+13;15124650;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;10000000;2019;2,50301E+13;2650000;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;91665000;2019;2,78345E+13;13467000;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;27100000;2019;2,925E+13;8738100;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;91665000;2019;2,99791E+13;11494000;Perdedora
Doc. 00719/19;00004/2019;Pregao Presencial;201067;11760000;2019;3,21948E+13;829680;Vencedora
Doc. 00721/20;00034/2019;Pregao Presencial;201028;47069250;2020;2,9885E+13;12573550;Vencedora
Doc. 00722/20;00001/2020;Tomada de Precos;201172;2000000;2020;1,08723E+13;45262230;Perdedora
Doc. 00722/20;00001/2020;Tomada de Precos;201172;63530000;2020;3,28432E+13;44795362;Vencedora
Doc. 00740/19;00004/2019;Pregao Presencial;601014;16280000;2019;1,2734E+13;9355100;Vencedora
Doc. 00740/19;00004/2019;Pregao Presencial;601014;17665824;2019;1,36269E+13;12697238;Vencedora
Doc. 00764/19;00001/2019;Pregao Presencial;201137;16280000;2019;8,13498E+12;10800000;Vencedora
Doc. 00766/19;00007/2019;Pregao Presencial;201067;55751000;2019;7,00971E+13;10818945;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;5339492;2020;2,36193E+11;51940320;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;3500000;2020;3,81704E+12;41300860;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;885000;2020;8,16029E+12;32933930;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;3600000;2020;8,67475E+12;26866400;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;5339492;2020;8,7782E+12;18054150;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;5339492;2020;1,08317E+13;41377240;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;10060000;2020;1,52186E+13;43541220;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;5339492;2020;2,02268E+13;38540360;Vencedora
Doc. 00781/20;00001/2020;Pregao Presencial;201030;1200000;2020;4,07872E+13;29834620;Perdedora
Doc. 00783/20;00003/2019;Tomada de Precos;201098;1426800;2020;2,70835E+13;16723458;Perdedora
Doc. 00783/20;00003/2019;Tomada de Precos;201098;11390000;2020;3,12469E+13;14606697;Vencedora
