licit;proponente;situacao
8126119;2,49E+13;1
8129919;1,52E+13;0
8129919;2,03E+13;0
8129919;2,30E+13;0
8129919;2,24E+13;0
8129919;3,14E+13;1
8132519;2,09E+13;1
8136019;2,29E+12;1
8136419;3,50E+13;0
8136419;2,09E+13;0
8136419;3,06E+13;1
2190019;1,81E+13;1
2193119;1,37E+13;0
2193119;9,18E+12;1
2196419;3,27E+13;0
2196419;2,36E+13;1
8201219;1,12E+13;1
8208419;2,51E+13;1
8210019;7,01E+13;0
8210019;6,15E+12;1
2199919;9,27E+12;1
8236919;2,78E+13;0
8236919;7,26E+12;1
2210619;1,37E+13;0
2210619;2,86E+12;1
2213919;4,88E+12;0
2213919;1,74E+13;1
8266519;3,36E+13;0
8266519;8,60E+12;1
2216919;2,07E+12;1
8280719;1,94E+13;1
2218619;1,57E+13;0
2218619;2,68E+13;0
2218619;4,93E+12;1
8289419;2,71E+13;1
8294119;9,58E+12;0
8294119;1,50E+13;0
8294119;1,07E+13;1
8296319;8,13E+12;1
8319319;8,44E+12;0
8319319;2,24E+13;0
8319319;2,87E+13;0
8319319;2,23E+13;1
8320119;6,95E+12;1
2235219;5,88E+12;0
2235219;2,25E+13;1
2239219;1,89E+13;1
8359419;1,52E+13;0
8359419;3,46E+13;0
8359419;2,98E+13;0
8359419;1,74E+13;0
8359419;1,78E+13;0
8359419;1,42E+13;0
8359419;5,88E+12;0
8359419;2,79E+13;0
8359419;2,36E+13;1
8379919;1,09E+13;0
8379919;2,79E+13;0
8379919;7,91E+12;0
8379919;5,82E+12;0
8379919;2,63E+12;1
8387419;1,57E+13;1
8387519;3,83E+12;0
8387519;3,34E+12;0
8387519;8,69E+12;1
8392419;2,86E+13;0
8392419;2,23E+13;0
8392419;3,32E+13;1
8396319;2,52E+13;1
2252319;2,87E+13;1
8408219;1,03E+13;1
8431219;1,76E+13;1
8433419;3,38E+13;1
2259319;1,74E+13;1
8440319;3,30E+13;0
8440319;5,16E+12;0
8440319;1,74E+13;0
8440319;2,36E+13;0
8440319;3,31E+13;1
8453819;8,69E+12;0
8453819;2,40E+13;0
8453819;5,88E+12;0
8453819;8,44E+12;1
2266519;2,98E+13;0
2266519;2,79E+13;0
2266519;7,36E+12;0
2266519;2,75E+13;0
2266519;3,27E+13;0
2266519;3,06E+13;1
8456919;1,06E+13;1
8461919;2,67E+13;1
8464819;1,78E+13;0
8464819;2,71E+13;1
8464919;2,71E+13;1
2273219;1,94E+13;1
8470119;3,07E+13;1
8473119;2,76E+13;1
8482419;1,86E+13;1
8485119;8,44E+12;0
8485119;1,23E+12;0
8485119;2,09E+13;0
8485119;1,89E+13;1
8486019;2,00E+13;0
8486019;9,34E+12;0
8486019;3,19E+13;0
8486019;2,68E+13;1
8491719;1,81E+13;1
8500219;1,36E+13;1
2286819;5,05E+12;0
2286819;4,45E+12;0
2286819;1,35E+13;1
2287119;1,23E+13;0
2287119;4,02E+12;1
8504519;2,51E+13;1
8505319;1,80E+13;1
8509519;1,94E+13;1
2291419;2,03E+13;0
2291419;1,95E+13;0
2291419;2,07E+12;0
2291419;2,02E+13;0
2291419;1,76E+13;0
2291419;2,89E+13;0
2291419;1,94E+13;0
2291419;2,86E+13;1
2293419;1,23E+12;0
2293419;4,27E+12;0
2293419;2,79E+13;0
2293419;2,98E+13;0
2293419;1,07E+13;0
2293419;2,70E+13;0
2293419;3,34E+13;0
2293419;2,99E+13;1
8521819;3,26E+13;1
8523719;1,50E+13;0
8523719;2,78E+13;1
2299019;4,45E+12;0
2299019;5,05E+12;0
2299019;1,35E+13;1
8529819;9,33E+12;1
2301619;2,29E+12;0
2301619;1,76E+13;0
2301619;3,02E+13;0
2301619;3,23E+12;1
8537619;1,76E+13;0
8537619;2,67E+13;0
8537619;2,30E+13;0
8537619;1,52E+13;0
8537619;3,03E+13;1
8537719;1,94E+13;1
8549219;9,51E+12;1
8549219;3,06E+13;1
8549519;4,97E+12;1
8549519;9,51E+12;1
8549519;3,06E+13;1
8552819;1,86E+13;1
8552919;1,86E+13;0
8552919;1,12E+13;1
8553319;2,80E+13;1
8557019;2,09E+13;0
8557019;1,21E+13;1
8557519;1,25E+13;0
8557519;1,95E+13;0
8557519;1,76E+13;1
2311119;5,16E+12;0
2311119;2,99E+13;0
2311119;2,75E+13;0
2311119;3,38E+13;0
2311119;3,27E+13;0
2311119;2,75E+12;1
13920;1,10E+13;1
14020;9,76E+11;1
16920;1,94E+13;0
16920;1,36E+13;0
16920;1,73E+13;0
16920;1,93E+13;0
16920;3,59E+12;0
16920;9,22E+12;1
18920;3,16E+13;1
20220;4,61E+12;1
20220;1,20E+13;1
21620;1,17E+13;1
21620;8,65E+12;1
33220;8,44E+12;1
33820;8,44E+12;1
36420;2,76E+13;1
38420;1,50E+13;1
58020;5,05E+12;0
58020;4,45E+12;0
58020;3,30E+13;0
58020;1,35E+13;0
58020;9,33E+12;1
38820;1,78E+13;1
39120;1,78E+13;1
42420;6,15E+12;0
42420;3,59E+12;0
42420;1,36E+13;0
42420;1,93E+13;0
42420;4,09E+13;1
53520;2,98E+13;1
55820;9,13E+12;1
72220;1,09E+13;0
72220;3,28E+13;1
78320;2,71E+13;0
78320;3,12E+13;1
67420;1,40E+13;0
67420;1,74E+13;0
67420;2,03E+13;0
67420;2,24E+13;0
67420;1,52E+13;0
67420;1,12E+13;0
67420;1,76E+13;0
67420;4,88E+12;0
67420;1,86E+13;1
67520;2,79E+13;0
67520;2,86E+12;1
67520;2,03E+13;1
90520;1,06E+13;1
90620;1,06E+13;1
90820;1,21E+13;1
91020;1,06E+13;1
68820;4,88E+12;0
68820;2,70E+13;0
68820;1,21E+13;0
68820;1,54E+13;0
68820;1,36E+13;0
68820;5,88E+12;0
68820;3,25E+13;0
68820;2,65E+13;0
68820;2,98E+13;0
68820;2,28E+13;0
68820;1,50E+13;0
68820;2,79E+13;0
68820;1,78E+13;0
68820;2,97E+13;0
68820;1,74E+13;0
68820;1,52E+13;0
68820;2,77E+13;0
68820;2,28E+13;0
68820;2,00E+13;1
103220;2,66E+13;0
103220;2,87E+13;0
103220;1,21E+13;0
103220;1,94E+13;0
103220;1,85E+13;1
105920;8,33E+11;1
108720;2,28E+13;1
110820;2,68E+13;1
72420;9,61E+12;0
72420;1,89E+13;1
75420;1,07E+13;1
134520;4,61E+12;1
139520;8,60E+12;1
4458720;2,11E+13;1
4468120;4,67E+12;1
4468220;1,07E+13;1
4471020;3,42E+13;1
4471520;1,74E+13;1
4471820;8,32E+12;0
4471820;1,21E+13;1
4475720;2,78E+13;1
1273420;5,82E+12;1
1273420;2,86E+13;1
4477520;7,16E+12;1
1274320;8,77E+12;0
1274320;9,05E+12;1
4480120;3,41E+13;0
4480120;3,03E+13;0
4480120;3,38E+13;0
4480120;2,91E+13;0
4480120;2,66E+13;0
4480120;2,47E+13;1
4481420;1,21E+13;0
4481420;2,56E+12;0
4481420;5,88E+12;0
4481420;1,74E+13;0
4481420;1,07E+13;1
1275420;7,54E+12;0
1275420;1,94E+13;0
1275420;5,88E+12;0
1275420;2,29E+13;0
1275420;9,33E+12;0
1275420;2,98E+13;0
1275420;1,76E+13;0
1275420;2,68E+13;0
1275420;1,38E+13;0
1275420;1,74E+13;0
1275420;2,46E+13;0
1275420;2,71E+13;0
1275420;1,06E+13;0
1275420;1,43E+13;1
4483220;1,43E+13;1
4486420;8,06E+12;1
4487520;2,96E+13;1
4487920;2,96E+13;1
4498620;1,76E+13;0
4498620;1,12E+13;1
4498820;1,35E+13;0
4498820;2,36E+13;1
4513920;3,44E+12;0
4513920;2,71E+13;1
4516720;2,97E+13;0
4516720;3,16E+13;0
4516720;2,98E+13;0
4516720;3,46E+13;0
4516720;7,75E+12;0
4516720;3,60E+13;1
4517120;1,12E+13;1
4519020;2,09E+13;1
4520720;3,56E+13;0
4520720;2,00E+13;1
4526520;3,38E+13;0
4526520;3,03E+13;0
4526520;3,37E+13;0
4526520;3,35E+13;0
4526520;2,66E+13;0
4526520;2,91E+13;0
4526520;2,47E+13;1
4529520;1,99E+13;1
4530620;1,94E+13;1
1284220;7,16E+12;1
4538320;2,71E+13;0
4538320;1,04E+13;1
4540920;2,92E+13;1
4541020;2,85E+13;1
4542520;1,52E+13;0
4542520;2,68E+13;0
4542520;3,03E+13;0
4542520;3,14E+13;0
4542520;2,75E+13;0
4542520;1,75E+13;1
4544020;1,57E+13;1
4548520;2,51E+12;0
4548520;2,00E+13;0
4548520;1,50E+13;0
4548520;1,47E+13;0
4548520;1,89E+13;1
4549920;1,42E+13;1
4550720;3,02E+13;0
4550720;2,71E+13;1
4555620;3,20E+12;0
4555620;8,58E+12;0
4555620;1,87E+13;1
4556020;2,75E+13;1
4556620;1,07E+13;0
4556620;5,88E+12;0
4556620;7,75E+12;1
4559420;5,88E+12;0
4559420;7,75E+12;1
4562420;2,43E+13;1
4563720;5,88E+12;1
4565520;1,71E+13;0
4565520;2,68E+13;0
4565520;2,46E+13;1
4567720;2,68E+13;0
4567720;8,40E+12;1
1290020;1,71E+13;1
4572220;1,94E+13;1
4579120;2,43E+13;0
4579120;1,21E+13;0
4579120;2,52E+13;1
4579920;4,89E+12;1
4585720;2,68E+13;0
4585720;5,74E+12;0
4585720;3,14E+13;0
4585720;3,73E+13;0
4585720;1,55E+13;0
4585720;2,50E+13;0
4585720;2,18E+13;0
4585720;2,25E+13;0
4585720;3,47E+13;0
4585720;7,61E+12;0
4585720;1,75E+13;0
4585720;4,33E+12;0
4585720;2,30E+13;1
4585920;3,14E+13;0
4585920;1,75E+13;0
4585920;1,55E+13;0
4585920;2,50E+13;0
4585920;5,74E+12;0
4585920;3,12E+13;0
4585920;2,68E+13;0
4585920;2,30E+13;0
4585920;7,61E+12;0
4585920;2,18E+13;0
4585920;3,73E+13;0
4585920;2,03E+13;0
4585920;4,33E+12;1
4592620;1,50E+13;0
4592620;1,36E+13;1
4594720;1,05E+13;0
4594720;1,21E+13;0
4594720;2,43E+13;0
4594720;8,32E+12;0
4594720;2,52E+13;1
4595220;7,16E+12;0
4595220;2,09E+13;0
4595220;2,11E+13;1
1300620;1,47E+13;1
4597420;4,75E+12;1
4614120;5,88E+12;0
4614120;1,21E+13;1
4618520;3,73E+13;1
4620020;3,11E+13;1
4628420;1,67E+13;1
1308320;5,05E+12;1
4630920;1,74E+13;1
4633520;2,39E+13;0
4633520;2,41E+13;1
1309820;1,56E+12;0
1309820;4,09E+13;1
4641120;3,35E+13;0
4641120;3,03E+13;0
4641120;1,54E+13;0
4641120;2,47E+13;0
4641120;2,66E+13;0
4641120;2,70E+13;1
4648920;1,25E+13;1
4649020;1,25E+13;1
4649420;1,76E+13;0
4649420;2,98E+13;0
4649420;2,95E+13;1
4650020;1,12E+13;0
4650020;1,09E+13;0
4650020;2,95E+13;0
4650020;2,09E+13;0
4650020;5,88E+12;0
4650020;1,76E+13;0
4650020;3,19E+13;1
4651620;1,76E+13;1
4651620;2,19E+13;1
4666220;2,16E+13;1
4668820;2,99E+13;1
4672420;2,77E+13;1
4678720;1,43E+13;1
4684320;1,89E+13;1
4687320;3,50E+13;0
4687320;3,14E+13;0
4687320;2,30E+13;0
4687320;2,25E+13;0
4687320;1,55E+13;0
4687320;2,81E+13;0
4687320;3,12E+13;0
4687320;3,73E+13;0
4687320;1,34E+13;0
4687320;2,18E+13;0
4687320;1,94E+13;1
4687520;2,95E+13;0
4687520;2,26E+13;0
4687520;2,51E+12;0
4687520;1,12E+13;0
4687520;1,74E+13;0
4687520;1,09E+13;0
4687520;2,02E+13;0
4687520;1,06E+13;0
4687520;1,99E+13;1
4687520;2,98E+13;1
4689620;1,76E+13;1
4692620;2,03E+13;1
1324920;2,36E+13;0
1324920;1,93E+13;0
1324920;3,35E+13;1
4701920;2,71E+13;1
4702320;3,25E+13;1
4705320;2,97E+13;0
4705320;3,16E+13;0
4705320;2,91E+13;0
4705320;8,32E+12;0
4705320;2,98E+13;0
4705320;2,46E+13;0
4705320;7,75E+12;0
4705320;1,21E+13;1
4707020;5,05E+12;1
4710520;3,73E+13;0
4710520;1,12E+13;0
4710520;1,12E+13;0
4710520;4,33E+12;1
4718020;1,08E+12;1
4719020;3,26E+12;0
4719020;1,07E+13;1
4723120;1,24E+13;1
4724320;8,32E+12;0
4724320;1,71E+13;0
4724320;3,37E+13;1
4730020;4,33E+12;0
4730020;1,75E+13;0
4730020;3,12E+13;0
4730020;1,12E+13;0
4730020;1,55E+13;0
4730020;2,68E+13;0
4730020;3,14E+13;0
4730020;2,50E+13;0
4730020;7,61E+12;0
4730020;1,09E+13;0
4730020;3,47E+13;0
4730020;5,74E+12;0
4730020;2,25E+13;0
4730020;2,30E+13;1
4730320;1,55E+13;0
4730320;1,09E+13;0
4730320;5,74E+12;0
4730320;2,68E+13;0
4730320;3,47E+13;0
4730320;3,12E+13;0
4730320;1,12E+13;0
4730320;3,14E+13;0
4730320;7,61E+12;0
4730320;2,25E+13;0
4730320;2,50E+13;0
4730320;2,30E+13;0
4730320;4,33E+12;1
1336720;5,47E+12;0
1336720;7,26E+12;1
4746920;2,36E+13;0
4746920;1,21E+13;1
4749020;9,08E+12;0
4749020;1,21E+13;0
4749020;2,00E+13;1
4749620;9,08E+12;0
4749620;1,21E+13;0
4749620;2,00E+13;1
4751520;1,94E+13;0
4751520;7,64E+12;1
4761820;3,27E+13;0
4761820;3,07E+13;1
4770420;1,21E+13;1
4770720;8,32E+12;1
4770920;1,56E+13;0
4770920;3,06E+13;0
4770920;2,00E+13;0
4770920;3,45E+13;1
4771520;2,09E+13;0
4771520;2,81E+13;1
4771920;1,89E+13;1
4781920;3,50E+13;1
4787220;3,26E+12;0
4787220;1,07E+13;1
4789520;2,86E+13;0
4789520;2,49E+13;1
4793920;2,47E+13;1
1360620;2,41E+13;1
4794820;2,02E+13;0
4794820;1,12E+13;0
4794820;2,19E+13;0
4794820;3,50E+13;1
1361320;1,52E+13;0
1361320;1,06E+13;0
1361320;2,29E+12;1
4796820;2,91E+13;1
4797420;8,06E+12;1
4803420;2,25E+13;1
4808520;3,56E+13;0
4808520;1,99E+11;1
4809120;8,44E+12;0
4809120;3,27E+13;1
4809820;4,67E+12;0
4809820;3,73E+13;1
4809920;1,87E+13;1
4810020;8,71E+12;1
4812420;3,16E+13;1
4816220;1,11E+13;1
4816820;1,76E+13;1
4821320;1,24E+13;1
4822720;1,76E+13;1
1368220;9,05E+12;0
1368220;3,59E+12;0
1368220;9,22E+12;0
1368220;6,23E+12;1
1368420;3,37E+13;1
4832720;5,45E+12;0
4832720;2,51E+13;0
4832720;1,74E+13;1
4842820;2,09E+13;0
4842820;1,09E+13;0
4842820;7,16E+12;1
4850520;3,27E+13;1
4853220;3,61E+13;1
4860320;3,56E+13;0
4860320;1,99E+11;1
4881720;2,19E+13;1
4890520;1,21E+13;1
4904520;3,39E+13;1
4910720;2,89E+13;1
4915520;3,73E+13;1
4916820;2,96E+13;1
4924020;2,85E+13;1
4924420;2,11E+13;1
4926520;8,32E+12;0
4926520;3,22E+13;1
1383120;3,12E+13;0
1383120;9,61E+12;1
4933620;7,59E+12;1
4936920;2,98E+13;0
4936920;8,65E+12;1
4955920;1,25E+13;1
1388120;1,29E+13;0
1388120;5,05E+12;0
1388120;2,52E+13;0
1388120;8,06E+12;1
1392720;2,03E+13;0
1392720;1,09E+13;0
1392720;2,18E+13;0
1392720;3,56E+13;1
4992420;2,98E+13;0
4992420;3,11E+13;1
5000220;1,12E+13;0
5000220;1,41E+13;1
5000820;1,06E+13;1
1395020;1,35E+13;0
1395020;9,18E+12;0
1395020;2,19E+13;0
1395020;1,09E+13;0
1395020;2,52E+13;0
1395020;2,97E+13;0
1395020;2,65E+13;0
1395020;1,74E+13;0
1395020;2,68E+13;0
1395020;2,97E+13;0
1395020;1,76E+13;0
1395020;3,50E+13;0
1395020;3,14E+13;0
1395020;1,76E+13;0
1395020;1,97E+13;0
1395020;2,68E+13;0
1395020;2,11E+13;0
1395020;1,37E+13;0
1395020;2,03E+13;0
1395020;2,18E+13;0
1395020;7,61E+12;0
1395020;1,12E+13;0
1395020;3,19E+13;1
5028620;3,16E+13;1
5028920;2,09E+13;1
5030420;3,12E+13;0
5030420;2,68E+13;0
5030420;1,95E+13;0
5030420;3,39E+13;0
5030420;2,11E+13;0
5030420;1,99E+13;1
5033320;7,75E+12;0
5033320;1,21E+13;0
5033320;2,47E+13;1
1400620;3,28E+12;1
1400820;3,27E+13;0
1400820;2,79E+13;1
1401820;1,89E+13;1
1402820;2,89E+13;1
5042820;2,74E+13;1
5042820;3,66E+13;1
5053020;2,68E+13;0
5053020;2,00E+13;0
5053020;9,34E+12;0
5053020;3,50E+13;1
1405920;5,05E+12;1
1407120;7,54E+12;1
5075120;1,35E+13;1
5077620;1,89E+13;0
5077620;2,97E+13;0
5077620;2,91E+13;1
5078520;5,44E+12;1
5081120;1,50E+13;0
5081120;1,95E+13;1
5096620;2,81E+13;1
5096720;1,41E+13;0
5096720;5,88E+12;0
5096720;1,78E+13;1
5097120;8,44E+12;1
5097320;4,75E+12;0
5097320;8,38E+12;0
5097320;7,02E+13;0
5097320;6,95E+12;1
1417820;4,33E+12;1
5104920;2,00E+13;0
5104920;2,36E+13;0
5104920;2,98E+13;1
5105720;8,16E+12;1
5105720;8,78E+12;1
5110520;2,98E+13;1
5113620;1,72E+13;1
5115120;1,77E+13;1
5115120;1,86E+13;1
5117020;1,25E+13;1
5122420;2,89E+13;1
5122620;2,43E+13;1
5122920;2,89E+13;1
5123020;2,19E+13;1
5131720;1,58E+13;1
5131820;9,61E+12;1
5132720;1,36E+13;0
5132720;1,58E+13;0
5132720;6,15E+12;0
5132720;1,78E+13;1
1426120;2,36E+13;0
1426120;2,91E+13;1
1426920;4,02E+12;0
1426920;1,91E+13;0
1426920;3,34E+12;0
1426920;2,29E+12;0
1426920;1,76E+13;0
1426920;3,29E+13;0
1426920;5,45E+12;0
1426920;7,24E+12;0
1426920;2,12E+13;1
5155420;3,25E+13;0
5155420;2,44E+13;0
5155420;3,23E+13;1
5162920;8,79E+12;1
5164520;1,56E+13;0
5164520;1,24E+13;0
5164520;2,36E+13;0
5164520;2,00E+13;0
5164520;2,98E+13;1
1429420;1,56E+12;0
1429420;1,95E+13;0
1429420;9,05E+12;0
1429420;9,24E+12;0
1429420;6,23E+12;0
1429420;2,26E+13;0
1429420;2,86E+12;0
1429420;7,01E+13;0
1429420;1,08E+13;0
1429420;6,08E+12;1
5172120;2,47E+13;0
5172120;1,34E+13;0
5172120;3,03E+13;1
5173320;3,37E+13;1
5173620;2,47E+13;0
5173620;1,34E+13;1
5173720;7,54E+12;1
1430520;9,76E+11;0
1430520;9,61E+12;1
5174520;1,34E+13;1
5184820;4,67E+12;0
5184820;2,98E+13;0
5184820;2,68E+13;0
5184820;3,42E+13;1
5185620;3,16E+13;1
5186120;2,16E+13;1
5187020;1,07E+13;1
5190520;2,47E+13;0
5190520;1,34E+13;0
5190520;3,03E+13;1
5192920;5,69E+12;1
1435820;8,17E+12;0
1435820;9,61E+12;0
1435820;4,09E+13;0
1435820;1,07E+13;0
1435820;6,08E+12;1
1436920;1,58E+13;1
5205620;1,74E+13;1
5206820;3,57E+13;1
5206820;8,72E+12;1
5208220;5,69E+12;1
5211920;8,72E+12;1
5215320;2,18E+13;0
5215320;7,61E+12;0
5215320;7,64E+12;0
5215320;3,14E+13;0
5215320;1,12E+13;0
5215320;2,78E+13;1
5227620;1,24E+13;0
5227620;1,87E+13;1
5238320;2,49E+13;1
5240220;1,25E+13;1
1449820;1,47E+13;0
1449820;5,05E+12;0
1449820;2,52E+13;0
1449820;4,57E+11;1
1450120;1,06E+13;0
1450120;1,52E+13;0
1450120;1,34E+13;0
1450120;1,05E+13;0
1450120;1,74E+13;0
1450120;2,18E+13;0
1450120;1,21E+13;0
1450120;1,81E+13;0
1450120;1,94E+13;1
5281320;3,03E+13;1
5290920;3,14E+13;0
5290920;3,73E+13;0
5290920;2,30E+13;0
5290920;1,94E+13;1
1456120;2,69E+13;1
5294920;2,36E+13;0
5294920;3,47E+13;0
5294920;7,75E+12;0
5294920;1,75E+13;1
1458920;1,29E+13;1
5298920;2,02E+13;0
5298920;1,76E+13;1
5303020;7,75E+12;0
5303020;2,91E+13;0
5303020;2,97E+13;1
5304820;1,12E+13;1
5314320;1,81E+13;0
5314320;3,60E+13;1
5317320;1,43E+13;1
5319820;8,32E+12;0
5319820;2,65E+13;0
5319820;1,21E+13;0
5319820;1,05E+13;0
5319820;1,41E+13;0
5319820;3,16E+13;0
5319820;2,78E+13;1
5327120;1,08E+12;1
5327920;3,62E+13;0
5327920;2,18E+13;0
5327920;2,95E+13;0
5327920;2,98E+13;1
5330620;1,21E+13;1
5346520;2,09E+13;0
5346520;2,95E+13;1
1473220;2,81E+13;1
5351420;3,27E+13;0
5351420;3,54E+13;1
5351620;3,27E+13;1
5354520;6,95E+12;1
5357120;7,53E+12;1
5362420;4,96E+12;1
1483420;1,19E+13;0
1483420;2,03E+13;0
1483420;7,75E+12;1
1483420;2,43E+13;1
5385020;9,13E+12;1
1486220;5,45E+12;0
1486220;9,58E+12;0
1486220;2,51E+13;1
1489520;7,01E+13;0
1489520;1,07E+13;0
1489520;9,22E+12;0
1489520;9,76E+11;0
1489520;2,00E+13;0
1489520;1,50E+13;0
1489520;7,91E+12;0
1489520;8,17E+12;0
1489520;9,61E+12;1
1490320;2,52E+13;0
1490320;1,08E+13;0
1490320;9,32E+12;0
1490320;1,29E+13;0
1490320;3,20E+12;1
1491420;1,73E+13;0
1491420;9,05E+12;0
1491420;1,08E+13;0
1491420;6,23E+12;0
1491420;2,26E+13;0
1491420;6,08E+12;1
1497520;1,76E+13;1
1499920;1,38E+13;1
5450820;2,39E+13;1
5450920;1,12E+13;0
5450920;2,68E+13;0
5450920;2,91E+13;0
5450920;2,81E+13;1
5451520;2,64E+13;1
5454120;3,06E+13;1
1504920;2,19E+13;0
1504920;3,14E+13;0
1504920;1,12E+13;0
1504920;5,45E+12;0
1504920;2,68E+13;0
1504920;7,75E+12;1
5460120;2,86E+13;1
1506720;4,53E+12;0
1506720;1,53E+13;0
1506720;1,50E+13;0
1506720;2,78E+13;1
5466620;1,34E+13;0
5466620;3,38E+13;1
5467020;2,47E+13;0
5467020;1,34E+13;0
5467020;3,38E+13;1
5471420;2,81E+13;1
5475820;2,09E+13;0
5475820;2,19E+13;0
5475820;3,50E+13;1
5476020;7,16E+12;0
5476020;2,09E+13;1
5476120;1,25E+13;1
5476520;2,71E+13;1
5477420;2,83E+13;0
5477420;7,01E+13;0
5477420;1,06E+13;0
5477420;1,93E+13;0
5477420;1,78E+13;1
5477720;2,09E+13;0
5477720;1,50E+13;0
5477720;7,75E+12;0
5477720;3,03E+13;0
5477720;1,66E+12;1
1520920;2,86E+13;0
1520920;3,46E+13;0
1520920;2,36E+13;0
1520920;2,52E+13;0
1520920;3,38E+13;0
1520920;2,00E+13;0
1520920;1,36E+13;0
1520920;1,67E+13;0
1520920;9,08E+12;0
1520920;3,27E+13;0
1520920;1,81E+13;1
1524920;1,95E+13;0
1524920;6,23E+12;0
1524920;1,85E+13;0
1524920;2,03E+13;0
1524920;7,01E+13;0
1524920;3,75E+11;0
1524920;4,09E+13;0
1524920;6,08E+12;1
5504420;2,75E+13;1
1531520;5,45E+12;0
1531520;2,51E+13;1
1532320;7,30E+13;0
1532320;8,58E+12;1
5517320;5,88E+12;0
5517320;7,75E+12;0
5517320;2,97E+13;0
5517320;3,12E+13;0
5517320;3,16E+13;1
5517420;2,02E+13;1
5535720;3,14E+13;0
5535720;1,06E+13;1
5536020;3,10E+13;1
5537420;5,94E+12;0
5537420;3,27E+13;0
5537420;2,68E+13;0
5537420;1,57E+13;0
5537420;2,00E+13;0
5537420;1,74E+13;0
5537420;2,95E+13;1
5541320;8,44E+12;0
5541320;3,37E+13;0
5541320;8,06E+12;0
5541320;2,98E+13;1
5573820;2,02E+13;0
5573820;1,76E+13;1
5607420;2,99E+13;0
5607420;3,29E+13;0
5607420;3,06E+13;0
5607420;1,50E+13;0
5607420;1,56E+13;1
1554420;1,38E+13;1
5635120;2,56E+12;0
5635120;4,67E+12;0
5635120;2,98E+13;0
5635120;3,37E+13;0
5635120;4,67E+12;1
5642220;3,12E+13;0
5642220;2,98E+13;0
5642220;2,07E+12;1
1561820;1,12E+13;0
1561820;3,39E+13;1
5657420;3,12E+13;1
5657920;2,02E+13;0
5657920;3,75E+11;0
5657920;2,86E+12;0
5657920;1,73E+13;1
5658020;2,02E+13;0
5658020;3,22E+13;1
5668820;3,45E+13;0
5668820;8,44E+12;1
1569520;2,98E+13;1
1570520;1,12E+13;0
1570520;3,50E+13;0
1570520;1,74E+13;0
1570520;1,05E+13;0
1570520;2,02E+13;1
5707220;3,47E+13;1
5708020;3,12E+13;1
5716020;3,11E+13;1
1579620;7,16E+12;1
5734420;1,25E+13;1
1586620;9,76E+11;1
5760020;2,19E+13;1
1589220;6,15E+12;0
1589220;6,08E+12;0
1589220;1,09E+13;0
1589220;9,05E+12;0
1589220;9,61E+12;0
1589220;2,78E+13;0
1589220;1,07E+13;0
1589220;6,23E+12;0
1589220;7,01E+13;0
1589220;1,08E+13;0
1589220;3,59E+12;0
1589220;1,95E+13;0
1589220;3,75E+11;1
5775220;3,12E+13;0
5775220;2,56E+12;0
5775220;4,67E+12;0
5775220;3,59E+13;0
5775220;3,16E+13;0
5775220;2,36E+13;0
5775220;1,78E+13;0
5775220;1,07E+13;0
5775220;9,13E+12;1
1590420;9,05E+12;1
5783020;1,76E+13;0
5783020;2,91E+13;1
1592620;1,12E+13;0
1592620;3,50E+13;0
1592620;7,75E+12;1
1593620;1,86E+13;0
1593620;1,76E+13;0
1593620;4,44E+12;1
1593920;5,05E+12;1
5793820;2,30E+13;1
5794020;1,34E+13;1
5816420;1,50E+13;1
1598720;2,29E+12;0
1598720;3,34E+12;1
5830920;1,76E+13;1
5830920;3,02E+13;1
5831320;1,29E+13;1
1602820;3,06E+13;1
5854120;8,44E+12;0
5854120;3,45E+13;0
5854120;3,46E+13;1
5854220;8,44E+12;0
5854220;3,46E+13;1
5854320;8,44E+12;0
5854320;3,45E+13;1
5854420;2,02E+13;1
5854820;3,38E+13;1
5864420;1,76E+13;1
5872620;1,12E+13;0
5872620;3,14E+13;0
5872620;2,30E+13;0
5872620;1,34E+13;0
5872620;7,64E+12;1
5882420;2,37E+13;1
5898320;5,82E+12;0
5898320;7,01E+13;0
5898320;1,08E+13;1
5898920;1,08E+13;0
5898920;1,95E+12;0
5898920;7,91E+12;0
5898920;1,73E+13;0
5898920;4,33E+12;1
5914420;1,78E+13;0
5914420;2,36E+13;0
5914420;3,03E+13;0
5914420;7,75E+12;0
5914420;1,21E+13;1
5920620;2,98E+13;1
5920720;2,98E+13;1
5921220;2,98E+13;1
5921520;2,98E+13;1
5936720;1,21E+13;1
5952120;4,60E+11;1
5956720;2,79E+13;1
5966220;6,35E+13;1
5966220;8,16E+12;1
1635720;1,38E+13;0
1635720;1,07E+13;0
1635720;6,23E+12;1
5974320;2,25E+13;0
5974320;2,30E+13;0
5974320;3,12E+13;0
5974320;1,34E+13;0
5974320;2,68E+13;0
5974320;1,55E+13;0
5974320;3,47E+13;0
5974320;3,14E+13;0
5974320;1,94E+13;0
5974320;3,12E+13;1
5982420;2,89E+13;1
1640020;2,09E+13;1
5993020;2,00E+13;1
5993020;2,98E+13;1
1643820;1,00E+12;0
1643820;1,29E+13;0
1643820;9,32E+12;0
1643820;2,52E+13;0
1643820;5,05E+12;0
1643820;3,20E+12;1
1644820;1,47E+13;0
1644820;5,05E+12;0
1644820;1,29E+13;0
1644820;4,45E+12;0
1644820;2,52E+13;1
6010320;5,16E+12;1
6025420;2,47E+13;1
