licit;proponente;situacao
3525919;1,67E+13;1
3527619;3,07E+13;1
955519;1,34E+13;0
955519;5,48E+12;1
3557319;4,67E+12;1
3561319;5,46E+12;1
3561319;4,12E+11;1
3567819;1,36E+13;0
3567819;5,16E+12;0
3567819;1,38E+13;0
3567819;1,03E+13;0
3567819;2,87E+13;1
3578719;9,76E+11;0
3578719;2,75E+12;1
3584719;1,52E+13;1
3591019;1,04E+13;1
3595919;2,71E+13;0
3609419;2,43E+13;1
3611819;1,94E+13;1
3614219;2,92E+13;1
3620919;2,09E+13;1
980519;7,91E+12;0
980519;7,01E+13;0
980519;1,73E+13;0
980519;9,33E+12;0
980519;1,91E+13;1
980619;1,08E+12;1
3636019;1,74E+13;1
3636219;1,93E+13;1
3636319;8,81E+12;1
984819;9,18E+12;0
984819;1,34E+13;0
984819;2,79E+13;1
3658019;3,34E+12;1
3660819;1,38E+13;0
3660819;1,07E+13;1
988919;2,29E+13;1
988919;6,35E+13;1
988919;2,16E+13;1
988919;8,16E+12;1
988919;8,60E+12;1
3664119;1,19E+13;1
3664119;1,31E+13;1
3686019;9,63E+12;1
3709619;2,95E+13;1
3715219;1,86E+13;1
3720519;4,67E+12;1
3722019;3,07E+13;1
3723219;2,65E+13;0
3723219;2,67E+13;1
3725219;1,25E+13;1
3741219;1,74E+13;1
3742019;1,94E+13;1
3745019;2,09E+13;1
3758019;1,43E+13;1
3758419;2,09E+13;1
3759319;1,74E+13;0
3759319;7,94E+12;1
3763919;2,28E+13;1
3765119;9,61E+12;0
3765119;2,93E+13;0
3765119;3,16E+13;1
3766119;2,93E+13;0
3766119;7,28E+12;1
3767219;1,39E+13;1
3777019;2,09E+13;1
3781419;1,89E+13;0
3781419;3,16E+13;0
3781419;1,35E+13;0
3781419;1,06E+13;0
3781419;1,52E+13;1
3783119;2,98E+13;1
3786919;7,19E+12;1
3787119;1,10E+13;1
3787919;1,47E+13;1
3798519;1,89E+13;0
3798519;3,44E+12;1
3800619;4,12E+11;1
3813119;3,28E+13;1
3821119;7,01E+13;0
3821119;2,19E+13;0
3821119;1,95E+13;1
3821519;2,71E+13;0
3821519;2,25E+13;1
3822619;3,01E+13;1
3830419;3,50E+12;1
3835919;1,06E+13;1
3842419;1,03E+13;1
3842719;7,59E+12;1
3848119;1,10E+13;1
3859019;2,68E+13;0
3859019;3,02E+13;1
3859919;2,43E+13;1
3860719;2,68E+13;1
3863119;2,91E+13;1
3865119;1,36E+13;0
3865119;1,44E+13;1
3865119;2,83E+13;1
3867819;1,57E+13;1
3870019;2,99E+13;0
3870019;9,13E+12;0
3870019;2,09E+13;1
3870119;2,99E+13;0
3870119;1,23E+13;1
3870619;5,88E+12;0
3870619;1,12E+13;0
3870619;2,81E+13;1
3872819;2,41E+13;1
1049919;1,37E+13;0
1049919;9,18E+12;0
1049919;3,56E+13;1
3889219;2,51E+13;1
3890719;7,61E+12;1
3894719;1,67E+13;1
3897019;2,77E+13;0
3897019;1,54E+13;0
3897019;2,78E+13;0
3897019;1,59E+13;1
3903819;1,89E+13;1
3906019;3,11E+13;1
3906419;1,76E+13;1
3909019;8,69E+12;1
1060419;2,43E+13;1
3917219;2,16E+13;1
3924519;4,44E+12;1
3935319;2,69E+13;1
3935919;2,75E+12;0
3935919;2,69E+13;0
3935919;1,76E+13;1
3940519;2,09E+13;1
3949619;1,73E+13;0
3949619;1,48E+13;0
3949619;2,98E+13;1
3950019;8,98E+12;1
3955519;1,94E+13;1
3962719;5,16E+12;0
3962719;5,88E+12;0
3962719;3,56E+13;0
3962719;8,44E+12;1
3963719;1,52E+13;0
3963719;2,65E+13;0
3963719;3,03E+13;1
3964319;5,88E+12;0
3964319;8,44E+12;1
3967719;2,91E+13;1
3971719;3,30E+13;0
3971719;8,44E+12;0
3971719;1,07E+13;0
3971719;2,79E+13;1
3974019;3,30E+13;0
3974019;1,07E+13;0
3974019;2,79E+13;0
3974019;8,44E+12;1
3983119;2,51E+13;0
3983119;3,34E+12;0
3983119;8,98E+12;0
3983119;3,09E+13;1
3987119;3,11E+13;0
3987119;3,12E+13;0
3987119;2,39E+13;1
3990419;2,65E+13;0
3990419;1,24E+13;0
3990419;2,03E+13;0
3990419;2,30E+13;1
3998019;3,11E+13;1
4008719;1,81E+13;0
4008719;4,44E+12;1
4013019;3,27E+13;1
4014719;2,70E+13;1
1101519;2,79E+13;1
4020019;2,24E+13;1
4021919;3,53E+13;0
4021919;1,66E+13;1
4023019;2,99E+13;0
4023019;1,89E+13;1
4023619;8,44E+12;1
1104519;1,21E+13;1
4029819;4,44E+12;0
4029819;1,74E+13;1
4030919;1,03E+13;1
4031019;9,58E+12;1
4032319;2,16E+13;0
4032319;2,03E+13;1
4045619;3,56E+13;1
4048119;1,06E+13;1
4049819;2,89E+13;1
4053119;7,01E+13;0
4053119;2,19E+13;1
4054719;2,35E+12;1
4067419;9,16E+12;1
4088519;2,24E+13;1
4095519;6,10E+12;0
4095519;5,67E+12;0
4095519;2,91E+13;0
4095519;1,66E+13;0
4095519;2,26E+13;1
4101419;1,75E+13;1
4101519;2,18E+13;1
4101819;1,12E+13;0
4101819;1,17E+13;1
4102219;1,75E+13;1
4104019;1,48E+13;1
4113919;1,81E+13;1
4116319;7,16E+12;1
1119219;9,22E+12;0
1119219;2,86E+12;0
1119219;4,30E+12;1
4126719;2,24E+13;1
4132119;1,48E+13;1
4138919;4,53E+12;1
4139119;2,78E+13;1
4139619;2,78E+13;0
4139619;1,50E+13;1
4155719;1,21E+13;0
4155719;9,13E+12;0
4155719;1,36E+13;0
4155719;5,88E+12;0
4155719;1,67E+13;0
4155719;1,89E+13;1
1128819;3,02E+13;1
4181819;2,00E+13;1
4185819;6,90E+12;1
4193619;1,51E+13;1
4196719;3,12E+13;1
4198019;3,12E+13;1
4199719;3,26E+13;1
4218619;2,81E+13;1
4223319;2,03E+13;0
4223319;1,95E+13;0
4223319;3,56E+13;0
4223319;2,35E+12;0
4223319;2,89E+13;0
4223319;1,76E+13;1
4226119;1,52E+13;1
4231719;2,23E+13;1
1141619;1,43E+13;1
4240319;1,66E+12;1
4241819;1,07E+13;1
4242019;1,43E+13;0
4242019;1,07E+13;0
4242019;8,58E+12;1
1142119;1,97E+13;0
1142119;2,65E+13;0
1142119;3,07E+13;0
1142119;2,28E+13;0
1142119;2,09E+13;0
1142119;1,74E+13;0
1142119;5,88E+12;0
1142119;1,11E+13;0
1142119;1,07E+13;0
1142119;4,88E+12;1
4245319;1,06E+13;1
4246219;2,78E+13;0
4246219;1,50E+13;1
4262019;8,16E+12;1
4271619;1,52E+13;0
4271619;5,94E+12;0
4271619;3,14E+13;1
4282219;2,95E+13;1
1151219;1,74E+13;0
1151219;5,94E+12;0
1151219;2,03E+13;0
1151219;2,11E+13;0
1151219;1,94E+13;0
1151219;2,65E+13;0
1151219;1,52E+13;1
4293119;1,24E+13;0
4293119;2,67E+13;1
4299019;5,94E+12;1
1158519;2,79E+13;0
1158519;2,68E+13;1
1164019;2,20E+13;1
1165719;2,29E+12;0
1165719;1,49E+13;0
1165719;2,79E+13;0
1165719;2,46E+13;0
1165719;4,88E+12;0
1165719;1,33E+12;0
1165719;8,69E+12;1
4352219;6,74E+11;0
4352219;1,12E+13;0
4352219;1,17E+13;1
4354719;2,68E+13;1
1173319;3,40E+12;1
4394719;1,78E+13;1
4399119;5,94E+12;1
4399919;1,03E+13;1
4407019;2,68E+13;1
1184519;5,80E+12;1
1184519;2,93E+13;1
4410119;9,63E+12;1
4410219;9,63E+12;1
4410519;9,63E+12;1
4413119;2,83E+13;1
1189519;1,07E+13;1
4433419;1,95E+13;0
4433419;8,83E+12;0
4433419;1,11E+13;1
1193119;2,63E+12;1
4451819;2,25E+13;1
4452319;1,59E+13;1
4454419;2,19E+13;1
4457519;2,68E+13;1
4460219;3,35E+13;1
4464019;2,75E+13;0
4464019;1,07E+13;0
4464019;5,16E+12;1
4467319;1,89E+13;1
4467619;1,96E+13;1
4467719;1,57E+13;1
4468519;2,98E+13;1
1197219;9,91E+12;1
4489619;5,16E+12;0
4489619;2,16E+13;0
4489619;5,88E+12;0
4489619;3,25E+13;0
4489619;3,07E+13;0
4489619;1,76E+13;1
4494219;2,67E+13;0
4494219;2,30E+13;1
4503819;3,25E+13;0
4503819;1,50E+13;0
4503819;2,62E+13;1
4517719;2,68E+13;1
4528019;1,18E+13;1
4530519;2,28E+13;0
4530519;2,44E+13;0
4530519;3,40E+12;0
4530519;1,50E+13;0
4530519;4,88E+12;1
4534519;2,47E+13;0
4534519;2,44E+13;0
4534519;3,01E+13;0
4534519;1,41E+13;0
4534519;3,27E+13;1
4539219;1,67E+13;0
4539219;1,21E+13;1
4543119;2,44E+13;0
4543119;2,47E+13;0
4543119;2,61E+13;0
4543119;8,44E+12;0
4543119;3,35E+13;0
4543119;2,98E+13;1
4547019;1,06E+13;1
4547119;1,06E+13;1
4558619;2,16E+13;1
4561719;2,86E+13;1
4570819;1,64E+13;0
4570819;1,92E+13;0
4570819;2,12E+13;0
4570819;2,41E+13;0
4570819;2,40E+13;1
4570819;2,78E+12;1
4571319;2,79E+13;0
4571319;2,09E+13;0
4571319;1,76E+13;0
4571319;3,10E+13;0
4571319;2,26E+13;1
4582919;2,00E+13;1
4596919;2,39E+13;0
4596919;1,73E+13;1
4597819;2,39E+13;0
4597819;2,19E+13;0
4597819;3,12E+13;0
4597819;1,73E+13;1
4599319;2,09E+13;1
4601319;5,16E+12;1
4605919;1,52E+13;0
4605919;1,50E+13;1
4613219;1,06E+13;1
4620919;1,06E+13;1
4623419;1,03E+13;0
4623419;2,71E+13;0
4623419;1,50E+13;1
4629019;1,06E+13;1
4630019;1,86E+13;1
4652719;1,54E+13;1
4654519;2,68E+13;0
4654519;1,74E+13;0
4654519;4,93E+12;1
4658519;1,89E+13;1
4671119;4,02E+12;0
4671119;9,76E+11;1
1257819;4,88E+12;0
1257819;1,46E+13;1
4680019;1,06E+13;1
4680319;1,06E+13;1
4680419;1,06E+13;1
4686419;4,44E+12;1
4687519;1,06E+13;1
4692519;2,03E+13;0
4692519;2,29E+13;0
4692519;1,86E+13;0
4692519;1,34E+13;0
4692519;2,79E+13;1
4694519;2,69E+13;0
4694519;3,02E+13;1
4695419;7,91E+12;0
4695419;8,77E+12;0
4695419;1,73E+13;0
4695419;7,01E+13;0
4695419;7,01E+13;0
4695419;1,28E+12;0
4695419;9,22E+12;0
4695419;2,35E+12;1
4718319;5,94E+12;0
4718319;1,57E+13;0
4718319;2,68E+13;1
1271119;3,02E+13;0
1271119;1,74E+13;0
1271119;2,69E+13;1
1274519;1,81E+13;1
4770919;1,06E+13;1
4772319;1,03E+13;1
4777419;7,59E+12;1
4785719;1,06E+13;1
4785919;1,06E+13;1
4788219;1,06E+13;1
4795119;2,81E+13;0
4795119;7,26E+12;0
4795119;1,78E+13;0
4795119;1,99E+13;0
4795119;4,33E+12;0
4795119;2,12E+13;0
4795119;2,78E+13;1
4802219;2,40E+12;1
4808919;1,06E+13;1
4813119;1,43E+13;1
4814119;1,43E+13;1
4816619;1,52E+13;0
4816619;1,06E+13;1
4831119;4,93E+12;1
4831719;1,52E+13;0
4831719;3,07E+13;0
4831719;2,97E+13;1
4832719;5,08E+12;1
4834919;2,69E+13;0
4834919;2,67E+13;0
4834919;2,03E+13;0
4834919;3,12E+13;1
4845319;2,28E+13;0
4845319;2,47E+13;0
4845319;2,98E+13;0
4845319;2,91E+13;1
4858919;3,25E+13;0
4858919;1,78E+13;0
4858919;2,86E+12;0
4858919;2,98E+13;0
4858919;2,69E+13;0
4858919;2,47E+13;0
4858919;1,50E+13;0
4858919;3,56E+13;1
1296219;9,18E+12;1
1296919;1,66E+12;0
1296919;7,91E+12;1
4877619;3,11E+13;1
4879619;1,43E+13;1
4885419;9,47E+12;1
4885419;2,76E+13;1
4893919;1,50E+13;1
4902019;2,63E+12;1
4905019;9,32E+12;1
4905719;9,10E+12;1
4906419;1,27E+13;1
4907319;3,35E+13;1
4911119;1,93E+13;0
4911119;9,20E+12;1
1303719;1,09E+12;1
1303719;2,83E+13;1
4911919;2,68E+13;1
4915619;1,89E+13;0
4915619;1,21E+13;0
4915619;1,43E+13;1
4917019;2,43E+13;1
4917019;7,75E+12;1
4919019;2,31E+13;1
4924519;2,29E+13;1
4924519;3,07E+13;1
4930819;7,26E+12;0
4930819;3,34E+12;1
4941619;2,43E+13;1
4954619;1,07E+13;1
4960119;2,73E+13;1
4988719;8,65E+12;1
1322119;1,73E+13;0
1322119;1,81E+13;1
1331219;2,65E+13;1
1331219;3,06E+13;1
1331219;1,83E+13;1
1331219;2,60E+12;1
1331219;1,98E+13;1
1331219;3,56E+13;1
1332219;3,19E+13;1
1334619;4,67E+12;1
1335719;2,12E+13;1
1339919;2,41E+13;0
1339919;1,07E+13;0
1339919;2,91E+13;1
1339919;3,06E+13;1
5045319;3,38E+13;1
5049719;6,29E+12;1
1341719;2,40E+13;0
1341719;2,75E+12;1
5052719;2,18E+13;1
5054119;1,32E+13;1
5054719;1,10E+13;1
5058319;2,30E+13;1
5058819;3,38E+13;0
5058819;1,78E+13;1
5059819;2,30E+13;1
5069319;2,68E+13;1
1350519;3,28E+12;0
1350519;1,06E+13;0
1350519;2,65E+13;0
1350519;1,34E+13;0
1350519;2,30E+13;0
1350519;1,52E+13;0
1350519;1,21E+13;0
1350519;2,79E+13;0
1350519;2,19E+13;0
1350519;5,08E+12;0
1350519;2,99E+13;0
1350519;1,74E+13;0
1350519;7,64E+12;1
1353619;5,82E+12;1
5084719;2,78E+13;0
5084719;1,86E+13;1
5084919;7,26E+12;0
5084919;2,29E+13;1
5086119;2,51E+13;1
5088119;2,52E+13;0
5088119;1,06E+13;1
5092919;9,76E+11;0
5092919;1,91E+13;0
5092919;9,05E+12;1
5093519;4,44E+12;0
5093519;1,94E+13;1
5103619;2,99E+13;0
5103619;2,52E+13;0
5103619;3,27E+13;0
5103619;3,07E+13;0
5103619;2,98E+13;0
5103619;5,88E+12;0
5103619;1,07E+13;0
5103619;3,38E+13;1
5103819;2,03E+13;0
5103819;1,05E+13;0
5103819;2,65E+13;0
5103819;5,08E+12;0
5103819;2,30E+13;1
5104219;1,55E+13;1
5106719;1,30E+13;1
5110819;2,68E+13;1
5111219;2,29E+12;0
5111219;2,65E+13;0
5111219;1,70E+13;0
5111219;7,26E+12;0
5111219;4,83E+12;0
5111219;2,03E+13;0
5111219;2,12E+13;1
5111919;1,11E+13;1
5112819;2,71E+13;1
5119519;2,61E+13;1
5121219;5,88E+12;0
5121219;3,12E+13;0
5121219;3,07E+13;0
5121219;3,38E+13;1
5124019;1,27E+13;1
5124019;3,81E+12;1
5124019;7,24E+12;1
5124019;2,65E+13;1
5137719;2,03E+13;0
5137719;5,08E+12;0
5137719;2,12E+13;0
5137719;1,06E+13;0
5137719;1,38E+13;0
5137719;2,67E+13;1
5138719;1,28E+12;0
5138719;2,04E+13;0
5138719;2,94E+13;1
5146419;1,38E+13;1
5155619;1,43E+13;1
5160619;1,26E+13;1
1376119;1,38E+13;0
1376119;4,44E+12;1
1376419;1,38E+13;0
1376419;2,65E+13;0
1376419;1,12E+13;1
5169719;1,25E+13;1
5169719;1,11E+13;1
5182819;2,71E+13;1
5189519;1,89E+13;0
5189519;5,16E+12;1
5200719;2,65E+13;0
5200719;1,89E+13;0
5200719;1,38E+13;0
5200719;2,44E+13;0
5200719;3,16E+13;0
5200719;2,09E+13;1
5207619;2,47E+13;0
5207619;1,50E+13;1
5222519;1,76E+13;0
5222519;3,23E+12;0
5222519;2,69E+13;1
5226819;3,40E+12;0
5226819;3,06E+13;0
5226819;1,50E+13;1
5228419;1,50E+13;0
5228419;2,75E+13;0
5228419;3,25E+13;0
5228419;1,93E+13;1
5233419;1,03E+13;1
5245919;3,03E+13;1
5254719;1,39E+13;1
5257819;2,41E+13;1
5269819;6,33E+12;1
5270019;9,31E+12;1
5270019;2,70E+13;1
5270619;1,76E+13;1
1405019;2,02E+13;1
5283819;1,21E+13;0
5283819;1,54E+13;0
5283819;4,60E+11;0
5283819;1,82E+13;0
5283819;2,52E+13;1
5285719;2,41E+13;1
5286019;2,65E+13;0
5286019;2,09E+13;1
5290919;1,08E+12;1
5291019;7,59E+12;1
5293519;2,36E+13;1
5298419;1,27E+13;1
5298819;1,67E+13;1
5303719;2,47E+13;0
5303719;2,43E+13;0
5303719;2,99E+13;1
5304919;1,11E+13;1
5305619;7,86E+12;0
5305619;1,50E+13;0
5305619;2,78E+13;1
5306219;1,50E+13;0
5306219;2,78E+13;1
5306419;2,78E+13;0
5306419;1,50E+13;1
5306919;1,50E+13;0
5306919;3,43E+13;0
5306919;2,78E+13;1
5309219;4,67E+12;0
5309219;7,26E+12;1
5309619;1,38E+13;0
5309619;1,21E+13;0
5309619;6,74E+11;0
5309619;1,17E+13;1
1415219;2,28E+13;0
1415219;1,52E+13;0
1415219;1,88E+13;0
1415219;2,87E+13;1
5320919;1,11E+13;1
5322419;2,28E+13;0
5322419;1,52E+13;0
5322419;3,01E+13;0
5322419;2,87E+13;1
5329219;9,60E+12;1
5331919;1,57E+13;0
5331919;9,21E+12;1
1423819;1,66E+13;1
5342219;3,26E+13;0
5342219;2,19E+13;0
5342219;2,09E+13;0
5342219;2,28E+13;0
5342219;2,44E+13;0
5342219;1,40E+13;0
5342219;8,65E+12;1
5349519;2,78E+13;0
5349519;1,50E+13;0
5349519;2,85E+13;0
5349519;3,43E+13;1
5351119;2,18E+13;0
5351119;2,67E+13;0
5351119;2,03E+13;0
5351119;2,65E+13;0
5351119;2,99E+13;1
5351219;1,88E+13;1
5351619;1,88E+13;0
5351619;1,54E+13;0
5351619;2,98E+13;0
5351619;2,77E+13;0
5351619;8,79E+12;0
5351619;3,22E+13;1
5352119;3,38E+13;0
5352119;2,71E+13;1
1429919;1,66E+13;1
5357819;7,48E+12;1
5361219;3,26E+12;1
5364019;3,10E+13;1
1434219;1,52E+13;1
5365419;5,50E+12;1
5365519;4,67E+12;1
5366019;1,67E+13;1
1435719;2,43E+13;1
1435819;1,74E+13;0
1435819;1,74E+13;0
1435819;5,88E+12;0
1435819;1,52E+13;0
1435819;1,89E+13;1
5374719;2,71E+13;1
5383619;2,23E+13;1
5396219;2,22E+13;1
5398419;1,96E+13;1
5412419;1,44E+13;1
5412419;1,57E+13;1
5421419;1,06E+13;1
5421719;1,06E+13;1
5431619;1,67E+13;0
5431619;1,41E+13;1
5432019;3,20E+13;1
5432019;1,38E+13;1
5432419;1,38E+13;0
5432419;3,20E+13;1
5439119;2,71E+13;0
5439119;2,43E+13;0
5439119;2,28E+13;0
5439119;2,99E+13;0
5439119;2,78E+13;1
5445319;3,12E+13;1
5446719;2,18E+13;1
5446719;2,43E+13;1
5459019;2,67E+13;0
5459019;2,03E+13;0
5459019;1,24E+13;0
5459019;2,65E+13;0
5459019;2,67E+13;1
5464719;1,86E+13;0
5464719;1,09E+13;0
5464719;2,65E+13;0
5464719;7,61E+12;0
5464719;1,74E+13;0
5464719;2,79E+13;0
5464719;2,97E+13;0
5464719;1,37E+13;0
5464719;4,44E+12;1
5469719;1,41E+13;1
5470019;2,61E+13;0
5470019;1,35E+13;0
5470019;1,78E+13;0
5470019;1,54E+13;1
5470319;1,95E+13;1
5471219;7,61E+12;0
5471219;1,79E+13;0
5471219;1,06E+13;0
5471219;1,34E+13;0
5471219;2,79E+13;0
5471219;2,18E+13;0
5471219;3,14E+13;0
5471219;2,69E+13;0
5471219;2,30E+13;0
5471219;4,44E+12;0
5471219;2,65E+13;0
5471219;1,81E+13;1
5476719;1,97E+13;0
5476719;1,81E+13;1
5485019;3,06E+13;1
5496819;3,25E+13;0
5496819;2,47E+13;0
5496819;3,06E+13;0
5496819;2,78E+13;0
5496819;2,75E+13;0
5496819;3,56E+13;0
5496819;3,38E+13;0
5496819;1,50E+13;1
5505019;1,86E+13;0
5505019;2,65E+13;0
5505019;3,12E+13;0
5505019;4,44E+12;0
5505019;2,97E+13;0
5505019;1,24E+13;0
5505019;1,09E+13;0
5505019;2,12E+13;0
5505019;2,41E+13;0
5505019;7,61E+12;0
5505019;1,12E+13;0
5505019;1,74E+13;0
5505019;1,37E+13;1
5505519;1,09E+13;0
5505519;1,24E+13;0
5505519;3,12E+13;0
5505519;2,65E+13;0
5505519;1,37E+13;0
5505519;1,86E+13;0
5505519;2,12E+13;0
5505519;7,61E+12;0
5505519;4,44E+12;0
5505519;1,12E+13;0
5505519;2,97E+13;0
5505519;2,41E+13;0
5505519;1,76E+13;0
5505519;1,74E+13;0
5505519;9,18E+12;1
5506219;1,86E+13;0
5506219;1,52E+13;0
5506219;2,79E+13;1
5506319;2,99E+13;1
5506319;3,11E+13;1
5506319;2,94E+13;1
5506319;3,40E+13;1
1480019;3,29E+13;0
1480019;2,25E+13;1
5530319;2,09E+13;0
5530319;1,74E+13;0
5530319;1,07E+13;0
5530319;2,69E+13;0
5530319;9,13E+12;1
5535119;1,58E+13;1
5536619;1,06E+13;1
5536719;1,06E+13;1
5538119;5,32E+11;1
5538219;7,84E+12;1
5540219;7,82E+12;1
5545019;3,02E+13;1
1490119;2,75E+13;0
1490119;1,66E+12;0
1490119;5,16E+12;1
5561819;3,12E+13;0
5561819;2,99E+13;0
5561819;2,43E+13;0
5561819;2,78E+13;0
5561819;2,71E+13;1
5575919;1,05E+13;1
1494319;5,88E+12;0
1494319;3,06E+13;1
1496419;7,91E+12;0
1496419;1,11E+13;0
1496419;2,25E+13;1
5598419;2,32E+13;1
5617419;1,06E+13;1
5618219;1,06E+13;1
5619119;5,88E+12;1
5621919;2,85E+13;1
5632619;7,59E+12;1
5635819;1,88E+13;0
5635819;1,59E+13;0
5635819;1,93E+13;0
5635819;4,85E+12;0
5635819;2,52E+13;0
5635819;1,86E+13;1
5638119;2,03E+13;1
5638519;1,54E+13;0
5638519;1,82E+13;0
5638519;2,61E+13;0
5638519;1,35E+13;1
5660619;1,93E+13;0
5660619;2,47E+13;1
5667119;1,81E+13;1
5667119;2,29E+13;1
5677719;1,06E+13;1
5690019;1,57E+13;1
5691819;1,09E+13;1
1520219;3,14E+13;0
1520219;9,18E+12;0
1520219;4,44E+12;1
5707019;2,03E+13;0
5707019;1,24E+13;0
5707019;2,79E+13;1
5708419;1,40E+13;1
5722719;1,93E+13;1
5729019;3,34E+12;0
5729019;2,09E+13;0
5729019;2,51E+13;0
5729019;2,81E+13;0
5729019;7,26E+12;0
5729019;8,65E+12;1
5729519;1,74E+13;0
5729519;2,65E+13;0
5729519;2,61E+13;0
5729519;2,63E+12;0
5729519;2,09E+13;1
5731619;1,96E+13;1
5736019;2,65E+13;0
5736019;1,52E+13;0
5736019;2,75E+13;1
5745819;1,66E+12;1
5746119;1,89E+13;0
5746119;3,56E+13;0
5746119;5,88E+12;0
5746119;2,69E+13;0
5746119;9,13E+12;1
5746519;1,91E+13;1
5746519;1,89E+13;1
5755719;2,26E+13;1
5756919;1,80E+13;0
5756919;3,34E+12;0
5756919;2,68E+13;1
1536019;2,91E+13;1
5765519;1,95E+13;0
5765519;3,25E+13;0
5765519;3,56E+13;0
5765519;2,47E+13;0
5765519;1,50E+13;1
5788719;2,86E+12;0
5788719;2,29E+13;0
5788719;8,65E+12;0
5788719;2,28E+13;1
5793019;9,22E+12;0
5793019;1,93E+13;0
5793019;8,77E+12;0
5793019;7,01E+13;0
5793019;7,91E+12;0
5793019;1,73E+13;0
5793019;8,79E+12;0
5793019;1,54E+13;1
5808219;3,06E+13;0
5808219;3,03E+13;1
5815719;2,29E+13;1
5815719;1,81E+13;1
5817619;2,71E+13;0
5817619;2,78E+13;1
1551519;3,64E+13;0
1551519;4,09E+13;0
1551519;1,16E+13;0
1551519;2,42E+13;0
1551519;2,59E+13;0
1551519;8,44E+12;1
5826619;3,11E+13;1
5834219;5,80E+12;1
5836719;3,02E+13;0
5836719;2,79E+13;1
5839019;2,09E+13;0
5839019;2,98E+13;0
5839019;2,44E+13;1
5839519;2,77E+13;1
5842419;2,61E+13;1
5844419;2,99E+13;0
5844419;2,52E+13;0
5844419;2,98E+13;0
5844419;2,98E+13;0
5844419;5,88E+12;0
5844419;2,97E+13;1
5846619;3,10E+13;0
5846619;3,11E+13;1
5847919;1,03E+13;0
5847919;2,66E+13;0
5847919;2,43E+13;0
5847919;2,49E+13;1
5858019;4,46E+12;1
5858219;2,09E+13;0
5858219;7,26E+12;1
1566519;1,08E+12;1
5878119;1,50E+13;1
5879619;9,32E+12;1
5879719;9,32E+12;1
5881319;2,79E+13;1
5887919;5,16E+12;0
5887919;1,78E+13;0
5887919;1,50E+13;0
5887919;1,52E+13;1
1574719;1,89E+13;1
5923119;4,65E+12;0
5923119;1,92E+13;1
5924219;1,50E+13;1
5925619;1,50E+13;0
5925619;2,71E+13;0
5925619;2,52E+13;1
5927119;2,19E+13;0
5927119;2,39E+13;0
5927119;2,16E+13;1
5927519;1,05E+13;0
5927519;2,65E+13;0
5927519;2,21E+13;1
5931919;3,39E+13;1
5935119;1,76E+13;0
5935119;2,89E+13;0
5935119;2,49E+13;1
1597119;9,61E+12;0
1597119;1,40E+13;0
1597119;9,22E+12;0
1597119;1,67E+13;0
1597119;8,77E+12;0
1597119;9,76E+11;0
1597119;1,28E+12;0
1597119;1,08E+13;0
1597119;4,02E+12;0
1597119;1,54E+13;1
5945919;2,51E+13;1
5946419;2,09E+13;0
5946419;1,95E+13;1
5953919;3,10E+13;0
5953919;2,02E+13;0
5953919;2,16E+13;0
5953919;2,79E+13;0
5953919;2,19E+13;0
5953919;3,19E+13;0
5953919;3,11E+13;1
5955019;2,44E+13;0
5955019;9,13E+12;1
5956519;2,19E+13;0
5956519;1,76E+13;0
5956519;3,03E+13;1
5975019;2,79E+13;1
1606019;1,89E+13;0
1606019;1,94E+13;1
5993619;7,80E+12;1
1616719;4,08E+13;0
1616719;4,69E+11;1
6018119;1,94E+13;1
6027919;8,44E+12;0
6027919;3,07E+13;1
6028619;3,35E+13;0
6028619;3,07E+13;1
6033919;2,98E+13;1
6041819;7,02E+13;1
6043019;1,06E+13;1
6043119;1,06E+13;1
1628119;2,74E+12;1
6046619;2,29E+12;1
6047219;1,36E+13;0
6047219;2,70E+13;0
6047219;2,44E+13;0
6047219;3,12E+13;1
6047519;2,44E+13;0
6047519;2,70E+13;0
6047519;1,36E+13;0
6047519;3,12E+13;1
6047919;4,39E+12;1
1631619;1,91E+13;0
1631619;1,81E+13;0
1631619;1,74E+13;0
1631619;2,52E+13;1
1631619;4,88E+12;1
6068919;1,06E+13;1
6077119;3,42E+13;0
6077119;2,47E+13;0
6077119;5,88E+12;1
6078719;1,06E+13;1
6087719;1,35E+13;0
6087719;1,95E+13;0
6087719;2,67E+13;1
6105319;7,48E+12;1
6118419;2,61E+13;1
6125919;1,79E+12;1
6127719;1,79E+12;1
6128219;1,06E+13;1
6165319;2,36E+13;0
6165319;1,50E+13;0
6165319;3,31E+13;0
6165319;1,50E+13;0
6165319;2,23E+13;1
1658819;4,30E+12;0
1658819;9,76E+11;0
1658819;4,02E+12;0
1658819;9,61E+12;1
1659119;1,05E+13;1
6182319;3,14E+13;0
6182319;1,52E+13;1
6183419;1,78E+13;0
6183419;2,97E+13;0
6183419;2,36E+13;0
6183419;1,52E+13;1
6185519;2,77E+13;0
6185519;9,13E+12;0
6185519;1,89E+13;1
1669819;7,94E+12;1
6224919;3,11E+13;1
6250719;1,52E+13;0
6250719;2,97E+13;0
6250719;1,78E+13;1
6250919;1,95E+13;0
6250919;1,12E+13;0
6250919;1,86E+13;1
6251319;1,78E+13;0
6251319;1,52E+13;1
6253419;1,57E+13;1
6256419;1,78E+13;0
6256419;7,84E+12;0
6256419;1,54E+13;0
6256419;1,59E+13;1
6269619;2,36E+13;1
6271819;2,97E+13;0
